method,prototype_temperature,softmax_temperature,softmax_weight,hier_aux_prob_weight,fusion_kind,n,top1_acc,macro_f1,top2_acc,ece,brier,nll
raw_softmax,,,,,,120,0.9666666666666667,0.9666666666666668,1.0,0.02331354916095731,0.058796096593141556,0.10684236139059067
calibrated_softmax,,0.5,,,,120,0.9666666666666667,0.9666666666666668,1.0,0.026726505657037124,0.05875496193766594,0.13812652230262756
calibrated_softmax,,0.75,,,,120,0.9666666666666667,0.9666666666666668,1.0,0.030587743222713477,0.058211490511894226,0.11180644482374191
calibrated_softmax,,1.0,,,,120,0.9666666666666667,0.9666666666666668,1.0,0.023313550154368055,0.058796096593141556,0.10684236139059067
calibrated_softmax,,1.5,,,,120,0.9666666666666667,0.9666666666666668,1.0,0.0423035264015198,0.06401263922452927,0.12562046945095062
calibrated_softmax,,2.0,,,,120,0.9666666666666667,0.9666666666666668,1.0,0.08725680137674016,0.07562589645385742,0.16841131448745728
prototype,0.03,,,,,120,0.9583333333333334,0.9583217560433455,1.0,0.04061887115240102,0.06878267973661423,0.19186346232891083
hierarchical,0.03,,,0.5,,120,0.95,0.949944382647386,1.0,0.04445400089025503,0.07915017008781433,0.20305319130420685
prototype,0.05,,,,,120,0.9583333333333334,0.9583217560433455,1.0,0.026928139229615556,0.06417687982320786,0.13190706074237823
hierarchical,0.05,,,0.5,,120,0.9416666666666667,0.9415204678362573,1.0,0.03746640682220463,0.07180622965097427,0.1391298770904541
prototype,0.07,,,,,120,0.9583333333333334,0.9583217560433455,1.0,0.027481677631537124,0.06258928775787354,0.1129152923822403
hierarchical,0.07,,,0.5,,120,0.9416666666666667,0.9415204678362573,1.0,0.0335994715491931,0.06806675344705582,0.11730125546455383
prototype,0.1,,,,,120,0.9583333333333334,0.9583217560433455,1.0,0.01768524944782257,0.06270426511764526,0.11016073822975159
hierarchical,0.1,,,0.5,,120,0.9416666666666667,0.9415204678362573,1.0,0.03636911412080133,0.06627367436885834,0.11243045330047607
prototype,0.2,,,,,120,0.9583333333333334,0.9583217560433455,1.0,0.07482756574948629,0.08121427148580551,0.15829969942569733
hierarchical,0.2,,,0.5,,120,0.95,0.9497767857142857,1.0,0.06613797843456269,0.08401389420032501,0.16100375354290009
prototype,0.5,,,,,120,0.9583333333333334,0.9583217560433455,1.0,0.2709532136718432,0.1888355314731598,0.4036406874656677
hierarchical,0.5,,,0.5,,120,0.9333333333333333,0.9326599326599327,1.0,0.2479223057627678,0.1993047446012497,0.41642990708351135
prototype,1.0,,,,,120,0.9583333333333334,0.9583217560433455,1.0,0.4723145365715027,0.37670737504959106,0.7364672422409058
hierarchical,1.0,,,0.5,,120,0.8833333333333333,0.8766157461809636,1.0,0.3938972560067971,0.3882612884044647,0.7524897456169128
fused,0.03,1.0,0.0,0.5,pure_prototype,120,0.95,0.949944382647386,1.0,0.04445400089025503,0.07915017008781433,0.20305319130420685
fused,0.03,1.0,0.25,0.5,mixed,120,0.95,0.949944382647386,1.0,0.036684859295686115,0.07222917675971985,0.13057781755924225
fused,0.03,1.0,0.5,0.5,mixed,120,0.95,0.949944382647386,1.0,0.030052747825781514,0.06652983278036118,0.11740035563707352
fused,0.03,1.0,0.75,0.5,mixed,120,0.9583333333333334,0.9583217560433455,1.0,0.02554722726345062,0.06205214187502861,0.11056966334581375
fused,0.03,1.0,1.0,0.5,pure_softmax,120,0.9666666666666667,0.9666666666666668,1.0,0.023313550154368055,0.058796096593141556,0.10684236139059067
