hierarchy_confidence_penalty,global_rejection_threshold,coverage,selective_risk,selective_acc,n_accepted,n_total,n_hierarchy_inconsistent
0.5,0.751006543636322,0.95,0.01754385964912286,0.9824561403508771,114,120,1
0.7,0.751006543636322,0.95,0.01754385964912286,0.9824561403508771,114,120,1
0.85,0.751006543636322,0.95,0.01754385964912286,0.9824561403508771,114,120,1
1.0,0.751006543636322,0.95,0.01754385964912286,0.9824561403508771,114,120,1
