comparison,n,baseline_mean,pretrain_mean,mean_delta,std_delta,ci95_low,ci95_high,wilcoxon_p
logmel_pretrain_minus_logmel_baseline,30,0.9177032995794677,0.9200767850504415,0.002373485470973687,0.030614682929970265,-0.009116936332203602,0.012571244845629104,0.2621222734451294
