model,n_runs,macro_f1_from_cm,feeding_f1,stress_f1,feeding_recall,stress_recall,feeding_to_stress,stress_to_feeding
logmel_dur2,25,0.9474149717536814,0.8948631781084974,0.8962264150943396,0.8876190476190476,0.9047619047619048,118,100
logmel_dur2_hier_w02,25,0.9507137380891534,0.9017560512577124,0.901098901098901,0.9047619047619048,0.8980952380952381,100,107
