model,n_runs,macro_f1_from_cm,feeding_f1,stress_f1,feeding_recall,stress_recall,feeding_to_stress,stress_to_feeding
baseline_cv5_logmel,25,0.9121772872446008,0.8293631502187652,0.8298368298368297,0.8123809523809524,0.8476190476190476,195,154
cap3x_logmel,25,0.9231466078361852,0.8488652824722357,0.8489681050656661,0.8371428571428572,0.861904761904762,171,142
