model,n,mean_macro_f1,std_macro_f1,min_macro_f1,max_macro_f1,mean_best_val,mean_test_acc,mean_gate,max_gate
logmel_pretrain,30,0.9200767850504413,0.02708788973670693,0.8442363530778165,0.9761904761904763,0.9379202339778445,0.9206349206349207,,
mctafd_no_se_gated_pretrain,30,0.9133959151020886,0.02312752299043648,0.8627450980392156,0.9522727272727273,0.9350434855306574,0.9142857142857143,0.01839087559686353,0.020893031731247902
