comparison,n,baseline_mean,cap3x_mean,mean_delta,std_delta,ci95_low,ci95_high,wilcoxon_p
cv5_cap3x_logmel_minus_cv5_baseline_logmel,25,0.9119200448644631,0.9226064673362835,0.010686422471820438,0.023538704453661432,0.00180241307256471,0.019994152150916936,0.06670159101486206
