stage1_variant,expert_model,n_runs,stage1_mean_macro_f1,stage1_std_macro_f1,stage2_mean_macro_f1,stage2_std_macro_f1,mean_delta,ci95_low,ci95_high,wilcoxon_p,mean_replaced
baseline,logmel,30,0.9177032995794675,0.018437332588740602,0.9187320406938899,0.01707353799609308,0.0010287411144223083,-0.006882602872307118,0.007964745365283203,0.2742641970791131,41.766666666666666
