experiment,protocol,model,fold,seed,feature_mode,use_se,n_mels,n_mfcc,fmin,fmax,n_fft,hop_length,win_length,sr,dur_s,fusion_type,aux_gate_init,gate_mean,gate_max,boundary_loss_weight,boundary_warmup_epochs,best_epoch,best_val_macro_f1,test_acc,test_macro_f1
cv5_expanded_cap3x_fold3_logmel_dur2_seed3407,cap3x,logmel_dur2,3,3407,logmel,True,64,20,50,8000.0,1024,320,800,32000,2.0,direct,-4.0,,,0.0,0,20,0.9666666666666668,0.9464285714285714,0.946360153256705
cv5_expanded_cap3x_fold4_logmel_dur2_seed3407,cap3x,logmel_dur2,4,3407,logmel,True,64,20,50,8000.0,1024,320,800,32000,2.0,direct,-4.0,,,0.0,0,17,0.9833147942157954,0.9583333333333334,0.9580419580419581
cv5_expanded_cap3x_fold0_logmel_specaug_seed42,cap3x,logmel_specaug,0,42,logmel,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,7,0.949944382647386,0.9583333333333334,0.9581851799175082
cv5_expanded_cap3x_fold1_logmel_specaug_seed42,cap3x,logmel_specaug,1,42,logmel,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,19,0.9326599326599327,0.8809523809523809,0.8825040962751117
cv5_expanded_cap3x_fold2_logmel_specaug_seed42,cap3x,logmel_specaug,2,42,logmel,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,11,0.9326599326599327,0.9285714285714286,0.928409090909091
cv5_expanded_cap3x_fold3_logmel_specaug_seed42,cap3x,logmel_specaug,3,42,logmel,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,27,0.9416504584606835,0.9226190476190477,0.9226080793763289
cv5_expanded_cap3x_fold4_logmel_specaug_seed42,cap3x,logmel_specaug,4,42,logmel,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,34,0.9582289055973267,0.9226190476190477,0.9223439055610866
cv5_expanded_cap3x_fold0_logmel_specaug_seed2024,cap3x,logmel_specaug,0,2024,logmel,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,14,0.9497767857142857,0.9345238095238095,0.9341086650736353
cv5_expanded_cap3x_fold1_logmel_specaug_seed2024,cap3x,logmel_specaug,1,2024,logmel,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,9,0.9415204678362573,0.9107142857142857,0.9113653942937435
cv5_expanded_cap3x_fold2_logmel_specaug_seed2024,cap3x,logmel_specaug,2,2024,logmel,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,29,0.9497767857142857,0.9345238095238095,0.9342909970132272
cv5_expanded_cap3x_fold3_logmel_specaug_seed2024,cap3x,logmel_specaug,3,2024,logmel,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,25,0.949944382647386,0.9285714285714286,0.9285714285714286
cv5_expanded_cap3x_fold4_logmel_specaug_seed2024,cap3x,logmel_specaug,4,2024,logmel,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,16,0.9498847926267282,0.9047619047619048,0.9033420888919611
cv5_expanded_cap3x_fold0_logmel_specaug_seed3407,cap3x,logmel_specaug,0,3407,logmel,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,21,0.9749930536260072,0.9464285714285714,0.9464209780297661
cv5_expanded_cap3x_fold1_logmel_specaug_seed3407,cap3x,logmel_specaug,1,3407,logmel,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,6,0.9329418204421683,0.875,0.8762553802008608
cv5_expanded_cap3x_fold2_logmel_specaug_seed3407,cap3x,logmel_specaug,2,3407,logmel,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,31,0.9580419580419581,0.9345238095238095,0.9342909970132272
cv5_expanded_cap3x_fold3_logmel_specaug_seed3407,cap3x,logmel_specaug,3,3407,logmel,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,27,0.9416504584606835,0.9166666666666666,0.9166666666666667
cv5_expanded_cap3x_fold4_logmel_specaug_seed3407,cap3x,logmel_specaug,4,3407,logmel,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,10,0.9329072890617764,0.8988095238095238,0.8980239632585965
cv5_expanded_cap3x_fold0_logmel_dur3_seed42,cap3x,logmel_dur3,0,42,logmel,True,64,20,50,8000.0,1024,320,800,32000,3.0,direct,-4.0,,,0.0,0,3,0.9833147942157954,0.8928571428571429,0.8912104295307126
cv5_expanded_cap3x_fold1_logmel_dur3_seed42,cap3x,logmel_dur3,1,42,logmel,True,64,20,50,8000.0,1024,320,800,32000,3.0,direct,-4.0,,,0.0,0,5,0.9666666666666668,0.9464285714285714,0.946360153256705
cv5_expanded_cap3x_fold2_logmel_dur3_seed42,cap3x,logmel_dur3,2,42,logmel,True,64,20,50,8000.0,1024,320,800,32000,3.0,direct,-4.0,,,0.0,0,18,0.9415204678362573,0.9642857142857143,0.9642045454545454
cv5_expanded_cap3x_fold3_logmel_dur3_seed42,cap3x,logmel_dur3,3,42,logmel,True,64,20,50,8000.0,1024,320,800,32000,3.0,direct,-4.0,,,0.0,0,21,0.9497767857142857,0.9464285714285714,0.946360153256705
cv5_expanded_cap3x_fold4_logmel_dur3_seed42,cap3x,logmel_dur3,4,42,logmel,True,64,20,50,8000.0,1024,320,800,32000,3.0,direct,-4.0,,,0.0,0,21,0.9666295884315906,0.9702380952380952,0.9702338766832035
cv5_expanded_cap3x_fold0_logmel_dur3_seed2024,cap3x,logmel_dur3,0,2024,logmel,True,64,20,50,8000.0,1024,320,800,32000,3.0,direct,-4.0,,,0.0,0,14,0.9833333333333334,0.9583333333333334,0.9582801191996595
cv5_expanded_cap3x_fold1_logmel_dur3_seed2024,cap3x,logmel_dur3,1,2024,logmel,True,64,20,50,8000.0,1024,320,800,32000,3.0,direct,-4.0,,,0.0,0,15,0.9749930536260072,0.9523809523809523,0.9523809523809523
cv5_expanded_cap3x_fold2_logmel_dur3_seed2024,cap3x,logmel_dur3,2,2024,logmel,True,64,20,50,8000.0,1024,320,800,32000,3.0,direct,-4.0,,,0.0,0,10,0.9415204678362573,0.9404761904761905,0.9404761904761905
cv5_expanded_cap3x_fold3_logmel_dur3_seed2024,cap3x,logmel_dur3,3,2024,logmel,True,64,20,50,8000.0,1024,320,800,32000,3.0,direct,-4.0,,,0.0,0,14,0.9583217560433455,0.9404761904761905,0.9404424276800907
cv5_expanded_cap3x_fold4_logmel_dur3_seed2024,cap3x,logmel_dur3,4,2024,logmel,True,64,20,50,8000.0,1024,320,800,32000,3.0,direct,-4.0,,,0.0,0,31,0.9583217560433455,0.9583333333333334,0.9583274273564847
cv5_expanded_cap3x_fold0_logmel_dur3_seed3407,cap3x,logmel_dur3,0,3407,logmel,True,64,20,50,8000.0,1024,320,800,32000,3.0,direct,-4.0,,,0.0,0,24,0.9833333333333334,0.9285714285714286,0.9279176201372997
cv5_expanded_cap3x_fold1_logmel_dur3_seed3407,cap3x,logmel_dur3,1,3407,logmel,True,64,20,50,8000.0,1024,320,800,32000,3.0,direct,-4.0,,,0.0,0,4,0.9666666666666668,0.9047619047619048,0.9042735042735042
cv5_expanded_cap3x_fold2_logmel_dur3_seed3407,cap3x,logmel_dur3,2,3407,logmel,True,64,20,50,8000.0,1024,320,800,32000,3.0,direct,-4.0,,,0.0,0,8,0.9330357142857143,0.9404761904761905,0.9401709401709402
cv5_expanded_cap3x_fold3_logmel_dur3_seed3407,cap3x,logmel_dur3,3,3407,logmel,True,64,20,50,8000.0,1024,320,800,32000,3.0,direct,-4.0,,,0.0,0,10,0.9415204678362573,0.9404761904761905,0.9401709401709402
cv5_expanded_cap3x_fold4_logmel_dur3_seed3407,cap3x,logmel_dur3,4,3407,logmel,True,64,20,50,8000.0,1024,320,800,32000,3.0,direct,-4.0,,,0.0,0,18,0.9583217560433455,0.9702380952380952,0.9702000851426138
cv5_expanded_cap3x_fold0_logmel_sg_seed42,cap3x,logmel_sg,0,42,logmel_sg,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,7,0.9666295884315906,0.9285714285714286,0.9285309132161088
cv5_expanded_cap3x_fold1_logmel_sg_seed42,cap3x,logmel_sg,1,42,logmel_sg,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,40,0.9494949494949495,0.9107142857142857,0.9109073657266428
cv5_expanded_cap3x_fold2_logmel_sg_seed42,cap3x,logmel_sg,2,42,logmel_sg,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,22,0.9415204678362573,0.9285714285714286,0.9279176201372997
cv5_expanded_cap3x_fold3_logmel_sg_seed42,cap3x,logmel_sg,3,42,logmel_sg,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,11,0.9329072890617764,0.8988095238095238,0.8987951807228916
cv5_expanded_cap3x_fold4_logmel_sg_seed42,cap3x,logmel_sg,4,42,logmel_sg,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,11,0.949944382647386,0.9107142857142857,0.9102053752535497
cv5_expanded_cap3x_fold0_logmel_sg_seed2024,cap3x,logmel_sg,0,2024,logmel_sg,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,5,0.9665178571428572,0.8869047619047619,0.8831796223100571
cv5_expanded_cap3x_fold1_logmel_sg_seed2024,cap3x,logmel_sg,1,2024,logmel_sg,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,12,0.9416504584606835,0.9107142857142857,0.9107197988797248
cv5_expanded_cap3x_fold2_logmel_sg_seed2024,cap3x,logmel_sg,2,2024,logmel_sg,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,5,0.9083078632953598,0.9285714285714286,0.928409090909091
cv5_expanded_cap3x_fold3_logmel_sg_seed2024,cap3x,logmel_sg,3,2024,logmel_sg,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,18,0.9412406223951097,0.9047619047619048,0.9047619047619047
cv5_expanded_cap3x_fold4_logmel_sg_seed2024,cap3x,logmel_sg,4,2024,logmel_sg,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,20,0.9582289055973267,0.9166666666666666,0.9148258423087544
cv5_expanded_cap3x_fold0_logmel_sg_seed3407,cap3x,logmel_sg,0,3407,logmel_sg,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,10,0.9666295884315906,0.9285714285714286,0.9275445658424382
cv5_expanded_cap3x_fold1_logmel_sg_seed3407,cap3x,logmel_sg,1,3407,logmel_sg,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,12,0.9497767857142857,0.8928571428571429,0.89339851965149
cv5_expanded_cap3x_fold2_logmel_sg_seed3407,cap3x,logmel_sg,2,3407,logmel_sg,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,18,0.9158249158249159,0.8869047619047619,0.8851837402772857
cv5_expanded_cap3x_fold3_logmel_sg_seed3407,cap3x,logmel_sg,3,3407,logmel_sg,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,8,0.9416504584606835,0.9047619047619048,0.9051040157264887
cv5_expanded_cap3x_fold4_logmel_sg_seed3407,cap3x,logmel_sg,4,3407,logmel_sg,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,13,0.949944382647386,0.9107142857142857,0.910396814108946
cv5_expanded_cap3x_fold0_logmel_pcen_seed42,cap3x,logmel_pcen,0,42,logmel_pcen,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,5,0.9415204678362573,0.8869047619047619,0.8862111223799864
cv5_expanded_cap3x_fold1_logmel_pcen_seed42,cap3x,logmel_pcen,1,42,logmel_pcen,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,9,0.9337408539409096,0.8571428571428571,0.8594868546088058
cv5_expanded_cap3x_fold2_logmel_pcen_seed42,cap3x,logmel_pcen,2,42,logmel_pcen,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,35,0.9165739710789766,0.9166666666666666,0.9166193987521271
cv5_expanded_cap3x_fold3_logmel_pcen_seed42,cap3x,logmel_pcen,3,42,logmel_pcen,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,10,0.8903481822836661,0.8988095238095238,0.8979249385517111
cv5_expanded_cap3x_fold4_logmel_pcen_seed42,cap3x,logmel_pcen,4,42,logmel_pcen,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,11,0.9412587412587412,0.8809523809523809,0.8772846380609236
cv5_expanded_cap3x_fold0_logmel_pcen_seed2024,cap3x,logmel_pcen,0,2024,logmel_pcen,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,2,0.9420539206556156,0.8869047619047619,0.8855913978494623
cv5_expanded_cap3x_fold1_logmel_pcen_seed2024,cap3x,logmel_pcen,1,2024,logmel_pcen,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,12,0.916974833076528,0.8452380952380952,0.8496864022521737
cv5_expanded_cap3x_fold2_logmel_pcen_seed2024,cap3x,logmel_pcen,2,2024,logmel_pcen,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,11,0.9083078632953598,0.9226190476190477,0.9226080793763288
cv5_expanded_cap3x_fold3_logmel_pcen_seed2024,cap3x,logmel_pcen,3,2024,logmel_pcen,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,11,0.9011183472025086,0.8928571428571429,0.8946050226765045
cv5_expanded_cap3x_fold4_logmel_pcen_seed2024,cap3x,logmel_pcen,4,2024,logmel_pcen,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,3,0.9412587412587412,0.8809523809523809,0.8789219519084048
cv5_expanded_cap3x_fold0_logmel_pcen_seed3407,cap3x,logmel_pcen,0,3407,logmel_pcen,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,12,0.9420539206556156,0.9047619047619048,0.9038901601830664
cv5_expanded_cap3x_fold1_logmel_pcen_seed3407,cap3x,logmel_pcen,1,3407,logmel_pcen,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,9,0.9253619943275116,0.9107142857142857,0.9123178650617675
cv5_expanded_cap3x_fold2_logmel_pcen_seed3407,cap3x,logmel_pcen,2,3407,logmel_pcen,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,14,0.9162946428571428,0.8928571428571429,0.89339851965149
cv5_expanded_cap3x_fold3_logmel_pcen_seed3407,cap3x,logmel_pcen,3,3407,logmel_pcen,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,6,0.8741455959988886,0.8928571428571429,0.8929383116883116
cv5_expanded_cap3x_fold4_logmel_pcen_seed3407,cap3x,logmel_pcen,4,3407,logmel_pcen,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,10,0.9333333333333333,0.9047619047619048,0.902493602852768
cv5_expanded_cap3x_fold0_logmel_dual_seed42,cap3x,logmel_dual,0,42,logmel_dual,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,5,0.9582289055973267,0.9107142857142857,0.9102053752535497
cv5_expanded_cap3x_fold1_logmel_dual_seed42,cap3x,logmel_dual,1,42,logmel_dual,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,12,0.949944382647386,0.9285714285714286,0.9285613040396882
cv5_expanded_cap3x_fold2_logmel_dual_seed42,cap3x,logmel_dual,2,42,logmel_dual,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,15,0.9332591768631813,0.9345238095238095,0.9345145287030475
cv5_expanded_cap3x_fold3_logmel_dual_seed42,cap3x,logmel_dual,3,42,logmel_dual,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,9,0.9244755244755245,0.9226190476190477,0.9223439055610866
cv5_expanded_cap3x_fold4_logmel_dual_seed42,cap3x,logmel_dual,4,42,logmel_dual,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,17,0.9580419580419581,0.8928571428571429,0.889795918367347
cv5_expanded_cap3x_fold0_logmel_dual_seed2024,cap3x,logmel_dual,0,2024,logmel_dual,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,12,0.9497767857142857,0.9166666666666666,0.9153042330310147
cv5_expanded_cap3x_fold1_logmel_dual_seed2024,cap3x,logmel_dual,1,2024,logmel_dual,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,15,0.9494949494949495,0.9226190476190477,0.9233780267278261
cv5_expanded_cap3x_fold2_logmel_dual_seed2024,cap3x,logmel_dual,2,2024,logmel_dual,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,16,0.9337408539409096,0.9345238095238095,0.9346709228640351
cv5_expanded_cap3x_fold3_logmel_dual_seed2024,cap3x,logmel_dual,3,2024,logmel_dual,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,8,0.9159300484351713,0.9166666666666666,0.9159525016903314
cv5_expanded_cap3x_fold4_logmel_dual_seed2024,cap3x,logmel_dual,4,2024,logmel_dual,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,15,0.9412587412587412,0.9047619047619048,0.9042735042735042
cv5_expanded_cap3x_fold0_logmel_dual_seed3407,cap3x,logmel_dual,0,3407,logmel_dual,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,13,0.949944382647386,0.9166666666666666,0.9162376923206837
cv5_expanded_cap3x_fold1_logmel_dual_seed3407,cap3x,logmel_dual,1,3407,logmel_dual,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,11,0.95,0.9166666666666666,0.9170859910229152
cv5_expanded_cap3x_fold2_logmel_dual_seed3407,cap3x,logmel_dual,2,3407,logmel_dual,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,10,0.924812030075188,0.9285714285714286,0.9287933905512715
cv5_expanded_cap3x_fold3_logmel_dual_seed3407,cap3x,logmel_dual,3,3407,logmel_dual,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,14,0.9249791608780217,0.9107142857142857,0.9107016300496101
cv5_expanded_cap3x_fold4_logmel_dual_seed3407,cap3x,logmel_dual,4,3407,logmel_dual,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,18,0.9582289055973267,0.9107142857142857,0.910396814108946
cv5_expanded_cap3x_fold0_mctafd_no_se_gated_seed42,cap3x,mctafd_no_se_gated,0,42,mctafd,False,64,20,50,8000.0,1024,320,800,32000,1.0,gated,-4.0,0.018092039972543716,0.018362971022725105,0.0,0,5,0.9582289055973267,0.9166666666666666,0.9149305555555555
cv5_expanded_cap3x_fold1_mctafd_no_se_gated_seed42,cap3x,mctafd_no_se_gated,1,42,mctafd,False,64,20,50,8000.0,1024,320,800,32000,1.0,gated,-4.0,0.018119365442544222,0.018728768453001976,0.0,0,17,0.9412587412587412,0.9166666666666666,0.9166193987521271
cv5_expanded_cap3x_fold2_mctafd_no_se_gated_seed42,cap3x,mctafd_no_se_gated,2,42,mctafd,False,64,20,50,8000.0,1024,320,800,32000,1.0,gated,-4.0,0.01826460985466838,0.018790632486343384,0.0,0,14,0.9416504584606835,0.9523809523809523,0.9522727272727273
cv5_expanded_cap3x_fold3_mctafd_no_se_gated_seed42,cap3x,mctafd_no_se_gated,3,42,mctafd,False,64,20,50,8000.0,1024,320,800,32000,1.0,gated,-4.0,0.01804405450820923,0.01867021434009075,0.0,0,5,0.9333333333333333,0.9226190476190477,0.9223439055610866
cv5_expanded_cap3x_fold4_mctafd_no_se_gated_seed42,cap3x,mctafd_no_se_gated,4,42,mctafd,False,64,20,50,8000.0,1024,320,800,32000,1.0,gated,-4.0,0.018348186276853085,0.018700741231441498,0.0,0,14,0.9666295884315906,0.9226190476190477,0.9217204301075269
cv5_expanded_cap3x_fold0_mctafd_no_se_gated_seed2024,cap3x,mctafd_no_se_gated,0,2024,mctafd,False,64,20,50,8000.0,1024,320,800,32000,1.0,gated,-4.0,0.018289971631020308,0.01865125261247158,0.0,0,11,0.9582289055973267,0.9404761904761905,0.9404424276800907
cv5_expanded_cap3x_fold1_mctafd_no_se_gated_seed2024,cap3x,mctafd_no_se_gated,1,2024,mctafd,False,64,20,50,8000.0,1024,320,800,32000,1.0,gated,-4.0,0.018154433462768793,0.018929868936538696,0.0,0,9,0.9416504584606835,0.9285714285714286,0.9285309132161088
cv5_expanded_cap3x_fold2_mctafd_no_se_gated_seed2024,cap3x,mctafd_no_se_gated,2,2024,mctafd,False,64,20,50,8000.0,1024,320,800,32000,1.0,gated,-4.0,0.01827654242515564,0.01861592009663582,0.0,0,11,0.9330357142857143,0.9166666666666666,0.915903890160183
cv5_expanded_cap3x_fold3_mctafd_no_se_gated_seed2024,cap3x,mctafd_no_se_gated,3,2024,mctafd,False,64,20,50,8000.0,1024,320,800,32000,1.0,gated,-4.0,0.018523719627410173,0.019343946129083633,0.0,0,21,0.9415204678362573,0.9107142857142857,0.9102114339711789
cv5_expanded_cap3x_fold4_mctafd_no_se_gated_seed2024,cap3x,mctafd_no_se_gated,4,2024,mctafd,False,64,20,50,8000.0,1024,320,800,32000,1.0,gated,-4.0,0.018289603758603334,0.01879429817199707,0.0,0,21,0.9582289055973267,0.9166666666666666,0.9154686601495112
cv5_expanded_cap3x_fold0_mctafd_no_se_gated_seed3407,cap3x,mctafd_no_se_gated,0,3407,mctafd,False,64,20,50,8000.0,1024,320,800,32000,1.0,gated,-4.0,0.018222270533442497,0.019223786890506744,0.0,0,3,0.9582289055973267,0.9166666666666666,0.9154686601495112
cv5_expanded_cap3x_fold1_mctafd_no_se_gated_seed3407,cap3x,mctafd_no_se_gated,1,3407,mctafd,False,64,20,50,8000.0,1024,320,800,32000,1.0,gated,-4.0,0.01827765442430973,0.0196271650493145,0.0,0,8,0.9412587412587412,0.9226190476190477,0.9226080793763289
cv5_expanded_cap3x_fold2_mctafd_no_se_gated_seed3407,cap3x,mctafd_no_se_gated,2,3407,mctafd,False,64,20,50,8000.0,1024,320,800,32000,1.0,gated,-4.0,0.018297061324119568,0.019518928602337837,0.0,0,11,0.9497767857142857,0.9285714285714286,0.9282051282051282
cv5_expanded_cap3x_fold3_mctafd_no_se_gated_seed3407,cap3x,mctafd_no_se_gated,3,3407,mctafd,False,64,20,50,8000.0,1024,320,800,32000,1.0,gated,-4.0,0.018688440322875977,0.020332420244812965,0.0,0,19,0.9416504584606835,0.9166666666666666,0.9164772727272728
cv5_expanded_cap3x_fold4_mctafd_no_se_gated_seed3407,cap3x,mctafd_no_se_gated,4,3407,mctafd,False,64,20,50,8000.0,1024,320,800,32000,1.0,gated,-4.0,0.018622777424752712,0.020012399181723595,0.0,0,21,0.9580419580419581,0.8928571428571429,0.890625
cv5_expanded_cap3x_fold0_logmel_specaug_light_seed42,cap3x,logmel_specaug_light,0,42,logmel,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,8,0.9582289055973267,0.9345238095238095,0.9340659340659341
cv5_expanded_cap3x_fold1_logmel_specaug_light_seed42,cap3x,logmel_specaug_light,1,42,logmel,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,19,0.9416504584606835,0.9166666666666666,0.9174904788914999
cv5_expanded_cap3x_fold2_logmel_specaug_light_seed42,cap3x,logmel_specaug_light,2,42,logmel,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,12,0.9497767857142857,0.9285714285714286,0.9285309132161088
cv5_expanded_cap3x_fold3_logmel_specaug_light_seed42,cap3x,logmel_specaug_light,3,42,logmel,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,18,0.9333333333333333,0.9107142857142857,0.9106002554278416
cv5_expanded_cap3x_fold4_logmel_specaug_light_seed42,cap3x,logmel_specaug_light,4,42,logmel,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,14,0.9497767857142857,0.9166666666666666,0.9162393162393162
cv5_expanded_cap3x_fold0_logmel_specaug_light_seed2024,cap3x,logmel_specaug_light,0,2024,logmel,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,5,0.9582289055973267,0.8809523809523809,0.8771978356560015
cv5_expanded_cap3x_fold1_logmel_specaug_light_seed2024,cap3x,logmel_specaug_light,1,2024,logmel,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,6,0.9329418204421683,0.9107142857142857,0.9110892887955097
cv5_expanded_cap3x_fold2_logmel_specaug_light_seed2024,cap3x,logmel_specaug_light,2,2024,logmel,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,16,0.9494949494949495,0.9345238095238095,0.9342909970132272
cv5_expanded_cap3x_fold3_logmel_specaug_light_seed2024,cap3x,logmel_specaug_light,3,2024,logmel,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,9,0.9249791608780217,0.9166666666666666,0.9164772727272728
cv5_expanded_cap3x_fold4_logmel_specaug_light_seed2024,cap3x,logmel_specaug_light,4,2024,logmel,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,20,0.9497767857142857,0.9047619047619048,0.9038901601830664
cv5_expanded_cap3x_fold0_logmel_specaug_light_seed3407,cap3x,logmel_specaug_light,0,3407,logmel,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,19,0.9666295884315906,0.9404761904761905,0.9404424276800907
cv5_expanded_cap3x_fold1_logmel_specaug_light_seed3407,cap3x,logmel_specaug_light,1,3407,logmel,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,15,0.9413510457885811,0.8928571428571429,0.8939578100099937
cv5_expanded_cap3x_fold2_logmel_specaug_light_seed3407,cap3x,logmel_specaug_light,2,3407,logmel,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,11,0.9497767857142857,0.9285714285714286,0.9273653590991052
cv5_expanded_cap3x_fold3_logmel_specaug_light_seed3407,cap3x,logmel_specaug_light,3,3407,logmel,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,24,0.9416504584606835,0.9166666666666666,0.9164772727272728
cv5_expanded_cap3x_fold4_logmel_specaug_light_seed3407,cap3x,logmel_specaug_light,4,3407,logmel,True,64,20,50,8000.0,1024,320,800,32000,1.0,direct,-4.0,,,0.0,0,26,0.9497767857142857,0.9166666666666666,0.9149305555555555
