model,n_runs,macro_f1_from_cm,feeding_f1,stress_f1,feeding_recall,stress_recall,feeding_to_stress,stress_to_feeding
logmel_dur2,25,0.9474149717536814,0.8948631781084974,0.8962264150943396,0.8876190476190476,0.9047619047619048,118,100
logmel_dur2_hier_w05,25,0.9511879857815875,0.9016786570743407,0.9030732860520094,0.8952380952380953,0.9095238095238095,110,95
