method,n,mean_macro_f1,std_macro_f1,min_macro_f1,max_macro_f1,mean_top1_acc,std_top1_acc,mean_top2_acc,mean_ece,mean_brier,mean_nll
raw_softmax,25,0.9510496732091448,0.012393313898909944,0.9217204301075269,0.9761769710720363,0.9511904761904763,0.012271147695290655,1.0,0.03049678815262659,0.07543383330106736,0.12603581696748734
calibrated_softmax,25,0.9510496732091448,0.012393313898909944,0.9217204301075269,0.9761769710720363,0.9511904761904763,0.012271147695290655,1.0,0.02733646465199334,0.07512072056531906,0.1255649957060814
prototype,25,0.9518524131585562,0.013104186087769795,0.9226080793763289,0.9761769710720363,0.9519047619047619,0.013077188137527045,1.0,0.026172644481772468,0.0706415519118309,0.11705600887537003
hierarchical,25,0.9539862142299651,0.012003773477142526,0.9342909970132272,0.9761769710720363,0.954047619047619,0.011969072326869586,1.0,0.030626168761934545,0.07245156958699227,0.1273344537615776
fused,25,0.9534860063174339,0.010342543741247202,0.9342909970132272,0.9702338766832035,0.9535714285714286,0.01030982623552904,1.0,0.026629288281713213,0.07242292270064354,0.12115052968263626
