comparison,n,baseline_mean,pretrain_freeze_mean,mean_delta,std_delta,ci95_low,ci95_high,wilcoxon_p
freeze5_lr1e4_pretrain_minus_baseline,30,0.9177032995794677,0.9155452512838853,-0.0021580482955824007,0.028004531233107068,-0.012344808518166933,0.007660812398329175,0.9616736327232855
