experiment,feature_mode,use_se,seed,n_mels,n_mfcc,fmin,fmax,n_fft,hop_length,win_length,sr,dur_s,boundary_loss_weight,boundary_warmup_epochs,fusion_type,aux_gate_init,best_epoch,best_val_macro_f1,test_acc,test_macro_f1
cv5_boundary_fold2_logmel_w02_seed42,logmel,True,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,29,0.9497767857142857,0.9285714285714286,0.927949628127113
cv5_boundary_fold2_logmel_w05_seed2024,logmel,True,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,29,0.949944382647386,0.9285714285714286,0.927949628127113
cv5_boundary_fold2_logmel_w05_seed2024,logmel,True,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,29,0.949944382647386,0.9285714285714286,0.927949628127113
cv5_boundary_fold2_logmel_w05_seed2024,logmel,True,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,0.5,5.0,,,29,0.949944382647386,0.9285714285714286,0.927949628127113
cv5_boundary_fold2_logmel_w05_seed3407,logmel,True,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,16,0.9333333333333333,0.9345238095238095,0.9340384388036006
cv5_boundary_fold2_logmel_w05_seed3407,logmel,True,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,0.5,5.0,,,16,0.9333333333333333,0.9345238095238095,0.9340384388036006
cv5_boundary_fold2_logmel_w05_seed3407,logmel,True,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,16,0.9333333333333333,0.9345238095238095,0.9340384388036006
cv5_boundary_fold2_logmel_w05_seed42,logmel,True,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,0.5,5.0,,,6,0.9249791608780217,0.9404761904761905,0.9404424276800907
cv5_boundary_fold2_logmel_w05_seed42,logmel,True,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,6,0.9249791608780217,0.9404761904761905,0.9404424276800907
cv5_boundary_fold2_logmel_w05_seed42,logmel,True,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,6,0.9249791608780217,0.9404761904761905,0.9404424276800907
cv5_boundary_fold2_logmel_w10_seed2024,logmel,True,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,10,0.9412587412587412,0.9166666666666666,0.9159525016903314
cv5_boundary_fold2_logmel_w10_seed2024,logmel,True,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,10,0.9412587412587412,0.9166666666666666,0.9159525016903314
cv5_boundary_fold2_logmel_w10_seed2024,logmel,True,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,1.0,5.0,,,10,0.9412587412587412,0.9166666666666666,0.9159525016903314
cv5_boundary_fold2_logmel_w10_seed3407,logmel,True,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,29,0.949944382647386,0.9285714285714286,0.927949628127113
cv5_boundary_fold2_logmel_w10_seed3407,logmel,True,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,1.0,5.0,,,29,0.949944382647386,0.9285714285714286,0.927949628127113
cv5_boundary_fold2_logmel_w10_seed3407,logmel,True,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,29,0.949944382647386,0.9285714285714286,0.927949628127113
cv5_boundary_fold2_logmel_w10_seed42,logmel,True,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,24,0.9497767857142857,0.9226190476190477,0.922077922077922
cv5_boundary_fold2_logmel_w10_seed42,logmel,True,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,24,0.9497767857142857,0.9226190476190477,0.922077922077922
cv5_boundary_fold2_logmel_w10_seed42,logmel,True,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,1.0,5.0,,,24,0.9497767857142857,0.9226190476190477,0.922077922077922
cv5_boundary_fold2_mctafd_no_se_w02_seed2024,mctafd,False,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,23,0.9582289055973265,0.9166666666666666,0.9162393162393163
cv5_boundary_fold2_mctafd_no_se_w02_seed2024,mctafd,False,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,0.2,5.0,direct,-4.0,23,0.9582289055973265,0.9166666666666666,0.9162393162393163
cv5_boundary_fold2_mctafd_no_se_w02_seed2024,mctafd,False,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,23,0.9582289055973265,0.9166666666666666,0.9162393162393163
cv5_boundary_fold2_mctafd_no_se_w02_seed3407,mctafd,False,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,31,0.9583217560433455,0.9345238095238095,0.9345145287030475
cv5_boundary_fold2_mctafd_no_se_w02_seed3407,mctafd,False,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,31,0.9583217560433455,0.9345238095238095,0.9345145287030475
cv5_boundary_fold2_mctafd_no_se_w02_seed3407,mctafd,False,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,0.2,5.0,direct,-4.0,31,0.9583217560433455,0.9345238095238095,0.9345145287030475
cv5_boundary_fold2_mctafd_no_se_w02_seed42,mctafd,False,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,0.2,5.0,direct,-4.0,30,0.9583217560433455,0.9285714285714286,0.9285309132161088
cv5_boundary_fold2_mctafd_no_se_w02_seed42,mctafd,False,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,30,0.9583217560433455,0.9285714285714286,0.9285309132161088
cv5_boundary_fold2_mctafd_no_se_w02_seed42,mctafd,False,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,30,0.9583217560433455,0.9285714285714286,0.9285309132161088
cv5_boundary_fold2_mctafd_no_se_w05_seed2024,mctafd,False,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,19,0.9497767857142857,0.9226190476190477,0.9225202213707961
cv5_boundary_fold2_mctafd_no_se_w05_seed2024,mctafd,False,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,19,0.9497767857142857,0.9226190476190477,0.9225202213707961
cv5_boundary_fold2_mctafd_no_se_w05_seed2024,mctafd,False,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,0.5,5.0,,,19,0.9497767857142857,0.9226190476190477,0.9225202213707961
cv5_boundary_fold2_mctafd_no_se_w05_seed3407,mctafd,False,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,0.5,5.0,,,32,0.9583217560433455,0.9404761904761905,0.9404761904761905
cv5_boundary_fold2_mctafd_no_se_w05_seed3407,mctafd,False,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,32,0.9583217560433455,0.9404761904761905,0.9404761904761905
cv5_boundary_fold2_mctafd_no_se_w05_seed3407,mctafd,False,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,32,0.9583217560433455,0.9404761904761905,0.9404761904761905
cv5_boundary_fold2_mctafd_no_se_w05_seed42,mctafd,False,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,0.5,5.0,,,23,0.95,0.9523809523809523,0.9522727272727273
cv5_boundary_fold2_mctafd_no_se_w05_seed42,mctafd,False,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,23,0.95,0.9523809523809523,0.9522727272727273
cv5_boundary_fold2_mctafd_no_se_w05_seed42,mctafd,False,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,23,0.95,0.9523809523809523,0.9522727272727273
cv5_boundary_fold2_mctafd_no_se_w10_seed2024,mctafd,False,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,16,0.949944382647386,0.9226190476190477,0.9225202213707961
cv5_boundary_fold2_mctafd_no_se_w10_seed2024,mctafd,False,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,1.0,5.0,,,16,0.949944382647386,0.9226190476190477,0.9225202213707961
cv5_boundary_fold2_mctafd_no_se_w10_seed2024,mctafd,False,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,16,0.949944382647386,0.9226190476190477,0.9225202213707961
cv5_boundary_fold2_mctafd_no_se_w10_seed3407,mctafd,False,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,13,0.9415204678362573,0.9226190476190477,0.9225153779675664
cv5_boundary_fold2_mctafd_no_se_w10_seed3407,mctafd,False,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,1.0,5.0,,,13,0.9415204678362573,0.9226190476190477,0.9225153779675664
cv5_boundary_fold2_mctafd_no_se_w10_seed3407,mctafd,False,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,13,0.9415204678362573,0.9226190476190477,0.9225153779675664
cv5_boundary_fold2_mctafd_no_se_w10_seed42,mctafd,False,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,14,0.9416504584606835,0.9464285714285714,0.9464209780297661
cv5_boundary_fold2_mctafd_no_se_w10_seed42,mctafd,False,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,1.0,5.0,,,14,0.9416504584606835,0.9464285714285714,0.9464209780297661
cv5_boundary_fold2_mctafd_no_se_w10_seed42,mctafd,False,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,14,0.9416504584606835,0.9464285714285714,0.9464209780297661
cv5_boundary_fold3_logmel_w02_seed2024,logmel,True,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,15,0.9416504584606835,0.9166666666666666,0.9162393162393163
cv5_boundary_fold3_logmel_w02_seed2024,logmel,True,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,15,0.9416504584606835,0.9166666666666666,0.9162393162393163
cv5_boundary_fold3_logmel_w02_seed2024,logmel,True,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,0.2,5.0,direct,-4.0,15,0.9416504584606835,0.9166666666666666,0.9162393162393163
cv5_boundary_fold3_logmel_w02_seed3407,logmel,True,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,15,0.949944382647386,0.9285714285714286,0.9285309132161088
cv5_boundary_fold3_logmel_w02_seed3407,logmel,True,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,0.2,5.0,direct,-4.0,15,0.949944382647386,0.9285714285714286,0.9285309132161088
cv5_boundary_fold3_logmel_w02_seed3407,logmel,True,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,15,0.949944382647386,0.9285714285714286,0.9285309132161088
cv5_boundary_fold3_logmel_w02_seed42,logmel,True,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,16,0.9412587412587412,0.9226190476190477,0.9225202213707961
cv5_boundary_fold3_logmel_w02_seed42,logmel,True,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,0.2,5.0,direct,-4.0,16,0.9412587412587412,0.9226190476190477,0.9225202213707961
cv5_boundary_fold3_logmel_w02_seed42,logmel,True,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,16,0.9412587412587412,0.9226190476190477,0.9225202213707961
cv5_boundary_fold3_logmel_w05_seed2024,logmel,True,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,8,0.9416504584606835,0.9226190476190477,0.922077922077922
cv5_boundary_fold3_logmel_w05_seed2024,logmel,True,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,0.5,5.0,,,8,0.9416504584606835,0.9226190476190477,0.922077922077922
cv5_boundary_fold3_logmel_w05_seed2024,logmel,True,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,8,0.9416504584606835,0.9226190476190477,0.922077922077922
cv5_boundary_fold3_logmel_w05_seed3407,logmel,True,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,22,0.9249791608780217,0.8988095238095238,0.8992351428184648
cv5_boundary_fold3_logmel_w05_seed3407,logmel,True,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,22,0.9249791608780217,0.8988095238095238,0.8992351428184648
cv5_boundary_fold3_logmel_w05_seed3407,logmel,True,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,0.5,5.0,,,22,0.9249791608780217,0.8988095238095238,0.8992351428184648
cv5_boundary_fold3_logmel_w05_seed42,logmel,True,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,11,0.924812030075188,0.8928571428571429,0.890625
cv5_boundary_fold3_logmel_w05_seed42,logmel,True,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,11,0.924812030075188,0.8928571428571429,0.890625
cv5_boundary_fold3_logmel_w05_seed42,logmel,True,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,0.5,5.0,,,11,0.924812030075188,0.8928571428571429,0.890625
cv5_boundary_fold3_logmel_w10_seed2024,logmel,True,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,15,0.9249791608780217,0.9166666666666666,0.9166193987521271
cv5_boundary_fold3_logmel_w10_seed2024,logmel,True,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,1.0,5.0,,,15,0.9249791608780217,0.9166666666666666,0.9166193987521271
cv5_boundary_fold3_logmel_w10_seed2024,logmel,True,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,15,0.9249791608780217,0.9166666666666666,0.9166193987521271
cv5_boundary_fold3_logmel_w10_seed3407,logmel,True,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,1.0,5.0,,,22,0.9326599326599327,0.9107142857142857,0.9107016300496102
cv5_boundary_fold3_logmel_w10_seed3407,logmel,True,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,22,0.9326599326599327,0.9107142857142857,0.9107016300496102
cv5_boundary_fold3_logmel_w10_seed3407,logmel,True,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,22,0.9326599326599327,0.9107142857142857,0.9107016300496102
cv5_boundary_fold3_logmel_w10_seed42,logmel,True,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,4,0.9245336348219333,0.9226190476190477,0.9226080793763289
cv5_boundary_fold3_logmel_w10_seed42,logmel,True,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,1.0,5.0,,,4,0.9245336348219333,0.9226190476190477,0.9226080793763289
cv5_boundary_fold3_logmel_w10_seed42,logmel,True,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,4,0.9245336348219333,0.9226190476190477,0.9226080793763289
cv5_boundary_fold3_mctafd_no_se_w02_seed2024,mctafd,False,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,32,0.9408617290903971,0.8928571428571429,0.8923076923076922
cv5_boundary_fold3_mctafd_no_se_w02_seed2024,mctafd,False,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,0.2,5.0,direct,-4.0,32,0.9408617290903971,0.8928571428571429,0.8923076923076922
cv5_boundary_fold3_mctafd_no_se_w02_seed2024,mctafd,False,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,32,0.9408617290903971,0.8928571428571429,0.8923076923076922
cv5_boundary_fold3_mctafd_no_se_w02_seed3407,mctafd,False,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,15,0.9494949494949495,0.9047619047619048,0.9042735042735042
cv5_boundary_fold3_mctafd_no_se_w02_seed3407,mctafd,False,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,15,0.9494949494949495,0.9047619047619048,0.9042735042735042
cv5_boundary_fold3_mctafd_no_se_w02_seed3407,mctafd,False,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,0.2,5.0,direct,-4.0,15,0.9494949494949495,0.9047619047619048,0.9042735042735042
cv5_boundary_fold3_mctafd_no_se_w02_seed42,mctafd,False,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,17,0.9503081664098614,0.8988095238095238,0.8990026038218808
cv5_boundary_fold3_mctafd_no_se_w02_seed42,mctafd,False,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,17,0.9503081664098614,0.8988095238095238,0.8990026038218808
cv5_boundary_fold3_mctafd_no_se_w02_seed42,mctafd,False,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,0.2,5.0,direct,-4.0,17,0.9503081664098614,0.8988095238095238,0.8990026038218808
cv5_boundary_fold3_mctafd_no_se_w05_seed2024,mctafd,False,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,0.5,5.0,,,28,0.9412587412587412,0.8988095238095238,0.898101898101898
cv5_boundary_fold3_mctafd_no_se_w05_seed2024,mctafd,False,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,28,0.9412587412587412,0.8988095238095238,0.898101898101898
cv5_boundary_fold3_mctafd_no_se_w05_seed2024,mctafd,False,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,28,0.9412587412587412,0.8988095238095238,0.898101898101898
cv5_boundary_fold3_mctafd_no_se_w05_seed3407,mctafd,False,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,17,0.9416504584606835,0.9226190476190477,0.9225202213707961
cv5_boundary_fold3_mctafd_no_se_w05_seed3407,mctafd,False,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,17,0.9416504584606835,0.9226190476190477,0.9225202213707961
cv5_boundary_fold3_mctafd_no_se_w05_seed3407,mctafd,False,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,0.5,5.0,,,17,0.9416504584606835,0.9226190476190477,0.9225202213707961
cv5_boundary_fold3_mctafd_no_se_w05_seed42,mctafd,False,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,25,0.9580419580419581,0.9047619047619048,0.9039130803836686
cv5_boundary_fold3_mctafd_no_se_w05_seed42,mctafd,False,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,25,0.9580419580419581,0.9047619047619048,0.9039130803836686
cv5_boundary_fold3_mctafd_no_se_w05_seed42,mctafd,False,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,0.5,5.0,,,25,0.9580419580419581,0.9047619047619048,0.9039130803836686
cv5_boundary_fold3_mctafd_no_se_w10_seed2024,mctafd,False,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,20,0.9412587412587412,0.9047619047619048,0.9038901601830664
cv5_boundary_fold3_mctafd_no_se_w10_seed2024,mctafd,False,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,20,0.9412587412587412,0.9047619047619048,0.9038901601830664
cv5_boundary_fold3_mctafd_no_se_w10_seed2024,mctafd,False,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,1.0,5.0,,,20,0.9412587412587412,0.9047619047619048,0.9038901601830664
cv5_boundary_fold3_mctafd_no_se_w10_seed3407,mctafd,False,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,13,0.9408617290903971,0.9107142857142857,0.9111031203465547
cv5_boundary_fold3_mctafd_no_se_w10_seed3407,mctafd,False,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,1.0,5.0,,,13,0.9408617290903971,0.9107142857142857,0.9111031203465547
cv5_boundary_fold3_mctafd_no_se_w10_seed3407,mctafd,False,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,13,0.9408617290903971,0.9107142857142857,0.9111031203465547
cv5_boundary_fold3_mctafd_no_se_w10_seed42,mctafd,False,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,11,0.949778266395762,0.9107142857142857,0.9102582496413198
cv5_boundary_fold3_mctafd_no_se_w10_seed42,mctafd,False,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,1.0,5.0,,,11,0.949778266395762,0.9107142857142857,0.9102582496413198
cv5_boundary_fold3_mctafd_no_se_w10_seed42,mctafd,False,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,11,0.949778266395762,0.9107142857142857,0.9102582496413198
cv5_boundary_fold4_logmel_w02_seed2024,logmel,True,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,5,0.9326599326599327,0.8988095238095238,0.89985333373933
cv5_boundary_fold4_logmel_w02_seed2024,logmel,True,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,0.2,5.0,direct,-4.0,5,0.9326599326599327,0.8988095238095238,0.89985333373933
cv5_boundary_fold4_logmel_w02_seed2024,logmel,True,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,5,0.9326599326599327,0.8988095238095238,0.89985333373933
cv5_boundary_fold4_logmel_w02_seed3407,logmel,True,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,23,0.9582289055973267,0.9047619047619048,0.9038901601830664
cv5_boundary_fold4_logmel_w02_seed3407,logmel,True,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,23,0.9582289055973267,0.9047619047619048,0.9038901601830664
cv5_boundary_fold4_logmel_w02_seed3407,logmel,True,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,0.2,5.0,direct,-4.0,23,0.9582289055973267,0.9047619047619048,0.9038901601830664
cv5_boundary_fold4_logmel_w02_seed42,logmel,True,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,22,0.9416504584606835,0.9404761904761905,0.9404424276800907
cv5_boundary_fold4_logmel_w02_seed42,logmel,True,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,22,0.9416504584606835,0.9404761904761905,0.9404424276800907
cv5_boundary_fold4_logmel_w02_seed42,logmel,True,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,0.2,5.0,direct,-4.0,22,0.9416504584606835,0.9404761904761905,0.9404424276800907
cv5_boundary_fold4_logmel_w05_seed2024,logmel,True,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,23,0.95,0.9166666666666666,0.916235530356721
cv5_boundary_fold4_logmel_w05_seed2024,logmel,True,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,23,0.95,0.9166666666666666,0.916235530356721
cv5_boundary_fold4_logmel_w05_seed2024,logmel,True,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,0.5,5.0,,,23,0.95,0.9166666666666666,0.916235530356721
cv5_boundary_fold4_logmel_w05_seed3407,logmel,True,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,18,0.9497767857142857,0.9107142857142857,0.9096774193548387
cv5_boundary_fold4_logmel_w05_seed3407,logmel,True,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,18,0.9497767857142857,0.9107142857142857,0.9096774193548387
cv5_boundary_fold4_logmel_w05_seed3407,logmel,True,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,0.5,5.0,,,18,0.9497767857142857,0.9107142857142857,0.9096774193548387
cv5_boundary_fold4_logmel_w05_seed42,logmel,True,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,13,0.9666295884315906,0.9226190476190477,0.9220779220779222
cv5_boundary_fold4_logmel_w05_seed42,logmel,True,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,13,0.9666295884315906,0.9226190476190477,0.9220779220779222
cv5_boundary_fold4_logmel_w05_seed42,logmel,True,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,0.5,5.0,,,13,0.9666295884315906,0.9226190476190477,0.9220779220779222
cv5_boundary_fold4_logmel_w10_seed2024,logmel,True,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,1.0,5.0,,,20,0.9413510457885811,0.9345238095238095,0.9344401873137504
cv5_boundary_fold4_logmel_w10_seed2024,logmel,True,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,20,0.9413510457885811,0.9345238095238095,0.9344401873137504
cv5_boundary_fold4_logmel_w10_seed2024,logmel,True,2024,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,20,0.9413510457885811,0.9345238095238095,0.9344401873137504
cv5_boundary_fold4_logmel_w10_seed3407,logmel,True,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,14,0.9414304333659173,0.9047619047619048,0.9035805626598465
cv5_boundary_fold4_logmel_w10_seed3407,logmel,True,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,14,0.9414304333659173,0.9047619047619048,0.9035805626598465
cv5_boundary_fold4_logmel_w10_seed3407,logmel,True,3407,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,1.0,5.0,,,14,0.9414304333659173,0.9047619047619048,0.9035805626598465
cv5_boundary_fold4_logmel_w10_seed42,logmel,True,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,21,0.9495477671000565,0.9166666666666666,0.9166193987521271
cv5_boundary_fold4_logmel_w10_seed42,logmel,True,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,,,,,21,0.9495477671000565,0.9166666666666666,0.9166193987521271
cv5_boundary_fold4_logmel_w10_seed42,logmel,True,42,64.0,20.0,50.0,8000.0,1024.0,320.0,800.0,32000.0,1.0,1.0,5.0,,,21,0.9495477671000565,0.9166666666666666,0.9166193987521271
