comparison,n,dur2_mean,hier_mean,mean_delta,std_delta,ci95_low,ci95_high,wilcoxon_p
logmel_dur2_hier_w05_minus_logmel_dur2,25,0.9472373583266809,0.9510496732091448,0.0038123148824640517,0.012940365086276233,-0.0013204227591915722,0.008726684136810842,0.17024139590961385
