noise_environment,snr_db,comparison,n_folds,fold_level_mean_delta,fold_level_std_delta,fold_cluster_bootstrap_ci95_low,fold_cluster_bootstrap_ci95_high,fold_level_wins,fold_level_ties,fold_level_losses,wilcoxon_on_5_fold_means_low_power
ALL_NOISY,GROUP,prototype - raw_softmax,5,0.008721048107684985,0.013271067344260454,0.0009930279555676307,0.020538112036467663,4,0,1,0.125
ALL_NOISY,GROUP,hierarchical - raw_softmax,5,0.004816035766687506,0.01209684638451202,-0.0027900102278475944,0.015335297236307147,3,0,2,0.625
ALL_NOISY,GROUP,hierarchical - prototype,5,-0.0039050123409974783,0.0021298544695951362,-0.005538088209572075,-0.0022719364724228825,0,0,5,0.0625
MODERATE_NOISE,GROUP,prototype - raw_softmax,5,0.008634905319422593,0.009763810101315976,0.00308050438038674,0.0174459372301636,5,0,0,0.0625
MODERATE_NOISE,GROUP,hierarchical - raw_softmax,5,0.007114920137676575,0.01089231770385275,0.000896364686259421,0.016743663874837923,4,0,1,0.125
MODERATE_NOISE,GROUP,hierarchical - prototype,5,-0.0015199851817460162,0.0013968239339234513,-0.0026789467575347057,-0.00042158077190469865,1,0,4,0.125
EXTREME_STRESS,GROUP,prototype - raw_softmax,5,0.008893333684209838,0.020502891027989495,-0.0038694949872178997,0.026527601431481897,3,0,2,0.625
EXTREME_STRESS,GROUP,hierarchical - raw_softmax,5,0.0002182670247094322,0.014987772757659884,-0.010773273996950961,0.012935238378435576,2,0,3,0.8125
EXTREME_STRESS,GROUP,hierarchical - prototype,5,-0.008675066659500404,0.007272937446178339,-0.014968525621042495,-0.003426382243407833,0,0,5,0.0625
