model,n,mean_macro_f1,std_macro_f1,min_macro_f1,max_macro_f1
duration_tree,5,0.7430979156003923,0.015771244882645388,0.7300334041907076,0.7669884235614574
duration_logreg,5,0.6312307787527676,0.025684129724508384,0.5882731695241521,0.6564698207397323
