stage1_variant,expert_model,n_runs,stage1_mean_macro_f1,stage1_std_macro_f1,stage2_mean_macro_f1,stage2_std_macro_f1,mean_delta,ci95_low,ci95_high,wilcoxon_p,mean_replaced
pretrain,logmel,30,0.9200767850504415,0.027087889736706925,0.9195801547989829,0.01643596260902435,-0.0004966302514584594,-0.008577153752791599,0.008231193859646477,0.7126603495344179,41.833333333333336
