rank,source_wav,frame_csv,source_start_s,source_end_s,center_s,clip_start_s,clip_end_s,prob_cough,out_wav
68,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_14-58-48_774.wav,C:\py\pigsound\pig-sound-classification\det_ALA_000347_frames.csv,288.0,289.0,288.5,288.0,289.0,0.6598747968673706,C:\py\pigsound\pig-sound-classification\det_round2_clips\ALA_000347_oldv1\ALA_000347_oldv1_rank068_p0.660_src288.00-289.00_clip288.00-289.00.wav
69,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_14-58-48_774.wav,C:\py\pigsound\pig-sound-classification\det_ALA_000347_frames.csv,302.5,303.5,303.0,302.5,303.5,0.6579240560531616,C:\py\pigsound\pig-sound-classification\det_round2_clips\ALA_000347_oldv1\ALA_000347_oldv1_rank069_p0.658_src302.50-303.50_clip302.50-303.50.wav
70,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_14-58-48_774.wav,C:\py\pigsound\pig-sound-classification\det_ALA_000347_frames.csv,3.0,4.0,3.5,3.0,4.0,0.6557818651199341,C:\py\pigsound\pig-sound-classification\det_round2_clips\ALA_000347_oldv1\ALA_000347_oldv1_rank070_p0.656_src3.00-4.00_clip3.00-4.00.wav
71,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_14-58-48_774.wav,C:\py\pigsound\pig-sound-classification\det_ALA_000347_frames.csv,309.3,310.3,309.8,309.3,310.3,0.654925525188446,C:\py\pigsound\pig-sound-classification\det_round2_clips\ALA_000347_oldv1\ALA_000347_oldv1_rank071_p0.655_src309.30-310.30_clip309.30-310.30.wav
72,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_14-58-48_774.wav,C:\py\pigsound\pig-sound-classification\det_ALA_000347_frames.csv,146.1,147.1,146.6,146.1,147.1,0.6542924046516418,C:\py\pigsound\pig-sound-classification\det_round2_clips\ALA_000347_oldv1\ALA_000347_oldv1_rank072_p0.654_src146.10-147.10_clip146.10-147.10.wav
73,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_14-58-48_774.wav,C:\py\pigsound\pig-sound-classification\det_ALA_000347_frames.csv,175.5,176.5,176.0,175.5,176.5,0.6538000702857971,C:\py\pigsound\pig-sound-classification\det_round2_clips\ALA_000347_oldv1\ALA_000347_oldv1_rank073_p0.654_src175.50-176.50_clip175.50-176.50.wav
74,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_14-58-48_774.wav,C:\py\pigsound\pig-sound-classification\det_ALA_000347_frames.csv,122.5,123.5,123.0,122.5,123.5,0.6536752581596375,C:\py\pigsound\pig-sound-classification\det_round2_clips\ALA_000347_oldv1\ALA_000347_oldv1_rank074_p0.654_src122.50-123.50_clip122.50-123.50.wav
75,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_14-58-48_774.wav,C:\py\pigsound\pig-sound-classification\det_ALA_000347_frames.csv,341.9,342.9,342.4,341.9,342.9,0.6534910202026367,C:\py\pigsound\pig-sound-classification\det_round2_clips\ALA_000347_oldv1\ALA_000347_oldv1_rank075_p0.653_src341.90-342.90_clip341.90-342.90.wav
76,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_14-58-48_774.wav,C:\py\pigsound\pig-sound-classification\det_ALA_000347_frames.csv,319.9,320.9,320.4,319.9,320.9,0.6527512669563293,C:\py\pigsound\pig-sound-classification\det_round2_clips\ALA_000347_oldv1\ALA_000347_oldv1_rank076_p0.653_src319.90-320.90_clip319.90-320.90.wav
77,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_14-58-48_774.wav,C:\py\pigsound\pig-sound-classification\det_ALA_000347_frames.csv,57.6,58.6,58.1,57.6,58.6,0.6490335464477539,C:\py\pigsound\pig-sound-classification\det_round2_clips\ALA_000347_oldv1\ALA_000347_oldv1_rank077_p0.649_src57.60-58.60_clip57.60-58.60.wav
78,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_14-58-48_774.wav,C:\py\pigsound\pig-sound-classification\det_ALA_000347_frames.csv,107.0,108.0,107.5,107.0,108.0,0.6481753587722778,C:\py\pigsound\pig-sound-classification\det_round2_clips\ALA_000347_oldv1\ALA_000347_oldv1_rank078_p0.648_src107.00-108.00_clip107.00-108.00.wav
79,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_14-58-48_774.wav,C:\py\pigsound\pig-sound-classification\det_ALA_000347_frames.csv,73.2,74.2,73.7,73.2,74.2,0.6465843319892883,C:\py\pigsound\pig-sound-classification\det_round2_clips\ALA_000347_oldv1\ALA_000347_oldv1_rank079_p0.647_src73.20-74.20_clip73.20-74.20.wav
80,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_14-58-48_774.wav,C:\py\pigsound\pig-sound-classification\det_ALA_000347_frames.csv,259.7,260.7,260.2,259.7,260.7,0.6464380621910095,C:\py\pigsound\pig-sound-classification\det_round2_clips\ALA_000347_oldv1\ALA_000347_oldv1_rank080_p0.646_src259.70-260.70_clip259.70-260.70.wav
