hierarchy_confidence_penalty,global_rejection_threshold,coverage,selective_risk,selective_acc,n_accepted,n_total,n_hierarchy_inconsistent
0.5,0.6666757464408875,0.95,0.02631578947368418,0.9736842105263158,114,120,3
0.7,0.6666757464408875,0.95,0.02631578947368418,0.9736842105263158,114,120,3
0.85,0.6666757464408875,0.95,0.02631578947368418,0.9736842105263158,114,120,3
1.0,0.6666757464408875,0.95,0.02631578947368418,0.9736842105263158,114,120,3
