noise_environment,snr_db,target_active_snr_db,snr_reference,condition,method,n,top1_acc,macro_f1,top2_acc,ece,brier,nll,frozen_global_threshold,frozen_threshold_coverage,frozen_threshold_selective_risk,frozen_per_class_threshold_coverage,frozen_per_class_threshold_selective_risk,aurc,augrc,risk_at_coverage_0.80,risk_at_coverage_0.90,risk_at_coverage_0.95,cough_precision,cough_recall,cough_f1,cough_support,calm_grunt_precision,calm_grunt_recall,calm_grunt_f1,calm_grunt_support,feeding_precision,feeding_recall,feeding_f1,feeding_support,stress_vocal_precision,stress_vocal_recall,stress_vocal_f1,stress_vocal_support,feeding_to_stress,stress_to_feeding,cough_to_calm_grunt,cough_to_feeding,cough_to_stress_vocal,global_coverage,selective_risk,feeding_coverage,feeding_selective_risk,stress_vocal_coverage,stress_vocal_selective_risk,macro_f1_degradation_vs_clean,hierarchy_consistency,mean_prototype_distance_margin
clean,clean,clean,clean,clean,raw_softmax,168.0,0.9583333333333334,0.9581851799175082,1.0,0.029223063517184473,0.08040066063404083,0.14081698656082153,0.648829460144043,0.9642857142857143,0.03703703703703709,0.9226190476190477,0.03870967741935483,0.006625780165003761,0.0066257801650037645,0.007407407407407418,0.03289473684210531,0.03749999999999998,1.0,1.0,1.0,42.0,1.0,1.0,1.0,42.0,0.8723404255319149,0.9761904761904762,0.9213483146067416,42.0,0.972972972972973,0.8571428571428571,0.9113924050632911,42.0,1.0,6.0,0.0,0.0,0.0,0.9642857142857143,0.03703703703703709,0.9285714285714286,0.02564102564102564,0.9285714285714286,0.1282051282051282,0.0,,
clean,clean,clean,clean,clean,prototype,168.0,0.9583333333333334,0.9582801191996594,1.0,0.03428458919127779,0.08033134788274765,0.1463131457567215,0.6826015114784241,0.9642857142857143,0.03703703703703709,0.9464285714285714,0.04402515723270439,0.007574078810627261,0.0075740788106272655,0.007407407407407418,0.03289473684210531,0.03749999999999998,1.0,1.0,1.0,42.0,1.0,1.0,1.0,42.0,0.8888888888888888,0.9523809523809523,0.9195402298850575,42.0,0.9487179487179487,0.8809523809523809,0.9135802469135802,42.0,2.0,5.0,0.0,0.0,0.0,0.9642857142857143,0.03703703703703709,0.9285714285714286,0.02564102564102564,0.9285714285714286,0.1282051282051282,0.0,,
clean,clean,clean,clean,clean,hierarchical,168.0,0.9583333333333334,0.9582801191996594,1.0,0.026948780176185398,0.07592058926820755,0.1355801373720169,0.7067743539810181,0.9642857142857143,0.03703703703703709,0.9285714285714286,0.04487179487179482,0.0069063810490662784,0.006906381049066281,0.007407407407407418,0.02631578947368418,0.03749999999999998,1.0,1.0,1.0,42.0,1.0,1.0,1.0,42.0,0.8888888888888888,0.9523809523809523,0.9195402298850575,42.0,0.9487179487179487,0.8809523809523809,0.9135802469135802,42.0,2.0,5.0,0.0,0.0,0.0,0.9642857142857143,0.03703703703703709,0.9047619047619048,0.02631578947368421,0.9523809523809523,0.125,0.0,,
clean,clean,clean,clean,clean,fused,168.0,0.9583333333333334,0.9581851799175082,1.0,0.03697520317066283,0.08111897855997086,0.15198685228824615,0.6943833827972412,0.9642857142857143,0.03703703703703709,0.9226190476190477,0.03870967741935483,0.006753072223696353,0.006753072223696356,0.007407407407407418,0.03289473684210531,0.03749999999999998,1.0,1.0,1.0,42.0,1.0,1.0,1.0,42.0,0.8723404255319149,0.9761904761904762,0.9213483146067416,42.0,0.972972972972973,0.8571428571428571,0.9113924050632911,42.0,1.0,6.0,0.0,0.0,0.0,0.9642857142857143,0.03703703703703709,0.9285714285714286,0.02564102564102564,0.9285714285714286,0.1282051282051282,0.0,,
clean,clean,,,clean,hierarchy_audit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
DWASHING,20.0,20.0,active_valid_region,DWASHING_20dB,raw_softmax,168.0,0.7380952380952381,0.688700981806491,0.8392857142857143,0.21955163493042898,0.4856641888618469,1.2438955307006836,0.648829460144043,0.9583333333333334,0.26086956521739135,0.9107142857142857,0.28104575163398693,0.12865825232772352,0.12865825232772352,0.2518518518518519,0.26973684210526316,0.26249999999999996,1.0,0.11904761904761904,0.2127659574468085,42.0,1.0,1.0,1.0,42.0,0.8723404255319149,0.9761904761904762,0.9213483146067416,42.0,0.4864864864864865,0.8571428571428571,0.6206896551724138,42.0,1.0,6.0,0.0,0.0,37.0,0.9583333333333334,0.26086956521739135,0.9285714285714286,0.02564102564102564,0.9285714285714286,0.1282051282051282,0.2694841981110172,,
DWASHING,20.0,20.0,active_valid_region,DWASHING_20dB,prototype,168.0,0.7440476190476191,0.7005047155909224,0.8273809523809523,0.23633892763228642,0.49813565611839294,2.723177433013916,0.6826015114784241,0.9523809523809523,0.25625,0.8988095238095238,0.2847682119205298,0.18911156076137875,0.18911156076137875,0.274074074074074,0.26315789473684215,0.25625,1.0,0.14285714285714285,0.25,42.0,1.0,1.0,1.0,42.0,0.8888888888888888,0.9523809523809523,0.9195402298850575,42.0,0.49333333333333335,0.8809523809523809,0.6324786324786325,42.0,2.0,5.0,0.0,0.0,36.0,0.9523809523809523,0.25625,0.9047619047619048,0.02631578947368421,0.9285714285714286,0.1282051282051282,0.25777540360873696,,
DWASHING,20.0,20.0,active_valid_region,DWASHING_20dB,hierarchical,168.0,0.7440476190476191,0.7005047155909224,0.8273809523809523,0.23130680478754495,0.49382930994033813,2.670344829559326,0.7067743539810181,0.9583333333333334,0.25465838509316774,0.8809523809523809,0.277027027027027,0.18926227039432136,0.18926227039432134,0.2666666666666667,0.26315789473684215,0.25625,1.0,0.14285714285714285,0.25,42.0,1.0,1.0,1.0,42.0,0.8888888888888888,0.9523809523809523,0.9195402298850575,42.0,0.49333333333333335,0.8809523809523809,0.6324786324786325,42.0,2.0,5.0,0.0,0.0,36.0,0.9583333333333334,0.25465838509316774,0.9047619047619048,0.02631578947368421,0.9523809523809523,0.125,0.25777540360873696,,
DWASHING,20.0,20.0,active_valid_region,DWASHING_20dB,fused,168.0,0.7380952380952381,0.688700981806491,0.8392857142857143,0.23916447481938766,0.5030165314674377,1.607447862625122,0.6943833827972412,0.9583333333333334,0.26086956521739135,0.9107142857142857,0.28104575163398693,0.13183154872350775,0.13183154872350775,0.2518518518518519,0.26973684210526316,0.26249999999999996,1.0,0.11904761904761904,0.2127659574468085,42.0,1.0,1.0,1.0,42.0,0.8723404255319149,0.9761904761904762,0.9213483146067416,42.0,0.4864864864864865,0.8571428571428571,0.6206896551724138,42.0,1.0,6.0,0.0,0.0,37.0,0.9583333333333334,0.26086956521739135,0.9285714285714286,0.02564102564102564,0.9285714285714286,0.1282051282051282,0.2694841981110172,,
DWASHING,20.0,,,DWASHING_20dB,hierarchy_audit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
