start_s,end_s,duration_s,max_prob,mean_prob,n_frames
0.20000000298023224,1.300000011920929,1.1000000089406967,0.8478378057479858,0.8055541217327118,2
0.6000000238418579,1.600000023841858,1.0,0.9206192493438721,0.9206192493438721,1
1.0,2.0,1.0,0.802796483039856,0.802796483039856,1
1.5,2.5,1.0,0.7067945599555969,0.7067945599555969,1
1.7000000476837158,2.899999976158142,1.1999999284744263,0.9033082127571106,0.8155655662218729,3
2.0999999046325684,3.0999999046325684,1.0,0.9004368185997009,0.9004368185997009,1
2.299999952316284,3.5,1.2000000476837158,0.9574057459831238,0.8299471537272135,3
2.700000047683716,3.700000047683716,1.0,0.7453123927116394,0.7453123927116394,1
2.9000000953674316,3.9000000953674316,1.0,0.827208399772644,0.827208399772644,1
3.200000047683716,4.299999952316284,1.0999999046325684,0.9450531005859375,0.8643837571144104,2
3.5,4.5,1.0,0.8352271318435669,0.8352271318435669,1
3.799999952316284,4.799999952316284,1.0,0.8779526352882385,0.8779526352882385,1
4.0,5.199999809265137,1.1999998092651367,0.9465628862380981,0.8221845030784607,3
4.400000095367432,5.5,1.0999999046325684,0.8322774767875671,0.8029276132583618,2
5.800000190734863,6.800000190734863,1.0,0.7659375667572021,0.7659375667572021,1
6.0,7.5,1.5,0.9724684357643127,0.8704095880190531,6
6.699999809265137,8.0,1.3000001907348633,0.8444970846176147,0.7532288283109665,4
7.699999809265137,8.800000190734863,1.1000003814697266,0.8720701932907104,0.8338714838027954,2
8.199999809265137,9.199999809265137,1.0,0.7441412210464478,0.7441412210464478,1
8.5,9.600000381469727,1.1000003814697266,0.8917691707611084,0.8143135011196136,2
8.800000190734863,9.899999618530273,1.0999994277954102,0.9336825013160706,0.9166349768638611,2
9.199999809265137,10.199999809265137,1.0,0.9471147656440735,0.9471147656440735,1
10.300000190734863,11.5,1.1999998092651367,0.888681173324585,0.8620878060658773,3
11.100000381469727,12.100000381469727,1.0,0.7770333886146545,0.7770333886146545,1
11.300000190734863,12.5,1.1999998092651367,0.8450891971588135,0.8064210216204325,3
11.699999809265137,12.699999809265137,1.0,0.7500423192977905,0.7500423192977905,1
11.899999618530273,12.899999618530273,1.0,0.8534111976623535,0.8534111976623535,1
14.100000381469727,15.100000381469727,1.0,0.8986758589744568,0.8986758589744568,1
14.399999618530273,15.399999618530273,1.0,0.9093988537788391,0.9093988537788391,1
15.199999809265137,16.399999618530273,1.1999998092651367,0.8471820950508118,0.7764333089192709,3
15.699999809265137,16.899999618530273,1.1999998092651367,0.9450008273124695,0.8553184668223063,3
16.100000381469727,17.100000381469727,1.0,0.8915733098983765,0.8915733098983765,1
17.200000762939453,18.200000762939453,1.0,0.8224425315856934,0.8224425315856934,1
18.100000381469727,19.100000381469727,1.0,0.9042900800704956,0.9042900800704956,1
18.600000381469727,19.600000381469727,1.0,0.8684993982315063,0.8684993982315063,1
18.799999237060547,19.799999237060547,1.0,0.8667274117469788,0.8667274117469788,1
19.700000762939453,20.700000762939453,1.0,0.8486568331718445,0.8486568331718445,1
20.0,21.0,1.0,0.7901883125305176,0.7901883125305176,1
21.0,22.700000762939453,1.7000007629394531,0.9788091778755188,0.8621106967329979,8
21.899999618530273,22.899999618530273,1.0,0.8113952279090881,0.8113952279090881,1
22.200000762939453,23.200000762939453,1.0,0.8046061992645264,0.8046061992645264,1
22.600000381469727,23.600000381469727,1.0,0.9576991200447083,0.9576991200447083,1
23.0,24.100000381469727,1.1000003814697266,0.8364641070365906,0.8275054395198822,2
23.299999237060547,24.299999237060547,1.0,0.8179680109024048,0.8179680109024048,1
23.5,24.5,1.0,0.7809231281280518,0.7809231281280518,1
24.600000381469727,26.0,1.3999996185302734,0.8308755159378052,0.7747342467308045,5
26.0,27.299999237060547,1.2999992370605469,0.8996654152870178,0.7897235751152039,4
27.0,28.5,1.5,0.9242669343948364,0.8209045032660166,6
27.799999237060547,29.0,1.2000007629394531,0.8591097593307495,0.8051227728525797,3
28.5,29.600000381469727,1.1000003814697266,0.8185851573944092,0.7988827228546143,2
28.799999237060547,29.799999237060547,1.0,0.7231071591377258,0.7231071591377258,1
29.200000762939453,30.200000762939453,1.0,0.836356520652771,0.836356520652771,1
29.399999618530273,30.5,1.1000003814697266,0.8110445141792297,0.7671341896057129,2
29.700000762939453,30.700000762939453,1.0,0.8430883884429932,0.8430883884429932,1
30.299999237060547,31.399999618530273,1.1000003814697266,0.9522637128829956,0.8861365616321564,2
30.600000381469727,31.600000381469727,1.0,0.8049651384353638,0.8049651384353638,1
30.899999618530273,32.29999923706055,1.3999996185302734,0.9588780999183655,0.9060037732124329,5
31.5,32.60000038146973,1.1000003814697266,0.9170555472373962,0.8662993311882019,2
31.899999618530273,33.099998474121094,1.1999988555908203,0.929439127445221,0.8312111695607504,3
32.5,33.70000076293945,1.2000007629394531,0.8012967109680176,0.7697413563728333,3
34.0,35.20000076293945,1.2000007629394531,0.9021328687667847,0.8688484231630961,3
34.5,35.599998474121094,1.0999984741210938,0.841890275478363,0.7840567231178284,2
35.29999923706055,36.29999923706055,1.0,0.7091172933578491,0.7091172933578491,1
35.5,36.5,1.0,0.909637987613678,0.909637987613678,1
36.20000076293945,37.20000076293945,1.0,0.8193821310997009,0.8193821310997009,1
36.400001525878906,37.400001525878906,1.0,0.856613278388977,0.856613278388977,1
36.79999923706055,37.79999923706055,1.0,0.7810428738594055,0.7810428738594055,1
37.099998474121094,38.20000076293945,1.1000022888183594,0.9474148154258728,0.8592850267887115,2
37.400001525878906,38.5,1.0999984741210938,0.9059391617774963,0.8660624027252197,2
37.79999923706055,38.900001525878906,1.1000022888183594,0.9413856267929077,0.931865930557251,2
38.20000076293945,39.20000076293945,1.0,0.7229037880897522,0.7229037880897522,1
38.70000076293945,39.70000076293945,1.0,0.8656079769134521,0.8656079769134521,1
38.900001525878906,40.29999923706055,1.3999977111816406,0.8852609395980835,0.7933250069618225,5
39.599998474121094,41.0,1.4000015258789062,0.908995509147644,0.7884310126304627,5
40.20000076293945,41.20000076293945,1.0,0.8462463021278381,0.8462463021278381,1
40.70000076293945,41.70000076293945,1.0,0.8911780118942261,0.8911780118942261,1
40.900001525878906,42.0,1.0999984741210938,0.809009850025177,0.7930122911930084,2
42.20000076293945,43.20000076293945,1.0,0.7465689182281494,0.7465689182281494,1
42.400001525878906,43.5,1.0999984741210938,0.8717782497406006,0.8328594863414764,2
42.70000076293945,43.70000076293945,1.0,0.7503477334976196,0.7503477334976196,1
43.900001525878906,44.900001525878906,1.0,0.8944272994995117,0.8944272994995117,1
44.29999923706055,45.29999923706055,1.0,0.7602752447128296,0.7602752447128296,1
46.099998474121094,47.29999923706055,1.2000007629394531,0.8789718747138977,0.8235262036323547,3
46.5,47.599998474121094,1.0999984741210938,0.7770752310752869,0.7716428935527802,2
46.79999923706055,48.099998474121094,1.2999992370605469,0.9301510453224182,0.8336235880851746,4
47.5,48.5,1.0,0.931149423122406,0.931149423122406,1
47.70000076293945,49.0,1.2999992370605469,0.841921865940094,0.7945903390645981,4
48.20000076293945,49.20000076293945,1.0,0.9325920939445496,0.9325920939445496,1
48.70000076293945,49.70000076293945,1.0,0.7690447568893433,0.7690447568893433,1
49.099998474121094,50.099998474121094,1.0,0.7605600953102112,0.7605600953102112,1
50.599998474121094,51.599998474121094,1.0,0.7417169213294983,0.7417169213294983,1
52.29999923706055,53.29999923706055,1.0,0.7269385457038879,0.7269385457038879,1
52.599998474121094,53.70000076293945,1.1000022888183594,0.8128007650375366,0.7619206309318542,2
54.20000076293945,55.20000076293945,1.0,0.7324909567832947,0.7324909567832947,1
55.599998474121094,56.599998474121094,1.0,0.7328357100486755,0.7328357100486755,1
56.29999923706055,57.29999923706055,1.0,0.7634811401367188,0.7634811401367188,1
