accept_rule,n_total,n_accepted,coverage,selective_acc,selective_risk
accept_global,168,143,0.8511904761904762,0.993006993006993,0.006993006993006978
accept_per_class,168,146,0.8690476190476191,0.9931506849315068,0.006849315068493178
