accept_rule,n_total,n_accepted,coverage,selective_acc,selective_risk
accept_global,168,157,0.9345238095238095,0.9872611464968153,0.01273885350318471
accept_per_class,168,159,0.9464285714285714,0.9685534591194969,0.03144654088050314
