hierarchy_confidence_penalty,global_rejection_threshold,coverage,selective_risk,selective_acc,n_accepted,n_total,n_hierarchy_inconsistent
0.5,0.6116796731948853,0.95,0.03508771929824561,0.9649122807017544,114,120,4
0.7,0.6116796731948853,0.95,0.03508771929824561,0.9649122807017544,114,120,4
0.85,0.6116796731948853,0.95,0.03508771929824561,0.9649122807017544,114,120,4
1.0,0.6116796731948853,0.95,0.03508771929824561,0.9649122807017544,114,120,4
