accept_rule,n_total,n_accepted,coverage,selective_acc,selective_risk
accept_global,168,165,0.9821428571428571,0.9818181818181818,0.018181818181818188
accept_per_class,168,160,0.9523809523809523,0.98125,0.018750000000000044
