metrics_json,fold,seed,lambda,feature_backend,simulated_noise,noise_protocol,real_farm_external_validation,leakage_audit_ok,clean_equivalence_ok,same_waveform_embedding_reused,snr_error_abs_max
reports\prototype_noise_demand_w05_fold0_seed3407_debug\noise_metrics.json,0,3407,0.5,training_exact,True,zero_shot_frozen,False,True,True,True,4.6514175444656303e-07
