noise_environment,snr_db,target_active_snr_db,snr_reference,condition,method,n,top1_acc,macro_f1,top2_acc,ece,brier,nll,frozen_global_threshold,frozen_threshold_coverage,frozen_threshold_selective_risk,frozen_per_class_threshold_coverage,frozen_per_class_threshold_selective_risk,aurc,risk_at_coverage_0.80,risk_at_coverage_0.90,risk_at_coverage_0.95,cough_precision,cough_recall,cough_f1,cough_support,calm_grunt_precision,calm_grunt_recall,calm_grunt_f1,calm_grunt_support,feeding_precision,feeding_recall,feeding_f1,feeding_support,stress_vocal_precision,stress_vocal_recall,stress_vocal_f1,stress_vocal_support,feeding_to_stress,stress_to_feeding,cough_to_calm_grunt,cough_to_feeding,cough_to_stress_vocal,global_coverage,selective_risk,feeding_coverage,feeding_selective_risk,stress_vocal_coverage,stress_vocal_selective_risk,macro_f1_degradation_vs_clean,hierarchy_consistency,mean_prototype_distance_margin
clean,clean,clean,clean,clean,raw_softmax,168.0,0.9404761904761905,0.9404424276800907,1.0,0.06907627376772109,0.11127796769142151,0.19142396748065948,0.5912081003189087,0.9107142857142857,0.0326797385620915,0.9226190476190477,0.04516129032258065,0.008338282606063539,0.014814814814814836,0.03289473684210531,0.03749999999999998,1.0,1.0,1.0,42.0,1.0,1.0,1.0,42.0,0.9,0.8571428571428571,0.8780487804878049,42.0,0.8636363636363636,0.9047619047619048,0.8837209302325582,42.0,6.0,4.0,0.0,0.0,0.0,0.9107142857142857,0.0326797385620915,0.8095238095238095,0.11764705882352941,0.8333333333333334,0.02857142857142857,0.0,,
clean,clean,clean,clean,clean,prototype,168.0,0.9285714285714286,0.9285309132161088,1.0,0.024108321893782862,0.08695445954799652,0.1364249289035797,0.7697817087173462,0.9226190476190477,0.02580645161290318,0.9702380952380952,0.049079754601227044,0.005881831501307576,0.007407407407407418,0.019736842105263164,0.043749999999999956,1.0,1.0,1.0,42.0,1.0,1.0,1.0,42.0,0.8409090909090909,0.8809523809523809,0.8604651162790697,42.0,0.875,0.8333333333333334,0.8536585365853658,42.0,5.0,7.0,0.0,0.0,0.0,0.9226190476190477,0.02580645161290318,0.9047619047619048,0.05263157894736842,0.7857142857142857,0.06060606060606061,0.0,,
clean,clean,clean,clean,clean,hierarchical,168.0,0.9464285714285714,0.9464209780297661,1.0,0.026833290855089835,0.08258402347564697,0.13671931624412537,0.751006543636322,0.8988095238095238,0.026490066225165587,0.9523809523809523,0.03749999999999998,0.006284181977289359,0.014814814814814836,0.02631578947368418,0.03749999999999998,1.0,1.0,1.0,42.0,1.0,1.0,1.0,42.0,0.9024390243902439,0.8809523809523809,0.891566265060241,42.0,0.8837209302325582,0.9047619047619048,0.8941176470588236,42.0,5.0,4.0,0.0,0.0,0.0,0.8988095238095238,0.026490066225165587,0.7857142857142857,0.09090909090909091,0.8095238095238095,0.029411764705882353,0.0,,
clean,clean,clean,clean,clean,fused,168.0,0.9464285714285714,0.9464209780297661,1.0,0.026833290855089835,0.08258402347564697,0.13671931624412537,0.751006543636322,0.8988095238095238,0.026490066225165587,0.9523809523809523,0.03749999999999998,0.006284181977289359,0.014814814814814836,0.02631578947368418,0.03749999999999998,1.0,1.0,1.0,42.0,1.0,1.0,1.0,42.0,0.9024390243902439,0.8809523809523809,0.891566265060241,42.0,0.8837209302325582,0.9047619047619048,0.8941176470588236,42.0,5.0,4.0,0.0,0.0,0.0,0.8988095238095238,0.026490066225165587,0.7857142857142857,0.09090909090909091,0.8095238095238095,0.029411764705882353,0.0,,
clean,clean,,,clean,hierarchy_audit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9583333333333334,
DWASHING,20.0,20.0,active_valid_region,DWASHING_20dB,raw_softmax,168.0,0.8630952380952381,0.8656567391538192,0.9523809523809523,0.028221283285390766,0.21636894345283508,0.3872300684452057,0.5912081003189087,0.8928571428571429,0.09999999999999998,0.7738095238095238,0.13076923076923075,0.03840479280679908,0.09629629629629632,0.10526315789473684,0.11250000000000004,1.0,0.6904761904761905,0.8169014084507042,42.0,1.0,1.0,1.0,42.0,0.9,0.8571428571428571,0.8780487804878049,42.0,0.6666666666666666,0.9047619047619048,0.7676767676767676,42.0,6.0,4.0,0.0,0.0,13.0,0.8928571428571429,0.09999999999999998,0.8571428571428571,0.1111111111111111,0.8333333333333334,0.02857142857142857,0.07478568852627143,,
DWASHING,20.0,20.0,active_valid_region,DWASHING_20dB,prototype,168.0,0.8630952380952381,0.8654540763673891,0.9464285714285714,0.083379817150888,0.21818391978740692,1.3946009874343872,0.7697817087173462,0.9047619047619048,0.09210526315789469,0.9523809523809523,0.125,0.05362805332262478,0.08148148148148149,0.09210526315789469,0.11875000000000002,1.0,0.7142857142857143,0.8333333333333334,42.0,1.0,1.0,1.0,42.0,0.8604651162790697,0.8809523809523809,0.8705882352941177,42.0,0.6792452830188679,0.8571428571428571,0.7578947368421053,42.0,5.0,6.0,0.0,0.0,12.0,0.9047619047619048,0.09210526315789469,0.9047619047619048,0.05263157894736842,0.7857142857142857,0.06060606060606061,0.06307683684871968,,
DWASHING,20.0,20.0,active_valid_region,DWASHING_20dB,hierarchical,168.0,0.8690476190476191,0.8709944693981445,0.9464285714285714,0.08222996975694387,0.21994222700595856,1.3948500156402588,0.751006543636322,0.9047619047619048,0.09868421052631582,0.9404761904761905,0.120253164556962,0.05526517877616567,0.09629629629629632,0.09868421052631582,0.11875000000000002,1.0,0.6904761904761905,0.8169014084507042,42.0,1.0,1.0,1.0,42.0,0.9024390243902439,0.8809523809523809,0.891566265060241,42.0,0.6785714285714286,0.9047619047619048,0.7755102040816326,42.0,5.0,4.0,0.0,0.0,13.0,0.9047619047619048,0.09868421052631582,0.8571428571428571,0.08333333333333333,0.8095238095238095,0.029411764705882353,0.07542650863162159,,
DWASHING,20.0,20.0,active_valid_region,DWASHING_20dB,fused,168.0,0.8690476190476191,0.8709944693981445,0.9464285714285714,0.08222996975694387,0.21994222700595856,1.3948500156402588,0.751006543636322,0.9047619047619048,0.09868421052631582,0.9404761904761905,0.120253164556962,0.05526517877616567,0.09629629629629632,0.09868421052631582,0.11875000000000002,1.0,0.6904761904761905,0.8169014084507042,42.0,1.0,1.0,1.0,42.0,0.9024390243902439,0.8809523809523809,0.891566265060241,42.0,0.6785714285714286,0.9047619047619048,0.7755102040816326,42.0,5.0,4.0,0.0,0.0,13.0,0.9047619047619048,0.09868421052631582,0.8571428571428571,0.08333333333333333,0.8095238095238095,0.029411764705882353,0.07542650863162159,,
DWASHING,20.0,,,DWASHING_20dB,hierarchy_audit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9583333333333334,
