method,prototype_temperature,softmax_temperature,softmax_weight,hier_aux_prob_weight,fusion_kind,n,top1_acc,macro_f1,top2_acc,ece,brier,nll
raw_softmax,,,,,,120,0.9666666666666667,0.9666666666666668,1.0,0.02344244743386907,0.05831190571188927,0.10145063698291779
calibrated_softmax,,0.5,,,,120,0.9666666666666667,0.9666666666666668,1.0,0.02884966880083088,0.057442061603069305,0.11459867656230927
calibrated_softmax,,0.75,,,,120,0.9666666666666667,0.9666666666666668,1.0,0.021466064949830374,0.0572354793548584,0.0993172898888588
calibrated_softmax,,1.0,,,,120,0.9666666666666667,0.9666666666666668,1.0,0.023442447930574446,0.05831190571188927,0.10145063698291779
calibrated_softmax,,1.5,,,,120,0.9666666666666667,0.9666666666666668,1.0,0.05901158899068833,0.06567193567752838,0.12784455716609955
calibrated_softmax,,2.0,,,,120,0.9666666666666667,0.9666666666666668,1.0,0.10275579194227855,0.07953698933124542,0.17259810864925385
prototype,0.03,,,,,120,0.9666666666666667,0.9666666666666668,1.0,0.02294945468505226,0.05584048479795456,0.13385233283042908
hierarchical,0.03,,,0.5,,120,0.9666666666666667,0.9666666666666668,1.0,0.02905006359020866,0.06100529804825783,0.13391509652137756
prototype,0.05,,,,,120,0.9666666666666667,0.9666666666666668,1.0,0.025431902209917704,0.055224526673555374,0.10365267097949982
hierarchical,0.05,,,0.5,,120,0.9666666666666667,0.9666666666666668,1.0,0.019009183347225192,0.05923706293106079,0.10531633347272873
prototype,0.07,,,,,120,0.9666666666666667,0.9666666666666668,1.0,0.014209921161333725,0.05677609145641327,0.10231176763772964
hierarchical,0.07,,,0.5,,120,0.9583333333333334,0.9583217560433455,1.0,0.015900994837284098,0.059446655213832855,0.10402174293994904
prototype,0.1,,,,,120,0.9666666666666667,0.9666666666666668,1.0,0.037019182741642,0.06261938065290451,0.11636190116405487
hierarchical,0.1,,,0.5,,120,0.95,0.949944382647386,1.0,0.04050046155850095,0.06470489501953125,0.11820061504840851
prototype,0.2,,,,,120,0.9666666666666667,0.9666666666666668,1.0,0.10480463604132337,0.09676749259233475,0.18246188759803772
hierarchical,0.2,,,0.5,,120,0.95,0.949944382647386,1.0,0.09370965957641604,0.10112729668617249,0.18626093864440918
prototype,0.5,,,,,120,0.9666666666666667,0.9666666666666668,1.0,0.29466981167594597,0.20654113590717316,0.42468518018722534
hierarchical,0.5,,,0.5,,120,0.925,0.9232736572890025,1.0,0.2560157671570778,0.21905158460140228,0.43935802578926086
prototype,1.0,,,,,120,0.9666666666666667,0.9666666666666668,1.0,0.48819955512881275,0.38809600472450256,0.7501088380813599
hierarchical,1.0,,,0.5,,120,0.7666666666666667,0.7017045454545454,1.0,0.32500849713881813,0.4018559157848358,0.7679083943367004
fused,0.05,0.75,0.0,0.5,pure_prototype,120,0.9666666666666667,0.9666666666666668,1.0,0.019009183347225192,0.05923706293106079,0.10531633347272873
fused,0.05,0.75,0.25,0.5,mixed,120,0.9666666666666667,0.9666666666666668,1.0,0.02061367680629094,0.05835731327533722,0.10282567888498306
fused,0.05,0.75,0.5,0.5,mixed,120,0.9666666666666667,0.9666666666666668,1.0,0.019154513875643382,0.05773047357797623,0.10116260498762131
fused,0.05,0.75,0.75,0.5,mixed,120,0.9666666666666667,0.9666666666666668,1.0,0.019162043432394665,0.05735652521252632,0.10003989189863205
fused,0.05,0.75,1.0,0.5,pure_softmax,120,0.9666666666666667,0.9666666666666668,1.0,0.021466064949830374,0.0572354793548584,0.0993172898888588
