noise_environment,snr_db,target_active_snr_db,snr_reference,condition,method,n,top1_acc,macro_f1,top2_acc,ece,brier,nll,frozen_global_threshold,frozen_threshold_coverage,frozen_threshold_selective_risk,frozen_per_class_threshold_coverage,frozen_per_class_threshold_selective_risk,aurc,augrc,risk_at_coverage_0.80,risk_at_coverage_0.90,risk_at_coverage_0.95,cough_precision,cough_recall,cough_f1,cough_support,calm_grunt_precision,calm_grunt_recall,calm_grunt_f1,calm_grunt_support,feeding_precision,feeding_recall,feeding_f1,feeding_support,stress_vocal_precision,stress_vocal_recall,stress_vocal_f1,stress_vocal_support,feeding_to_stress,stress_to_feeding,cough_to_calm_grunt,cough_to_feeding,cough_to_stress_vocal,global_coverage,selective_risk,feeding_coverage,feeding_selective_risk,stress_vocal_coverage,stress_vocal_selective_risk,macro_f1_degradation_vs_clean,hierarchy_consistency,mean_prototype_distance_margin
clean,clean,clean,clean,clean,raw_softmax,168.0,0.9345238095238095,0.9345145287030475,1.0,0.03813120864686512,0.0867166742682457,0.14853380620479584,0.6330810189247131,0.9404761904761905,0.03797468354430378,0.8511904761904762,0.04895104895104896,0.005439148498043344,0.005439148498043346,0.007407407407407418,0.02631578947368418,0.043749999999999956,1.0,1.0,1.0,42.0,1.0,1.0,1.0,42.0,0.8780487804878049,0.8571428571428571,0.8674698795180723,42.0,0.8604651162790697,0.8809523809523809,0.8705882352941177,42.0,6.0,5.0,0.0,0.0,0.0,0.9404761904761905,0.03797468354430378,0.9285714285714286,0.1282051282051282,0.8333333333333334,0.02857142857142857,0.0,,
clean,clean,clean,clean,clean,prototype,168.0,0.9226190476190477,0.9226080793763289,1.0,0.033783443626903366,0.09278544783592224,0.1387951374053955,0.7387222647666931,0.9166666666666666,0.03246753246753242,0.9404761904761905,0.05063291139240511,0.005848063743211683,0.005848063743211683,0.007407407407407418,0.02631578947368418,0.05625000000000002,1.0,1.0,1.0,42.0,1.0,1.0,1.0,42.0,0.8372093023255814,0.8571428571428571,0.8470588235294118,42.0,0.8536585365853658,0.8333333333333334,0.8433734939759037,42.0,6.0,7.0,0.0,0.0,0.0,0.9166666666666666,0.03246753246753242,0.8809523809523809,0.08108108108108109,0.7857142857142857,0.06060606060606061,0.0,,
clean,clean,clean,clean,clean,hierarchical,168.0,0.9345238095238095,0.9345145287030475,1.0,0.024135541703019858,0.08419600129127502,0.13166575133800507,0.6849985718727112,0.9464285714285714,0.03144654088050314,0.9285714285714286,0.04487179487179482,0.005585370601911754,0.005585370601911754,0.007407407407407418,0.02631578947368418,0.03749999999999998,1.0,1.0,1.0,42.0,1.0,1.0,1.0,42.0,0.8780487804878049,0.8571428571428571,0.8674698795180723,42.0,0.8604651162790697,0.8809523809523809,0.8705882352941177,42.0,6.0,5.0,0.0,0.0,0.0,0.9464285714285714,0.03144654088050314,0.9285714285714286,0.10256410256410256,0.8571428571428571,0.027777777777777776,0.0,,
clean,clean,clean,clean,clean,fused,168.0,0.9345238095238095,0.9345145287030475,1.0,0.03072308429649897,0.08852650225162506,0.1352142095565796,0.7365140318870544,0.9404761904761905,0.03164556962025311,0.8630952380952381,0.0482758620689655,0.005365457797817047,0.005365457797817047,0.007407407407407418,0.02631578947368418,0.03749999999999998,1.0,1.0,1.0,42.0,1.0,1.0,1.0,42.0,0.8780487804878049,0.8571428571428571,0.8674698795180723,42.0,0.8604651162790697,0.8809523809523809,0.8705882352941177,42.0,6.0,5.0,0.0,0.0,0.0,0.9404761904761905,0.03164556962025311,0.9047619047619048,0.10526315789473684,0.8571428571428571,0.027777777777777776,0.0,,
clean,clean,,,clean,hierarchy_audit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9761904761904762,
DWASHING,20.0,20.0,active_valid_region,DWASHING_20dB,raw_softmax,168.0,0.8392857142857143,0.8412122572994365,0.9583333333333334,0.047313320140043934,0.24516937136650085,0.4316554367542267,0.6330810189247131,0.9107142857142857,0.130718954248366,0.7619047619047619,0.171875,0.05221497591009501,0.05221497591009501,0.10370370370370374,0.125,0.15000000000000002,1.0,0.6190476190476191,0.7647058823529411,42.0,1.0,1.0,1.0,42.0,0.8780487804878049,0.8571428571428571,0.8674698795180723,42.0,0.6271186440677966,0.8809523809523809,0.7326732673267327,42.0,6.0,5.0,0.0,0.0,16.0,0.9107142857142857,0.130718954248366,0.9047619047619048,0.10526315789473684,0.8333333333333334,0.02857142857142857,0.09330227140361103,,
DWASHING,20.0,20.0,active_valid_region,DWASHING_20dB,prototype,168.0,0.8273809523809523,0.829708853238265,0.9226190476190477,0.11814155145770025,0.27328619360923767,1.1770520210266113,0.7387222647666931,0.9166666666666666,0.1298701298701299,0.8869047619047619,0.15436241610738255,0.0773956052736491,0.0773956052736491,0.11111111111111116,0.13157894736842102,0.15000000000000002,1.0,0.6190476190476191,0.7647058823529411,42.0,1.0,1.0,1.0,42.0,0.8372093023255814,0.8571428571428571,0.8470588235294118,42.0,0.6140350877192983,0.8333333333333334,0.7070707070707071,42.0,6.0,7.0,0.0,0.0,16.0,0.9166666666666666,0.1298701298701299,0.9047619047619048,0.07894736842105263,0.7857142857142857,0.06060606060606061,0.0928992261380639,,
DWASHING,20.0,20.0,active_valid_region,DWASHING_20dB,hierarchical,168.0,0.8392857142857143,0.8412122572994365,0.9226190476190477,0.10344941488334113,0.2692486047744751,1.1574496030807495,0.6849985718727112,0.9404761904761905,0.13291139240506333,0.8809523809523809,0.14864864864864868,0.07783554060650683,0.07783554060650683,0.11111111111111116,0.13157894736842102,0.14375000000000004,1.0,0.6190476190476191,0.7647058823529411,42.0,1.0,1.0,1.0,42.0,0.8780487804878049,0.8571428571428571,0.8674698795180723,42.0,0.6271186440677966,0.8809523809523809,0.7326732673267327,42.0,6.0,5.0,0.0,0.0,16.0,0.9404761904761905,0.13291139240506333,0.9285714285714286,0.10256410256410256,0.8571428571428571,0.027777777777777776,0.09330227140361103,,
DWASHING,20.0,20.0,active_valid_region,DWASHING_20dB,fused,168.0,0.8392857142857143,0.8412122572994365,0.9583333333333334,0.11657530211267011,0.27070367336273193,0.6716127395629883,0.7365140318870544,0.9166666666666666,0.1298701298701299,0.75,0.17460317460317465,0.06791224345650984,0.06791224345650981,0.10370370370370374,0.125,0.14375000000000004,1.0,0.6190476190476191,0.7647058823529411,42.0,1.0,1.0,1.0,42.0,0.8780487804878049,0.8571428571428571,0.8674698795180723,42.0,0.6271186440677966,0.8809523809523809,0.7326732673267327,42.0,6.0,5.0,0.0,0.0,16.0,0.9166666666666666,0.1298701298701299,0.9047619047619048,0.10526315789473684,0.8333333333333334,0.02857142857142857,0.09330227140361103,,
DWASHING,20.0,,,DWASHING_20dB,hierarchy_audit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9702380952380952,
