noise_environment,target_active_snr_db,snr_reference,y_true,n,active_snr_mean,active_snr_std,active_snr_min,active_snr_max,full_window_snr_mean,full_window_snr_std,full_window_snr_min,full_window_snr_max,valid_duration_ratio_mean,valid_duration_ratio_std
DWASHING,0.0,active_valid_region,calm_grunt,42,6.278195122002923e-08,2.186556406841203e-07,-4.5421293918734686e-07,4.331313487480829e-07,6.278195122002923e-08,2.186556406841203e-07,-4.5421293918734686e-07,4.331313487480829e-07,1.0,0.0
DWASHING,0.0,active_valid_region,cough,42,-3.076595071636033e-08,2.272394207785457e-07,-4.648022273723909e-07,4.1670666763014657e-07,-6.73628435877924,2.3591414020192834,-13.891671690998118,-3.047963864529857,0.23104947916666668,0.05161604295929562
DWASHING,0.0,active_valid_region,feeding,42,1.2942132807038254e-08,2.2286661204795805e-07,-3.594592528991062e-07,4.081964800705771e-07,-0.001286658565766772,0.005408412500572727,-0.03408927762462462,4.081964800705771e-07,0.9997775297619048,0.0008018905224005372
DWASHING,0.0,active_valid_region,stress_vocal,42,-4.0093930174986564e-08,1.9326052514398403e-07,-3.5438104446326016e-07,3.240539420167932e-07,-0.0005093442499156703,0.0019377634443470014,-0.012234554951284941,3.240539420167932e-07,0.9998169642857144,0.0009414695288183217
DWASHING,10.0,active_valid_region,calm_grunt,42,9.999999991244774,1.7966621842264116e-07,9.999999741034175,10.000000453930106,9.999999991244774,1.7966621842264116e-07,9.999999741034175,10.000000453930106,1.0,0.0
DWASHING,10.0,active_valid_region,cough,42,9.999999943014142,2.1300832775973677e-07,9.999999553430749,10.000000460379121,3.263715615095066,2.359141378671668,-3.8916716906325104,6.952035854172728,0.23104947916666668,0.05161604295929562
DWASHING,10.0,active_valid_region,feeding,42,10.000000018895221,2.0863723256514378e-07,9.999999540502092,10.000000406020522,9.99871334739225,0.005408368497022594,9.965911047687197,10.000000406020522,0.9997775297619048,0.0008018905224005372
DWASHING,10.0,active_valid_region,stress_vocal,42,9.999999979284688,2.0887550395674467e-07,9.999999578182363,10.000000383588816,9.999490675131227,0.0019377688374617751,9.987765506292943,10.000000383588816,0.9998169642857144,0.0009414695288183217
DWASHING,20.0,active_valid_region,calm_grunt,42,20.000000039256975,2.344702708029444e-07,19.999999598737613,20.000000377103284,20.000000039256975,2.344702708029444e-07,19.999999598737613,20.000000377103284,1.0,0.0
DWASHING,20.0,active_valid_region,cough,42,20.00000004787117,2.0991819098121566e-07,19.999999629710356,20.000000480089838,13.263715720138205,2.3591413246761817,6.108328591236783,16.95203581992503,0.23104947916666668,0.05161604295929562
DWASHING,20.0,active_valid_region,feeding,42,19.999999985377965,1.9779509128898847e-07,19.99999962512181,20.00000031641727,19.998713313865487,0.005408368988152139,19.965911033368695,20.00000031641727,0.9997775297619048,0.0008018905224005372
DWASHING,20.0,active_valid_region,stress_vocal,42,20.000000040846338,2.347267064110054e-07,19.999999663936173,20.00000047925036,19.999490736695147,0.001937763279991274,19.987765590298945,20.00000047925036,0.9998169642857144,0.0009414695288183217
STRAFFIC,0.0,active_valid_region,calm_grunt,42,4.298196711585657e-08,2.3206444756928654e-07,-4.120233838049219e-07,4.3185739508200235e-07,4.298196711585657e-08,2.3206444756928654e-07,-4.120233838049219e-07,4.3185739508200235e-07,1.0,0.0
STRAFFIC,0.0,active_valid_region,cough,42,-5.555387783781361e-09,2.489945372492112e-07,-4.2008534117638417e-07,4.5041531113741105e-07,-6.556024033287499,1.3235658086980953,-9.137121508530097,-3.396628156418947,0.23104947916666668,0.05161604295929562
STRAFFIC,0.0,active_valid_region,feeding,42,-3.63120586500826e-08,2.448587296931356e-07,-4.592893810335475e-07,4.1339533698986706e-07,-0.0025961649436379683,0.010845323675953561,-0.05765212986813251,4.1339533698986706e-07,0.9997775297619048,0.0008018905224005372
STRAFFIC,0.0,active_valid_region,stress_vocal,42,5.0138619029360535e-08,2.122378553120691e-07,-3.7462572534214717e-07,3.814452909749168e-07,-0.002019468540232025,0.012323505617193795,-0.07996204226779895,3.814452909749168e-07,0.9998169642857144,0.0009414695288183217
STRAFFIC,10.0,active_valid_region,calm_grunt,42,10.000000022632179,1.784089485852453e-07,9.99999964433572,10.000000386990566,10.000000022632179,1.784089485852453e-07,9.99999964433572,10.000000386990566,1.0,0.0
STRAFFIC,10.0,active_valid_region,cough,42,9.999999963168298,1.934306445257227e-07,9.999999568651788,10.000000420711007,3.4439759361992746,1.3235657691810445,0.8628782260377882,6.603371582395733,0.23104947916666668,0.05161604295929562
