method,prototype_temperature,softmax_temperature,softmax_weight,hier_aux_prob_weight,fusion_kind,n,top1_acc,macro_f1,top2_acc,ece,brier,nll
raw_softmax,,,,,,120,0.9666666666666667,0.9666666666666668,1.0,0.02712051868438721,0.059263475239276886,0.09734086692333221
calibrated_softmax,,0.5,,,,120,0.9666666666666667,0.9666666666666668,1.0,0.02297090142965317,0.060559097677469254,0.0953773632645607
calibrated_softmax,,0.75,,,,120,0.9666666666666667,0.9666666666666668,1.0,0.02777281999588013,0.058250464498996735,0.09118097275495529
calibrated_softmax,,1.0,,,,120,0.9666666666666667,0.9666666666666668,1.0,0.027120522658030194,0.059263478964567184,0.09734086692333221
calibrated_softmax,,1.5,,,,120,0.9666666666666667,0.9666666666666668,1.0,0.05201703682541847,0.06681883335113525,0.12313003838062286
calibrated_softmax,,2.0,,,,120,0.9666666666666667,0.9666666666666668,1.0,0.09066893756389617,0.0790652334690094,0.16405504941940308
prototype,0.03,,,,,120,0.9416666666666667,0.9412587412587412,1.0,0.04437630971272784,0.085756316781044,0.1451876163482666
hierarchical,0.03,,,0.5,,120,0.9333333333333333,0.9326599326599327,1.0,0.05501842548449838,0.09087216854095459,0.1534656137228012
prototype,0.05,,,,,120,0.9416666666666667,0.9412587412587412,1.0,0.03600220580895737,0.07405246794223785,0.10813947767019272
hierarchical,0.05,,,0.5,,120,0.9333333333333333,0.9326599326599327,1.0,0.038610274593035426,0.07834895700216293,0.11476535350084305
prototype,0.07,,,,,120,0.9416666666666667,0.9412587412587412,1.0,0.034201012055079145,0.0678476095199585,0.09975667297840118
hierarchical,0.07,,,0.5,,120,0.9333333333333333,0.9326599326599327,1.0,0.04287896951039632,0.07201749831438065,0.10504008829593658
prototype,0.1,,,,,120,0.9416666666666667,0.9412587412587412,1.0,0.02702886114517847,0.06535326689481735,0.1040789783000946
hierarchical,0.1,,,0.5,,120,0.9416666666666667,0.9408617290903971,1.0,0.034180129071076704,0.06937531381845474,0.10827037692070007
prototype,0.2,,,,,120,0.9416666666666667,0.9412587412587412,1.0,0.08435821433862051,0.08168213814496994,0.15370874106884003
hierarchical,0.2,,,0.5,,120,0.9416666666666667,0.9408617290903971,1.0,0.060665089388688406,0.08592499047517776,0.15852013230323792
prototype,0.5,,,,,120,0.9416666666666667,0.9412587412587412,1.0,0.25744929040471715,0.18381328880786896,0.39414870738983154
hierarchical,0.5,,,0.5,,120,0.925,0.9232736572890025,1.0,0.23490536759297054,0.19535121321678162,0.40939101576805115
prototype,1.0,,,,,120,0.9416666666666667,0.9412587412587412,1.0,0.45457774425546327,0.3739728331565857,0.7295970320701599
hierarchical,1.0,,,0.5,,120,0.8916666666666667,0.8863305158845818,1.0,0.3995234524210294,0.38709497451782227,0.747829794883728
fused,0.1,0.75,0.0,0.5,pure_prototype,120,0.9416666666666667,0.9408617290903971,1.0,0.034180129071076704,0.06937531381845474,0.10827037692070007
fused,0.1,0.75,0.25,0.5,mixed,120,0.9333333333333333,0.9330357142857143,1.0,0.053082503875096644,0.06356503069400787,0.10015545040369034
fused,0.1,0.75,0.5,0.5,mixed,120,0.9583333333333334,0.9583217560433455,1.0,0.04438224186499914,0.05977411940693855,0.09433888643980026
fused,0.1,0.75,0.75,0.5,mixed,120,0.9583333333333334,0.9583217560433455,1.0,0.04838504890600841,0.05800259858369827,0.09099340438842773
fused,0.1,0.75,1.0,0.5,pure_softmax,120,0.9666666666666667,0.9666666666666668,1.0,0.02777281999588013,0.058250464498996735,0.09118097275495529
