noise_environment,snr_db,target_active_snr_db,snr_reference,condition,method,n,top1_acc,macro_f1,top2_acc,ece,brier,nll,frozen_global_threshold,frozen_threshold_coverage,frozen_threshold_selective_risk,frozen_per_class_threshold_coverage,frozen_per_class_threshold_selective_risk,aurc,risk_at_coverage_0.80,risk_at_coverage_0.90,risk_at_coverage_0.95,cough_precision,cough_recall,cough_f1,cough_support,calm_grunt_precision,calm_grunt_recall,calm_grunt_f1,calm_grunt_support,feeding_precision,feeding_recall,feeding_f1,feeding_support,stress_vocal_precision,stress_vocal_recall,stress_vocal_f1,stress_vocal_support,feeding_to_stress,stress_to_feeding,cough_to_calm_grunt,cough_to_feeding,cough_to_stress_vocal,global_coverage,selective_risk,feeding_coverage,feeding_selective_risk,stress_vocal_coverage,stress_vocal_selective_risk,macro_f1_degradation_vs_clean,hierarchy_consistency,mean_prototype_distance_margin
clean,clean,clean,clean,clean,raw_softmax,168.0,0.9464285714285714,0.946053946053946,1.0,0.05270092189311981,0.1029416024684906,0.1730397790670395,0.6393170952796936,0.9047619047619048,0.03289473684210531,0.8452380952380952,0.04225352112676062,0.008509641131286893,0.022222222222222254,0.03289473684210531,0.043749999999999956,1.0,1.0,1.0,42.0,1.0,1.0,1.0,42.0,0.9714285714285714,0.8095238095238095,0.8831168831168831,42.0,0.8367346938775511,0.9761904761904762,0.9010989010989011,42.0,8.0,1.0,0.0,0.0,0.0,0.9047619047619048,0.03289473684210531,0.7142857142857143,0.16666666666666666,0.9285714285714286,0.0,0.0,,
clean,clean,clean,clean,clean,prototype,168.0,0.9464285714285714,0.9464209780297661,1.0,0.02638661754982816,0.0766608715057373,0.12113456428050995,0.836179792881012,0.875,0.013605442176870763,0.8988095238095238,0.026490066225165587,0.0048299906846111925,0.007407407407407418,0.02631578947368418,0.03749999999999998,1.0,1.0,1.0,42.0,1.0,1.0,1.0,42.0,0.9024390243902439,0.8809523809523809,0.891566265060241,42.0,0.8837209302325582,0.9047619047619048,0.8941176470588236,42.0,5.0,4.0,0.0,0.0,0.0,0.875,0.013605442176870763,0.7857142857142857,0.06060606060606061,0.7142857142857143,0.0,0.0,,
clean,clean,clean,clean,clean,hierarchical,168.0,0.9642857142857143,0.9642045454545454,1.0,0.0495475750593912,0.0810266062617302,0.136917844414711,0.7005351781845093,0.8809523809523809,0.020270270270270285,0.9166666666666666,0.03246753246753242,0.005656226272096961,0.007407407407407418,0.03289473684210531,0.03749999999999998,1.0,1.0,1.0,42.0,1.0,1.0,1.0,42.0,0.9736842105263158,0.8809523809523809,0.925,42.0,0.8913043478260869,0.9761904761904762,0.9318181818181818,42.0,5.0,1.0,0.0,0.0,0.0,0.8809523809523809,0.020270270270270285,0.7380952380952381,0.0967741935483871,0.7857142857142857,0.0,0.0,,
clean,clean,clean,clean,clean,fused,168.0,0.9523809523809523,0.9521367521367521,1.0,0.029409357834429918,0.0854644924402237,0.1412912756204605,0.75362628698349,0.875,0.03401360544217691,0.8571428571428571,0.03472222222222221,0.006856071540075913,0.014814814814814836,0.03289473684210531,0.03749999999999998,1.0,1.0,1.0,42.0,1.0,1.0,1.0,42.0,0.9722222222222222,0.8333333333333334,0.8974358974358975,42.0,0.8541666666666666,0.9761904761904762,0.9111111111111111,42.0,7.0,1.0,0.0,0.0,0.0,0.875,0.03401360544217691,0.7142857142857143,0.16666666666666666,0.7857142857142857,0.0,0.0,,
clean,clean,,,clean,hierarchy_audit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9702380952380952,
DWASHING,20.0,20.0,active_valid_region,DWASHING_20dB,raw_softmax,168.0,0.8333333333333334,0.835287081339713,0.9107142857142857,0.10432994259255274,0.2892007827758789,0.6032983660697937,0.6393170952796936,0.875,0.13605442176870752,0.7380952380952381,0.16935483870967738,0.07938600145259529,0.14814814814814814,0.14473684210526316,0.15000000000000002,1.0,0.5714285714285714,0.7272727272727273,42.0,1.0,1.0,1.0,42.0,0.9705882352941176,0.7857142857142857,0.868421052631579,42.0,0.6029411764705882,0.9761904761904762,0.7454545454545455,42.0,9.0,1.0,0.0,0.0,18.0,0.875,0.13605442176870752,0.7142857142857143,0.16666666666666666,0.9523809523809523,0.0,0.11076686471423303,,
DWASHING,20.0,20.0,active_valid_region,DWASHING_20dB,prototype,168.0,0.8511904761904762,0.8521868487344837,0.9107142857142857,0.11107202122608822,0.2614409923553467,2.5326576232910156,0.836179792881012,0.8571428571428571,0.11805555555555558,0.8392857142857143,0.13475177304964536,0.07783097667102676,0.11851851851851847,0.125,0.13749999999999996,1.0,0.6190476190476191,0.7647058823529411,42.0,1.0,1.0,1.0,42.0,0.9024390243902439,0.8809523809523809,0.891566265060241,42.0,0.6440677966101694,0.9047619047619048,0.7524752475247525,42.0,5.0,4.0,0.0,0.0,16.0,0.8571428571428571,0.11805555555555558,0.7857142857142857,0.06060606060606061,0.6904761904761905,0.0,0.09423412929528241,,
DWASHING,20.0,20.0,active_valid_region,DWASHING_20dB,hierarchical,168.0,0.8630952380952381,0.8630552594171996,0.9107142857142857,0.11503630982978003,0.2685115337371826,1.805232048034668,0.7005351781845093,0.8571428571428571,0.125,0.8214285714285714,0.14492753623188404,0.08025910730625192,0.12592592592592589,0.13815789473684215,0.13124999999999998,1.0,0.5952380952380952,0.746268656716418,42.0,1.0,1.0,1.0,42.0,0.9736842105263158,0.8809523809523809,0.925,42.0,0.6507936507936508,0.9761904761904762,0.780952380952381,42.0,5.0,1.0,0.0,0.0,17.0,0.8571428571428571,0.125,0.7380952380952381,0.0967741935483871,0.7857142857142857,0.0,0.10114928603734574,,
DWASHING,20.0,20.0,active_valid_region,DWASHING_20dB,fused,168.0,0.8452380952380952,0.845991970991971,0.9107142857142857,0.12483906533036912,0.27684706449508667,1.0025663375854492,0.75362628698349,0.8452380952380952,0.14084507042253525,0.7559523809523809,0.15748031496062997,0.08556364886887935,0.1333333333333333,0.13815789473684215,0.13124999999999998,1.0,0.5714285714285714,0.7272727272727273,42.0,1.0,1.0,1.0,42.0,0.9722222222222222,0.8333333333333334,0.8974358974358975,42.0,0.6212121212121212,0.9761904761904762,0.7592592592592593,42.0,7.0,1.0,0.0,0.0,18.0,0.8452380952380952,0.14084507042253525,0.7142857142857143,0.16666666666666666,0.8095238095238095,0.0,0.1061447811447811,,
DWASHING,20.0,,,DWASHING_20dB,hierarchy_audit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9583333333333334,
