threshold,coverage,selective_risk,selective_acc,n_accepted,n_total
0.0,1.0,0.050000000000000044,0.95,120,120
0.01,1.0,0.050000000000000044,0.95,120,120
0.02,1.0,0.050000000000000044,0.95,120,120
0.03,1.0,0.050000000000000044,0.95,120,120
0.04,1.0,0.050000000000000044,0.95,120,120
0.05,1.0,0.050000000000000044,0.95,120,120
0.06,1.0,0.050000000000000044,0.95,120,120
0.07,1.0,0.050000000000000044,0.95,120,120
0.08,1.0,0.050000000000000044,0.95,120,120
0.09,1.0,0.050000000000000044,0.95,120,120
0.1,1.0,0.050000000000000044,0.95,120,120
0.11,1.0,0.050000000000000044,0.95,120,120
0.12,1.0,0.050000000000000044,0.95,120,120
0.13,1.0,0.050000000000000044,0.95,120,120
0.14,1.0,0.050000000000000044,0.95,120,120
0.15,1.0,0.050000000000000044,0.95,120,120
0.16,1.0,0.050000000000000044,0.95,120,120
0.17,1.0,0.050000000000000044,0.95,120,120
0.18,1.0,0.050000000000000044,0.95,120,120
0.19,1.0,0.050000000000000044,0.95,120,120
0.2,1.0,0.050000000000000044,0.95,120,120
0.21,1.0,0.050000000000000044,0.95,120,120
0.22,1.0,0.050000000000000044,0.95,120,120
0.23,1.0,0.050000000000000044,0.95,120,120
0.24,1.0,0.050000000000000044,0.95,120,120
0.25,1.0,0.050000000000000044,0.95,120,120
0.26,1.0,0.050000000000000044,0.95,120,120
0.27,1.0,0.050000000000000044,0.95,120,120
0.28,1.0,0.050000000000000044,0.95,120,120
0.29,1.0,0.050000000000000044,0.95,120,120
0.3,1.0,0.050000000000000044,0.95,120,120
0.31,1.0,0.050000000000000044,0.95,120,120
0.32,1.0,0.050000000000000044,0.95,120,120
0.33,1.0,0.050000000000000044,0.95,120,120
0.34,1.0,0.050000000000000044,0.95,120,120
0.35000000000000003,1.0,0.050000000000000044,0.95,120,120
0.36,1.0,0.050000000000000044,0.95,120,120
0.37,1.0,0.050000000000000044,0.95,120,120
0.38,1.0,0.050000000000000044,0.95,120,120
0.39,1.0,0.050000000000000044,0.95,120,120
0.4,1.0,0.050000000000000044,0.95,120,120
0.41000000000000003,1.0,0.050000000000000044,0.95,120,120
0.42,1.0,0.050000000000000044,0.95,120,120
0.43,1.0,0.050000000000000044,0.95,120,120
0.44,1.0,0.050000000000000044,0.95,120,120
0.45,1.0,0.050000000000000044,0.95,120,120
0.46,1.0,0.050000000000000044,0.95,120,120
0.47000000000000003,1.0,0.050000000000000044,0.95,120,120
0.48,0.9916666666666667,0.050420168067226934,0.9495798319327731,119,120
0.49,0.9916666666666667,0.050420168067226934,0.9495798319327731,119,120
0.5,0.9916666666666667,0.050420168067226934,0.9495798319327731,119,120
0.51,0.9833333333333333,0.05084745762711862,0.9491525423728814,118,120
0.52,0.9833333333333333,0.05084745762711862,0.9491525423728814,118,120
0.53,0.9833333333333333,0.05084745762711862,0.9491525423728814,118,120
0.54,0.9833333333333333,0.05084745762711862,0.9491525423728814,118,120
0.55,0.975,0.042735042735042694,0.9572649572649573,117,120
0.56,0.9583333333333334,0.034782608695652195,0.9652173913043478,115,120
0.5700000000000001,0.95,0.02631578947368418,0.9736842105263158,114,120
0.58,0.95,0.02631578947368418,0.9736842105263158,114,120
0.5853458642959595,0.95,0.02631578947368418,0.9736842105263158,114,120
0.59,0.9416666666666667,0.026548672566371723,0.9734513274336283,113,120
0.6,0.9416666666666667,0.026548672566371723,0.9734513274336283,113,120
0.61,0.9416666666666667,0.026548672566371723,0.9734513274336283,113,120
0.62,0.9416666666666667,0.026548672566371723,0.9734513274336283,113,120
0.63,0.9333333333333333,0.0267857142857143,0.9732142857142857,112,120
0.64,0.9333333333333333,0.0267857142857143,0.9732142857142857,112,120
0.65,0.9333333333333333,0.0267857142857143,0.9732142857142857,112,120
0.66,0.925,0.027027027027026973,0.972972972972973,111,120
0.67,0.925,0.027027027027026973,0.972972972972973,111,120
0.68,0.925,0.027027027027026973,0.972972972972973,111,120
0.6900000000000001,0.925,0.027027027027026973,0.972972972972973,111,120
0.7000000000000001,0.925,0.027027027027026973,0.972972972972973,111,120
0.71,0.925,0.027027027027026973,0.972972972972973,111,120
0.72,0.925,0.027027027027026973,0.972972972972973,111,120
0.73,0.925,0.027027027027026973,0.972972972972973,111,120
0.74,0.925,0.027027027027026973,0.972972972972973,111,120
0.75,0.925,0.027027027027026973,0.972972972972973,111,120
0.76,0.925,0.027027027027026973,0.972972972972973,111,120
