method,prototype_temperature,softmax_temperature,softmax_weight,hier_aux_prob_weight,fusion_kind,n,top1_acc,macro_f1,top2_acc,ece,brier,nll
raw_softmax,,,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.01131947984298073,0.03521726652979851,0.06793270260095596
calibrated_softmax,,0.5,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.019344658156235966,0.036279842257499695,0.08784481883049011
calibrated_softmax,,0.75,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.01576298028230672,0.03529347851872444,0.06913074105978012
calibrated_softmax,,1.0,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.011319476862748493,0.03521726652979851,0.06793270260095596
calibrated_softmax,,1.5,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.04151148001352946,0.04004187509417534,0.09081175923347473
calibrated_softmax,,2.0,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.08715868790944419,0.052120912820100784,0.1361168473958969
prototype,0.03,,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.01717993567387268,0.03377528116106987,0.12953118979930878
hierarchical,0.03,,,0.5,,120,0.9833333333333333,0.9833333333333334,1.0,0.01805987556775416,0.03410030156373978,0.10987210273742676
prototype,0.05,,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.015619017680485998,0.03441618010401726,0.08453347533941269
hierarchical,0.05,,,0.5,,120,0.9833333333333333,0.9833333333333334,1.0,0.014434188107649536,0.03372454643249512,0.07490373402833939
prototype,0.07,,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.019546968241532667,0.03500949591398239,0.07199127972126007
hierarchical,0.07,,,0.5,,120,0.9833333333333333,0.9833333333333334,1.0,0.007663756112257611,0.03334809094667435,0.06648650020360947
prototype,0.1,,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.016250124077002173,0.0369873084127903,0.0740533322095871
hierarchical,0.1,,,0.5,,120,0.9833333333333333,0.9833333333333334,1.0,0.017464412252108253,0.03496617451310158,0.07195654511451721
prototype,0.2,,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.0801929622888565,0.058312706649303436,0.12890860438346863
hierarchical,0.2,,,0.5,,120,0.9833333333333333,0.9833333333333334,1.0,0.08358621249596276,0.059245165437459946,0.132047638297081
prototype,0.5,,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.28722446908553445,0.173424631357193,0.3849341571331024
hierarchical,0.5,,,0.5,,120,0.975,0.9749930536260072,1.0,0.2863665871322155,0.18449287116527557,0.3991450071334839
prototype,1.0,,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.49294635231296224,0.36855846643447876,0.7247059941291809
hierarchical,1.0,,,0.5,,120,0.9166666666666666,0.9142857142857143,1.0,0.4275406087438265,0.3811946213245392,0.7421007752418518
fused,0.07,1.0,0.0,0.5,pure_prototype,120,0.9833333333333333,0.9833333333333334,1.0,0.007663756112257611,0.03334809094667435,0.06648650020360947
fused,0.07,1.0,0.25,0.5,mixed,120,0.9833333333333333,0.9833333333333334,1.0,0.008544599016507438,0.033627722412347794,0.06631452590227127
fused,0.07,1.0,0.5,0.5,mixed,120,0.9833333333333333,0.9833333333333334,1.0,0.007548816998799627,0.03403245657682419,0.06655625253915787
fused,0.07,1.0,0.75,0.5,mixed,120,0.9833333333333333,0.9833333333333334,1.0,0.011850491166114792,0.03456230089068413,0.06711529195308685
fused,0.07,1.0,1.0,0.5,pure_softmax,120,0.9833333333333333,0.9833333333333334,1.0,0.011319476862748493,0.03521726652979851,0.06793270260095596
