noise_environment,target_active_snr_db,snr_reference,y_true,n,active_snr_mean,active_snr_std,active_snr_min,active_snr_max,full_window_snr_mean,full_window_snr_std,full_window_snr_min,full_window_snr_max,valid_duration_ratio_mean,valid_duration_ratio_std
DWASHING,0.0,active_valid_region,calm_grunt,42,-2.1511900885559396e-08,2.3442555333096598e-07,-4.389253480337453e-07,4.586208869115699e-07,-2.1511900885559396e-08,2.3442555333096598e-07,-4.389253480337453e-07,4.586208869115699e-07,1.0,0.0
DWASHING,0.0,active_valid_region,cough,42,7.700789374040642e-09,2.1743691265862314e-07,-4.199210168751552e-07,3.706541604352458e-07,-6.920027214246016,2.5453239650653696,-16.085252228528116,-2.6042129851432474,0.22949293154761902,0.05074989888260534
DWASHING,0.0,active_valid_region,feeding,42,9.539897514321819e-09,2.0720056217646492e-07,-3.610017651417359e-07,4.2788164671310913e-07,-0.0011976204847317577,0.006077612760359856,-0.03943783111528498,3.9713184894924144e-07,0.9998058035714286,0.0009407283265681336
DWASHING,0.0,active_valid_region,stress_vocal,42,-1.4151363984974746e-08,2.213154968677818e-07,-4.979527033395983e-07,5.084610537697868e-07,-0.00229331104064091,0.008969233125548492,-0.0538825226605887,5.084610537697868e-07,0.9997023809523811,0.0009609488236800135
DWASHING,10.0,active_valid_region,calm_grunt,42,10.000000057605448,2.426966721881042e-07,9.999999674160929,10.00000045753178,10.000000057605448,2.426966721881042e-07,9.999999674160929,10.00000045753178,1.0,0.0
DWASHING,10.0,active_valid_region,cough,42,10.000000011058912,2.1448016044376688e-07,9.999999591696294,10.000000408456993,3.0799727889849358,2.545323961135844,-6.085251917445378,7.39578661753042,0.22949293154761902,0.05074989888260534
DWASHING,10.0,active_valid_region,feeding,42,10.00000003828811,2.1482517842758216e-07,9.999999589734829,10.000000441407956,9.998802408256793,0.0060775275592772765,9.960562673311435,10.000000441407956,0.9998058035714286,0.0009407283265681336
DWASHING,10.0,active_valid_region,stress_vocal,42,9.999999978213637,2.2899337573085814e-07,9.999999527910907,10.000000311396565,9.997706681327225,0.008969281750521372,9.946116827348062,10.000000311396565,0.9997023809523811,0.0009609488236800135
DWASHING,20.0,active_valid_region,calm_grunt,42,20.000000039043684,1.7047433940401236e-07,19.999999625823595,20.000000398635443,20.000000039043684,1.7047433940401236e-07,19.999999625823595,20.000000398635443,1.0,0.0
DWASHING,20.0,active_valid_region,cough,42,19.999999993673754,2.3055900745063055e-07,19.999999559218757,20.00000037057051,13.079972772235973,2.5453239255587365,3.9147484860462796,17.395786392200705,0.22949293154761902,0.05074989888260534
DWASHING,20.0,active_valid_region,feeding,42,20.00000002149978,2.1401289357939106e-07,19.99999954964462,20.000000370037156,19.998802391477643,0.00607758034807208,19.96056234344771,20.000000370037156,0.9998058035714286,0.0009407283265681336
DWASHING,20.0,active_valid_region,stress_vocal,42,19.99999997762932,2.3037765774841126e-07,19.999999592981567,20.000000378424737,19.997706680738187,0.008969204199397127,19.946117475393553,20.000000378424737,0.9997023809523811,0.0009609488236800135
STRAFFIC,0.0,active_valid_region,calm_grunt,42,-4.928548277366649e-08,2.007538444213129e-07,-4.370540454180232e-07,3.936625209678865e-07,-4.928548277366649e-08,2.007538444213129e-07,-4.370540454180232e-07,3.936625209678865e-07,1.0,0.0
STRAFFIC,0.0,active_valid_region,cough,42,4.060227769696572e-08,2.2899300605457435e-07,-3.590704186906146e-07,3.7092039195084687e-07,-6.577864004319942,1.1988624194856314,-10.398271180351959,-3.7843520100607386,0.22949293154761902,0.05074989888260534
STRAFFIC,0.0,active_valid_region,feeding,42,-2.8248300863558298e-08,2.300638889866995e-07,-4.498094561944537e-07,3.6876780098511435e-07,-0.002412038129129947,0.013925246375880471,-0.09043839541248577,3.6876780098511435e-07,0.9998058035714286,0.0009407283265681336
STRAFFIC,0.0,active_valid_region,stress_vocal,42,-2.7751698007233677e-08,2.0595563855891107e-07,-3.811237073950523e-07,4.3667028572401955e-07,-0.0007452354955468828,0.0031473045044218134,-0.020400903974836754,3.790869665417497e-07,0.9997023809523811,0.0009609488236800135
STRAFFIC,10.0,active_valid_region,calm_grunt,42,9.99999994798636,2.3044830877047237e-07,9.999999507553829,10.000000455314348,9.99999994798636,2.3044830877047237e-07,9.999999507553829,10.000000455314348,1.0,0.0
STRAFFIC,10.0,active_valid_region,cough,42,9.999999991055608,2.3241915312724704e-07,9.999999665984,10.000000505408162,3.422135945708334,1.1988624584956649,-0.39827111650548697,6.215648132615163,0.22949293154761902,0.05074989888260534
STRAFFIC,10.0,active_valid_region,feeding,42,10.000000080813308,2.2882016885269368e-07,9.99999959256703,10.000000483808806,9.997588070921674,0.013925168808795888,9.909562213043584,10.000000483808806,0.9998058035714286,0.0009407283265681336
STRAFFIC,10.0,active_valid_region,stress_vocal,42,10.000000034828183,2.2993379295264354e-07,9.99999961348854,10.000000414313543,9.999254827092773,0.003147359940553382,9.979598803140785,10.000000414313543,0.9997023809523811,0.0009609488236800135
STRAFFIC,20.0,active_valid_region,calm_grunt,42,20.000000028095183,2.2395261989757936e-07,19.99999963099903,20.000000472764707,20.000000028095183,2.2395261989757936e-07,19.99999963099903,20.000000472764707,1.0,0.0
STRAFFIC,20.0,active_valid_region,cough,42,19.999999968748902,1.9410104216573837e-07,19.99999956769355,20.000000335619763,13.422135922853155,1.1988624152606975,9.601728822336785,16.215647988139583,0.22949293154761902,0.05074989888260534
STRAFFIC,20.0,active_valid_region,feeding,42,19.999999950332974,2.0220319464162514e-07,19.999999517597754,20.000000434225225,19.997587940422193,0.01392521219057789,19.909561810870944,20.000000434225225,0.9998058035714286,0.0009407283265681336
STRAFFIC,20.0,active_valid_region,stress_vocal,42,19.999999951152326,2.0734124046686595e-07,19.999999573762956,20.00000037476071,19.999254743414575,0.003147344764490392,19.979598781958554,20.000000353660603,0.9997023809523811,0.0009609488236800135
TBUS,0.0,active_valid_region,calm_grunt,42,5.2442633039248596e-08,2.1237563134217445e-07,-3.4299033757515997e-07,4.3651943791466394e-07,5.2442633039248596e-08,2.1237563134217445e-07,-3.4299033757515997e-07,4.3651943791466394e-07,1.0,0.0
TBUS,0.0,active_valid_region,cough,42,1.0367839407558077e-07,1.765095179390497e-07,-4.057527130099321e-07,3.562558377796548e-07,-6.7621082429367805,1.7171412357523723,-10.893283790050043,-3.270243305168333,0.22949293154761902,0.05074989888260534
TBUS,0.0,active_valid_region,feeding,42,-4.662901261961916e-09,2.2192756437931648e-07,-3.491829624068509e-07,4.577176534949771e-07,-0.0006775975486901295,0.0028048513669550667,-0.018033620216974702,4.577176534949771e-07,0.9998058035714286,0.0009407283265681336
TBUS,0.0,active_valid_region,stress_vocal,42,9.618882317815472e-09,2.2328851487139175e-07,-3.5943509842372437e-07,4.975028305200497e-07,-0.0007680160921199463,0.002681185985507813,-0.014329001794492258,4.975028305200497e-07,0.9997023809523811,0.0009609488236800135
TBUS,10.0,active_valid_region,calm_grunt,42,10.00000001357368,1.9674535574700354e-07,9.999999644353357,10.000000398958646,10.00000001357368,1.9674535574700354e-07,9.999999644353357,10.000000398958646,1.0,0.0
TBUS,10.0,active_valid_region,cough,42,9.999999939666175,2.0773267010442645e-07,9.9999995687558,10.000000436279777,3.237891593195246,1.7171411428062409,-0.8932838664958538,6.729756257518856,0.22949293154761902,0.05074989888260534
