noise_environment,snr_db,target_active_snr_db,snr_reference,condition,method,n,top1_acc,macro_f1,top2_acc,ece,brier,nll,frozen_global_threshold,frozen_threshold_coverage,frozen_threshold_selective_risk,frozen_per_class_threshold_coverage,frozen_per_class_threshold_selective_risk,aurc,augrc,risk_at_coverage_0.80,risk_at_coverage_0.90,risk_at_coverage_0.95,cough_precision,cough_recall,cough_f1,cough_support,calm_grunt_precision,calm_grunt_recall,calm_grunt_f1,calm_grunt_support,feeding_precision,feeding_recall,feeding_f1,feeding_support,stress_vocal_precision,stress_vocal_recall,stress_vocal_f1,stress_vocal_support,feeding_to_stress,stress_to_feeding,cough_to_calm_grunt,cough_to_feeding,cough_to_stress_vocal,global_coverage,selective_risk,feeding_coverage,feeding_selective_risk,stress_vocal_coverage,stress_vocal_selective_risk,macro_f1_degradation_vs_clean,hierarchy_consistency,mean_prototype_distance_margin
clean,clean,clean,clean,clean,raw_softmax,168.0,0.9523809523809523,0.9521367521367521,1.0,0.020581187946455835,0.0742286890745163,0.12689825892448425,0.6986180543899536,0.9642857142857143,0.03703703703703709,0.9464285714285714,0.037735849056603765,0.004651649774541934,0.004651649774541935,0.007407407407407418,0.019736842105263164,0.03125,1.0,1.0,1.0,42.0,1.0,1.0,1.0,42.0,0.8541666666666666,0.9761904761904762,0.9111111111111111,42.0,0.9722222222222222,0.8333333333333334,0.8974358974358975,42.0,1.0,7.0,0.0,0.0,0.0,0.9642857142857143,0.03703703703703709,0.9285714285714286,0.02564102564102564,0.9285714285714286,0.1282051282051282,0.0,,
clean,clean,clean,clean,clean,prototype,168.0,0.9583333333333334,0.9582801191996594,1.0,0.024158065872533017,0.07266005873680115,0.1255260407924652,0.7032564878463745,0.9642857142857143,0.03703703703703709,0.9404761904761905,0.03797468354430378,0.005361420240516632,0.005361420240516634,0.007407407407407418,0.013157894736842146,0.03125,1.0,1.0,1.0,42.0,1.0,1.0,1.0,42.0,0.8888888888888888,0.9523809523809523,0.9195402298850575,42.0,0.9487179487179487,0.8809523809523809,0.9135802469135802,42.0,2.0,5.0,0.0,0.0,0.0,0.9642857142857143,0.03703703703703709,0.9047619047619048,0.02631578947368421,0.9523809523809523,0.125,0.0,,
clean,clean,clean,clean,clean,hierarchical,168.0,0.9523809523809523,0.9523539421440725,1.0,0.016309375564257267,0.06719134002923965,0.11741640418767929,0.6914087533950806,0.9583333333333334,0.03105590062111796,0.9583333333333334,0.037267080745341574,0.005229751041323563,0.005229751041323563,0.007407407407407418,0.013157894736842146,0.03125,1.0,1.0,1.0,42.0,1.0,1.0,1.0,42.0,0.8863636363636364,0.9285714285714286,0.9069767441860465,42.0,0.925,0.8809523809523809,0.9024390243902439,42.0,3.0,5.0,0.0,0.0,0.0,0.9583333333333334,0.03105590062111796,0.9047619047619048,0.02631578947368421,0.9285714285714286,0.10256410256410256,0.0,,
clean,clean,clean,clean,clean,fused,168.0,0.9523809523809523,0.9521367521367521,1.0,0.020581188656034942,0.0742286890745163,0.12689824402332306,0.6986180543899536,0.9642857142857143,0.03703703703703709,0.9464285714285714,0.037735849056603765,0.004651649774541934,0.004651649774541935,0.007407407407407418,0.019736842105263164,0.03125,1.0,1.0,1.0,42.0,1.0,1.0,1.0,42.0,0.8541666666666666,0.9761904761904762,0.9111111111111111,42.0,0.9722222222222222,0.8333333333333334,0.8974358974358975,42.0,1.0,7.0,0.0,0.0,0.0,0.9642857142857143,0.03703703703703709,0.9285714285714286,0.02564102564102564,0.9285714285714286,0.1282051282051282,0.0,,
clean,clean,,,clean,hierarchy_audit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9880952380952381,
DWASHING,20.0,20.0,active_valid_region,DWASHING_20dB,raw_softmax,168.0,0.7261904761904762,0.6721181076128602,0.7976190476190477,0.23761563162718494,0.5188222527503967,1.70391047000885,0.6986180543899536,0.9464285714285714,0.2704402515723271,0.9285714285714286,0.27564102564102566,0.15958470719286175,0.15958470719286175,0.28148148148148144,0.2763157894736842,0.26875000000000004,1.0,0.09523809523809523,0.17391304347826086,42.0,1.0,1.0,1.0,42.0,0.8541666666666666,0.9761904761904762,0.9111111111111111,42.0,0.47297297297297297,0.8333333333333334,0.603448275862069,42.0,1.0,7.0,0.0,0.0,38.0,0.9464285714285714,0.2704402515723271,0.9285714285714286,0.02564102564102564,0.9285714285714286,0.1282051282051282,0.2800186445238919,,
DWASHING,20.0,20.0,active_valid_region,DWASHING_20dB,prototype,168.0,0.7380952380952381,0.6898562078499157,0.7857142857142857,0.24321386892171135,0.5112433433532715,3.6287753582000732,0.7032564878463745,0.9642857142857143,0.26543209876543206,0.9166666666666666,0.27922077922077926,0.20883286137682022,0.20883286137682022,0.28148148148148144,0.256578947368421,0.26249999999999996,1.0,0.11904761904761904,0.2127659574468085,42.0,1.0,1.0,1.0,42.0,0.8888888888888888,0.9523809523809523,0.9195402298850575,42.0,0.4868421052631579,0.8809523809523809,0.6271186440677966,42.0,2.0,5.0,0.0,0.0,37.0,0.9642857142857143,0.26543209876543206,0.9047619047619048,0.02631578947368421,0.9523809523809523,0.125,0.26842391134974364,,
DWASHING,20.0,20.0,active_valid_region,DWASHING_20dB,hierarchical,168.0,0.7321428571428571,0.6853978602821633,0.7857142857142857,0.22951625784238178,0.5059554576873779,3.5310792922973633,0.6914087533950806,0.9583333333333334,0.26086956521739135,0.9285714285714286,0.27564102564102566,0.20489674997967985,0.20489674997967988,0.28148148148148144,0.25,0.26249999999999996,1.0,0.11904761904761904,0.2127659574468085,42.0,1.0,1.0,1.0,42.0,0.8863636363636364,0.9285714285714286,0.9069767441860465,42.0,0.4805194805194805,0.8809523809523809,0.6218487394957983,42.0,3.0,5.0,0.0,0.0,37.0,0.9583333333333334,0.26086956521739135,0.9047619047619048,0.02631578947368421,0.9285714285714286,0.10256410256410256,0.2669560818619092,,
DWASHING,20.0,20.0,active_valid_region,DWASHING_20dB,fused,168.0,0.7261904761904762,0.6721181076128602,0.7976190476190477,0.23761558195664761,0.5188222527503967,1.70391047000885,0.6986180543899536,0.9464285714285714,0.2704402515723271,0.9285714285714286,0.27564102564102566,0.15958470719286175,0.15958470719286175,0.28148148148148144,0.2763157894736842,0.26875000000000004,1.0,0.09523809523809523,0.17391304347826086,42.0,1.0,1.0,1.0,42.0,0.8541666666666666,0.9761904761904762,0.9111111111111111,42.0,0.47297297297297297,0.8333333333333334,0.603448275862069,42.0,1.0,7.0,0.0,0.0,38.0,0.9464285714285714,0.2704402515723271,0.9285714285714286,0.02564102564102564,0.9285714285714286,0.1282051282051282,0.2800186445238919,,
DWASHING,20.0,,,DWASHING_20dB,hierarchy_audit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9880952380952381,
DWASHING,10.0,10.0,active_valid_region,DWASHING_10dB,raw_softmax,168.0,0.7083333333333334,0.6290974092301977,0.75,0.2692225951524008,0.566224217414856,2.1488354206085205,0.6986180543899536,0.9702380952380952,0.29447852760736193,0.9583333333333334,0.2981366459627329,0.19160983361212064,0.19160983361212064,0.31851851851851853,0.29605263157894735,0.29374999999999996,0.0,0.0,0.0,42.0,1.0,1.0,1.0,42.0,0.8723404255319149,0.9761904761904762,0.9213483146067416,42.0,0.45569620253164556,0.8571428571428571,0.5950413223140496,42.0,1.0,6.0,0.0,0.0,42.0,0.9702380952380952,0.29447852760736193,0.9285714285714286,0.02564102564102564,0.9523809523809523,0.125,0.32303934290655434,,
