noise_environment,snr_db,method,labels,confusion_matrix,cough_precision,cough_recall,cough_f1,calm_grunt_precision,calm_grunt_recall,calm_grunt_f1,feeding_precision,feeding_recall,feeding_f1,stress_vocal_precision,stress_vocal_recall,stress_vocal_f1,macro_f1_from_cm,feeding_to_stress,stress_to_feeding,cough_to_calm_grunt,cough_to_feeding,cough_to_stress_vocal,condition_family
STRAFFIC,20.0,raw_softmax,cough|calm_grunt|feeding|stress_vocal,"[[0, 0, 0, 1050], [0, 1050, 0, 0], [0, 0, 890, 160], [0, 0, 84, 966]]",0.0,0.0,0.0,1.0,1.0,1.0,0.9137577002053389,0.8476190476190476,0.8794466403162056,0.44393382352941174,0.92,0.5988840669559826,0.619582676818047,160,84,0,0,1050,
TBUS,0.0,fused,cough|calm_grunt|feeding|stress_vocal,"[[0, 14, 0, 1036], [0, 1050, 0, 0], [0, 2, 789, 259], [0, 0, 56, 994]]",0.0,0.0,0.0,0.9849906191369606,1.0,0.9924385633270322,0.9337278106508876,0.7514285714285714,0.8327176781002639,0.43425076452599387,0.9466666666666667,0.5953878406708596,0.605136020524539,259,56,14,0,1036,
TBUS,0.0,hierarchical,cough|calm_grunt|feeding|stress_vocal,"[[0, 22, 0, 1028], [0, 1050, 0, 0], [0, 1, 764, 285], [0, 1, 45, 1004]]",0.0,0.0,0.0,0.9776536312849162,1.0,0.9887005649717514,0.9443757725587144,0.7276190476190476,0.8219472834857451,0.4333189469141131,0.9561904761904761,0.5963765963765963,0.6017561112085232,285,45,22,0,1028,
TBUS,0.0,prototype,cough|calm_grunt|feeding|stress_vocal,"[[0, 25, 0, 1025], [0, 1050, 0, 0], [0, 1, 802, 247], [0, 1, 56, 993]]",0.0,0.0,0.0,0.9749303621169917,1.0,0.987306064880113,0.9347319347319347,0.7638095238095238,0.8406708595387841,0.4384105960264901,0.9457142857142857,0.5990950226244344,0.6067679867608329,247,56,25,0,1025,
TBUS,0.0,raw_softmax,cough|calm_grunt|feeding|stress_vocal,"[[0, 13, 0, 1037], [0, 1049, 0, 1], [0, 2, 777, 271], [0, 0, 54, 996]]",0.0,0.0,0.0,0.9859022556390977,0.9990476190476191,0.9924314096499528,0.9350180505415162,0.74,0.8261562998405104,0.4321041214750542,0.9485714285714286,0.5937406855439642,0.6030820987586069,271,54,13,0,1037,
TBUS,10.0,fused,cough|calm_grunt|feeding|stress_vocal,"[[4, 0, 0, 1046], [0, 1050, 0, 0], [0, 0, 920, 130], [0, 0, 87, 963]]",1.0,0.0038095238095238095,0.007590132827324479,1.0,1.0,1.0,0.913604766633565,0.8761904761904762,0.8945065629557609,0.45021037868162694,0.9171428571428571,0.6039510818438383,0.6265119444067309,130,87,0,0,1046,
TBUS,10.0,hierarchical,cough|calm_grunt|feeding|stress_vocal,"[[4, 0, 0, 1046], [0, 1050, 0, 0], [0, 0, 900, 150], [0, 0, 70, 980]]",1.0,0.0038095238095238095,0.007590132827324479,1.0,1.0,1.0,0.9278350515463918,0.8571428571428571,0.8910891089108911,0.45036764705882354,0.9333333333333333,0.6075635461872287,0.6265606969813611,150,70,0,0,1046,
TBUS,10.0,prototype,cough|calm_grunt|feeding|stress_vocal,"[[4, 0, 0, 1046], [0, 1050, 0, 0], [0, 0, 917, 133], [0, 0, 87, 963]]",1.0,0.0038095238095238095,0.007590132827324479,1.0,1.0,1.0,0.9133466135458167,0.8733333333333333,0.8928919182083738,0.4495798319327731,0.9171428571428571,0.6033834586466166,0.6259663774205787,133,87,0,0,1046,
TBUS,10.0,raw_softmax,cough|calm_grunt|feeding|stress_vocal,"[[4, 0, 0, 1046], [0, 1050, 0, 0], [0, 0, 913, 137], [0, 0, 88, 962]]",1.0,0.0038095238095238095,0.007590132827324479,1.0,1.0,1.0,0.9120879120879121,0.8695238095238095,0.8902974158946855,0.4484848484848485,0.9161904761904762,0.6021909233176839,0.6250196180099234,137,88,0,0,1046,
TBUS,20.0,fused,cough|calm_grunt|feeding|stress_vocal,"[[89, 0, 0, 961], [0, 1050, 0, 0], [0, 0, 945, 105], [0, 0, 96, 954]]",1.0,0.08476190476190476,0.15627743634767338,1.0,1.0,1.0,0.9077809798270894,0.9,0.9038737446197991,0.47227722772277225,0.9085714285714286,0.6214983713355049,0.6704123880757443,105,96,0,0,961,
TBUS,20.0,hierarchical,cough|calm_grunt|feeding|stress_vocal,"[[95, 0, 0, 955], [0, 1050, 0, 0], [0, 0, 930, 120], [0, 0, 75, 975]]",1.0,0.09047619047619047,0.16593886462882096,1.0,1.0,1.0,0.9253731343283582,0.8857142857142857,0.9051094890510949,0.47560975609756095,0.9285714285714286,0.6290322580645161,0.675020152936108,120,75,0,0,955,
TBUS,20.0,prototype,cough|calm_grunt|feeding|stress_vocal,"[[97, 0, 0, 953], [0, 1050, 0, 0], [0, 0, 939, 111], [0, 0, 94, 956]]",1.0,0.09238095238095238,0.16913687881429817,1.0,1.0,1.0,0.9090029041626331,0.8942857142857142,0.9015842534805567,0.47326732673267324,0.9104761904761904,0.6228013029315961,0.6733806088066128,111,94,0,0,953,
TBUS,20.0,raw_softmax,cough|calm_grunt|feeding|stress_vocal,"[[89, 0, 0, 961], [0, 1050, 0, 0], [0, 0, 936, 114], [0, 0, 98, 952]]",1.0,0.08476190476190476,0.15627743634767338,1.0,1.0,1.0,0.9052224371373307,0.8914285714285715,0.8982725527831094,0.46965959546127284,0.9066666666666666,0.6187845303867403,0.6683336298793807,114,98,0,0,961,
clean,clean,fused,cough|calm_grunt|feeding|stress_vocal,"[[1050, 0, 0, 0], [0, 1050, 0, 0], [0, 0, 949, 101], [0, 0, 94, 956]]",1.0,1.0,1.0,1.0,1.0,1.0,0.909875359539789,0.9038095238095238,0.906832298136646,0.9044465468306528,0.9104761904761904,0.9074513526340768,0.9535709126926808,101,94,0,0,0,
clean,clean,hierarchical,cough|calm_grunt|feeding|stress_vocal,"[[1050, 0, 0, 0], [0, 1050, 0, 0], [0, 0, 933, 117], [0, 0, 76, 974]]",1.0,1.0,1.0,1.0,1.0,1.0,0.9246778989098117,0.8885714285714286,0.9062651772705197,0.8927589367552704,0.9276190476190476,0.9098552078468006,0.95403009627933,117,76,0,0,0,
clean,clean,prototype,cough|calm_grunt|feeding|stress_vocal,"[[1050, 0, 0, 0], [0, 1050, 0, 0], [0, 0, 939, 111], [0, 0, 91, 959]]",1.0,1.0,1.0,1.0,1.0,1.0,0.9116504854368932,0.8942857142857142,0.9028846153846154,0.8962616822429906,0.9133333333333333,0.9047169811320754,0.9519003991291728,111,91,0,0,0,
clean,clean,raw_softmax,cough|calm_grunt|feeding|stress_vocal,"[[1050, 0, 0, 0], [0, 1050, 0, 0], [0, 0, 940, 110], [0, 0, 95, 955]]",1.0,1.0,1.0,1.0,1.0,1.0,0.9082125603864735,0.8952380952380953,0.9016786570743407,0.8967136150234741,0.9095238095238095,0.9030732860520094,0.9511879857815875,110,95,0,0,0,
