method,prototype_temperature,softmax_temperature,softmax_weight,hier_aux_prob_weight,fusion_kind,n,top1_acc,macro_f1,top2_acc,ece,brier,nll
raw_softmax,,,,,,120,0.975,0.9749930536260072,1.0,0.021190624435742725,0.04592932388186455,0.08837587386369705
calibrated_softmax,,0.5,,,,120,0.975,0.9749930536260072,1.0,0.014891064167022721,0.040441740304231644,0.09681781381368637
calibrated_softmax,,0.75,,,,120,0.975,0.9749930536260072,1.0,0.021046690642833748,0.04252059385180473,0.08594729006290436
calibrated_softmax,,1.0,,,,120,0.975,0.9749930536260072,1.0,0.02119062344233198,0.045929327607154846,0.08837588131427765
calibrated_softmax,,1.5,,,,120,0.975,0.9749930536260072,1.0,0.048920440177122756,0.05498049408197403,0.11096896976232529
calibrated_softmax,,2.0,,,,120,0.975,0.9749930536260072,1.0,0.08816029181083045,0.06755778193473816,0.1504385769367218
prototype,0.03,,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.02821297645568853,0.041594248265028,0.10908012092113495
hierarchical,0.03,,,0.5,,120,0.9583333333333334,0.9583217560433455,1.0,0.029943791031837516,0.052497729659080505,0.1108706146478653
prototype,0.05,,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.02376313755909597,0.04495404288172722,0.08769843727350235
hierarchical,0.05,,,0.5,,120,0.9666666666666667,0.9666295884315906,1.0,0.015121611952781625,0.0513630174100399,0.08922303467988968
prototype,0.07,,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.03183872600396474,0.04785584658384323,0.08878496289253235
hierarchical,0.07,,,0.5,,120,0.9666666666666667,0.9666295884315906,1.0,0.016620544095834147,0.0517190620303154,0.0892954021692276
prototype,0.1,,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.05173956354459127,0.0541510172188282,0.10421109199523926
hierarchical,0.1,,,0.5,,120,0.9666666666666667,0.9666295884315906,1.0,0.03156291544437409,0.05616055428981781,0.10398361086845398
prototype,0.2,,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.11648750156164167,0.08888721466064453,0.17203472554683685
hierarchical,0.2,,,0.5,,120,0.95,0.9497767857142857,1.0,0.10182627389828365,0.09122482687234879,0.17353558540344238
prototype,0.5,,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.29701181873679167,0.19552083313465118,0.40401342511177063
hierarchical,0.5,,,0.5,,120,0.9333333333333333,0.9326599326599327,1.0,0.2502891783912977,0.20610809326171875,0.41709792613983154
prototype,1.0,,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.49457865258057915,0.374113529920578,0.7297871112823486
hierarchical,1.0,,,0.5,,120,0.8,0.761904761904762,1.0,0.32356095612049107,0.3879057466983795,0.7473313808441162
fused,0.05,0.75,0.0,0.5,pure_prototype,120,0.9666666666666667,0.9666295884315906,1.0,0.015121611952781625,0.0513630174100399,0.08922303467988968
fused,0.05,0.75,0.25,0.5,mixed,120,0.9666666666666667,0.9666295884315906,1.0,0.021311784783999078,0.04816875979304314,0.0869605615735054
fused,0.05,0.75,0.5,0.5,mixed,120,0.975,0.9749930536260072,1.0,0.018380246063073428,0.04563027620315552,0.08570588380098343
fused,0.05,0.75,0.75,0.5,mixed,120,0.975,0.9749930536260072,1.0,0.01733157883087789,0.04374754801392555,0.08535932749509811
fused,0.05,0.75,1.0,0.5,pure_softmax,120,0.975,0.9749930536260072,1.0,0.021046690642833748,0.04252059385180473,0.08594729006290436
