accept_rule,n_total,n_accepted,coverage,selective_acc,selective_risk
accept_global,168,148,0.8809523809523809,0.9864864864864865,0.013513513513513487
accept_per_class,168,152,0.9047619047619048,0.9802631578947368,0.019736842105263164
