accept_rule,n_total,n_accepted,coverage,selective_acc,selective_risk
accept_global,168,148,0.8809523809523809,0.9797297297297297,0.020270270270270285
accept_per_class,168,153,0.9107142857142857,0.9673202614379085,0.0326797385620915
