accept_rule,n_total,n_accepted,coverage,selective_acc,selective_risk
accept_global,168,151,0.8988095238095238,0.9867549668874173,0.013245033112582738
accept_per_class,168,157,0.9345238095238095,0.9617834394904459,0.03821656050955413
