metrics_json,fold,seed,lambda,feature_backend,simulated_noise,noise_protocol,real_farm_external_validation,leakage_audit_ok,clean_equivalence_ok,same_waveform_embedding_reused,snr_error_abs_max,eligible_for_noise_aggregation,paper_main_result
reports\prototype_noise_demand_w05_fold0_seed3407_prescreen_smoke\noise_metrics.json,0,3407,0.5,training_exact,True,zero_shot_frozen,False,True,True,True,4.918568325962269e-07,True,False
