noise_environment,snr_db,target_active_snr_db,snr_reference,condition,method,n,top1_acc,macro_f1,top2_acc,ece,brier,nll,frozen_global_threshold,frozen_threshold_coverage,frozen_threshold_selective_risk,frozen_per_class_threshold_coverage,frozen_per_class_threshold_selective_risk,aurc,risk_at_coverage_0.80,risk_at_coverage_0.90,risk_at_coverage_0.95,cough_precision,cough_recall,cough_f1,cough_support,calm_grunt_precision,calm_grunt_recall,calm_grunt_f1,calm_grunt_support,feeding_precision,feeding_recall,feeding_f1,feeding_support,stress_vocal_precision,stress_vocal_recall,stress_vocal_f1,stress_vocal_support,feeding_to_stress,stress_to_feeding,cough_to_calm_grunt,cough_to_feeding,cough_to_stress_vocal,global_coverage,selective_risk,feeding_coverage,feeding_selective_risk,stress_vocal_coverage,stress_vocal_selective_risk,macro_f1_degradation_vs_clean,hierarchy_consistency,mean_prototype_distance_margin
clean,clean,clean,clean,clean,raw_softmax,168.0,0.9464285714285714,0.9462380884653676,1.0,0.030482525981607878,0.08620556443929672,0.15552164614200592,0.6887476444244385,0.9404761904761905,0.03164556962025311,0.9285714285714286,0.04487179487179482,0.008915245030900222,0.022222222222222254,0.02631578947368418,0.03125,1.0,1.0,1.0,42.0,1.0,1.0,1.0,42.0,0.851063829787234,0.9523809523809523,0.898876404494382,42.0,0.9459459459459459,0.8333333333333334,0.8860759493670886,42.0,2.0,7.0,0.0,0.0,0.0,0.9404761904761905,0.03164556962025311,0.9047619047619048,0.02631578947368421,0.8571428571428571,0.1111111111111111,0.0,,
clean,clean,clean,clean,clean,prototype,168.0,0.9404761904761905,0.9404761904761905,1.0,0.01849452902873359,0.08568481355905533,0.1558992564678192,0.6391295194625854,0.9464285714285714,0.03144654088050314,0.9404761904761905,0.03797468354430378,0.008950326481081933,0.022222222222222254,0.02631578947368418,0.03749999999999998,1.0,1.0,1.0,42.0,1.0,1.0,1.0,42.0,0.8809523809523809,0.8809523809523809,0.8809523809523809,42.0,0.8809523809523809,0.8809523809523809,0.8809523809523809,42.0,5.0,5.0,0.0,0.0,0.0,0.9464285714285714,0.03144654088050314,0.9047619047619048,0.05263157894736842,0.8809523809523809,0.08108108108108109,0.0,,
clean,clean,clean,clean,clean,hierarchical,168.0,0.9404761904761905,0.9404424276800907,1.0,0.025344352637018508,0.08328419923782349,0.14928066730499268,0.6195676922798157,0.9702380952380952,0.042944785276073594,0.9404761904761905,0.044303797468354444,0.00784915465456829,0.014814814814814836,0.02631578947368418,0.03125,1.0,1.0,1.0,42.0,1.0,1.0,1.0,42.0,0.9,0.8571428571428571,0.8780487804878049,42.0,0.8636363636363636,0.9047619047619048,0.8837209302325582,42.0,6.0,4.0,0.0,0.0,0.0,0.9702380952380952,0.042944785276073594,0.9523809523809523,0.1,0.9285714285714286,0.07692307692307693,0.0,,
clean,clean,clean,clean,clean,fused,168.0,0.9523809523809523,0.9522727272727273,1.0,0.03204678460246036,0.08348140120506287,0.15632866322994232,0.7193940877914429,0.9345238095238095,0.02547770700636942,0.9285714285714286,0.04487179487179482,0.008441120506562372,0.022222222222222254,0.02631578947368418,0.03749999999999998,1.0,1.0,1.0,42.0,1.0,1.0,1.0,42.0,0.8695652173913043,0.9523809523809523,0.9090909090909091,42.0,0.9473684210526315,0.8571428571428571,0.9,42.0,2.0,6.0,0.0,0.0,0.0,0.9345238095238095,0.02547770700636942,0.8809523809523809,0.02702702702702703,0.8571428571428571,0.08333333333333333,0.0,,
clean,clean,,,clean,hierarchy_audit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9880952380952381,
DWASHING,20.0,20.0,active_valid_region,DWASHING_20dB,raw_softmax,168.0,0.7738095238095238,0.7549379563424508,0.9404761904761905,0.15168038294428876,0.38490208983421326,0.7704554796218872,0.6887476444244385,0.9107142857142857,0.20261437908496727,0.8511904761904762,0.23076923076923073,0.09781776130554018,0.20740740740740737,0.19736842105263153,0.21875,1.0,0.30952380952380953,0.4727272727272727,42.0,1.0,1.0,1.0,42.0,0.851063829787234,0.9523809523809523,0.898876404494382,42.0,0.5303030303030303,0.8333333333333334,0.6481481481481481,42.0,2.0,7.0,0.0,0.0,29.0,0.9107142857142857,0.20261437908496727,0.9047619047619048,0.02631578947368421,0.8571428571428571,0.1111111111111111,0.19130013212291685,,
DWASHING,20.0,20.0,active_valid_region,DWASHING_20dB,prototype,168.0,0.7857142857142857,0.776350947902672,0.8928571428571429,0.1811316981911659,0.3868931233882904,1.4477639198303223,0.6391295194625854,0.9464285714285714,0.19496855345911945,0.8392857142857143,0.22695035460992907,0.13705021551388238,0.19259259259259254,0.20394736842105265,0.19999999999999996,1.0,0.38095238095238093,0.5517241379310345,42.0,1.0,1.0,1.0,42.0,0.8809523809523809,0.8809523809523809,0.8809523809523809,42.0,0.5441176470588235,0.8809523809523809,0.6727272727272727,42.0,5.0,5.0,0.0,0.0,26.0,0.9464285714285714,0.19496855345911945,0.9047619047619048,0.05263157894736842,0.8809523809523809,0.08108108108108109,0.16412524257351846,,
DWASHING,20.0,20.0,active_valid_region,DWASHING_20dB,hierarchical,168.0,0.7797619047619048,0.7692327354107262,0.8988095238095238,0.1813022575917698,0.3888884484767914,1.452851414680481,0.6195676922798157,0.9642857142857143,0.20370370370370372,0.8511904761904762,0.23076923076923073,0.143782942790471,0.19259259259259254,0.20394736842105265,0.19999999999999996,1.0,0.35714285714285715,0.5263157894736842,42.0,1.0,1.0,1.0,42.0,0.9,0.8571428571428571,0.8780487804878049,42.0,0.5352112676056338,0.9047619047619048,0.672566371681416,42.0,6.0,4.0,0.0,0.0,27.0,0.9642857142857143,0.20370370370370372,0.9523809523809523,0.1,0.9285714285714286,0.07692307692307693,0.17120969226936444,,
DWASHING,20.0,20.0,active_valid_region,DWASHING_20dB,fused,168.0,0.7857142857142857,0.7723835450695704,0.9404761904761905,0.17614326697020305,0.39453810453414917,0.9835149645805359,0.7193940877914429,0.9047619047619048,0.19736842105263153,0.8630952380952381,0.23448275862068968,0.11791401066360255,0.19999999999999996,0.19736842105263153,0.21250000000000002,1.0,0.35714285714285715,0.5263157894736842,42.0,1.0,1.0,1.0,42.0,0.8666666666666667,0.9285714285714286,0.896551724137931,42.0,0.5454545454545454,0.8571428571428571,0.6666666666666666,42.0,3.0,6.0,0.0,0.0,27.0,0.9047619047619048,0.19736842105263153,0.8809523809523809,0.02702702702702703,0.8571428571428571,0.08333333333333333,0.17988918220315686,,
DWASHING,20.0,,,DWASHING_20dB,hierarchy_audit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9821428571428571,
