clip_path,source_wav,event_csv,start_s,end_s,dur_s,max_prob,mean_prob,rank_in_file
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-45-54_312__rank003__p0.976__291.40-293.80.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-45-54_312.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-45-54_312_events.csv,291.4,293.8,2.4,0.975979,0.88907,3
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-45-54_312__rank004__p0.968__50.80-53.50.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-45-54_312.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-45-54_312_events.csv,50.8,53.5,2.7,0.967819,0.86397,4
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-45-54_312__rank005__p0.967__44.40-46.60.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-45-54_312.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-45-54_312_events.csv,44.4,46.6,2.2,0.967134,0.822872,5
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-45-54_312__rank006__p0.967__239.80-242.60.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-45-54_312.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-45-54_312_events.csv,239.8,242.6,2.8,0.966813,0.836239,6
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-45-54_312__rank007__p0.965__177.00-178.90.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-45-54_312.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-45-54_312_events.csv,177.0,178.9,1.9,0.965144,0.850124,7
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-45-54_312__rank008__p0.961__249.20-251.40.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-45-54_312.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-45-54_312_events.csv,249.2,251.4,2.2,0.961492,0.852294,8
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-45-54_312__rank009__p0.956__57.20-59.60.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-45-54_312.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-45-54_312_events.csv,57.2,59.6,2.4,0.956466,0.852601,9
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-45-54_312__rank010__p0.953__146.00-148.60.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-45-54_312.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-45-54_312_events.csv,146.0,148.6,2.6,0.95335,0.802394,10
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-45-54_312__rank011__p0.953__134.90-137.00.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-45-54_312.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-45-54_312_events.csv,134.9,137.0,2.1,0.95304,0.868079,11
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-45-54_312__rank012__p0.952__127.30-129.30.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-45-54_312.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-45-54_312_events.csv,127.3,129.3,2.0,0.952268,0.840929,12
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-45-54_312__rank013__p0.950__96.00-98.30.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-45-54_312.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-45-54_312_events.csv,96.0,98.3,2.3,0.949863,0.859529,13
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-45-54_312__rank014__p0.940__140.60-142.40.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-45-54_312.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-45-54_312_events.csv,140.6,142.4,1.8,0.939968,0.845688,14
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-45-54_312__rank015__p0.939__317.50-319.80.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-45-54_312.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-45-54_312_events.csv,317.5,319.8,2.3,0.939283,0.811105,15
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-45-54_312__rank016__p0.926__141.90-143.40.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-45-54_312.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-45-54_312_events.csv,141.9,143.4,1.5,0.925649,0.841568,16
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-45-54_312__rank017__p0.925__136.80-139.10.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-45-54_312.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-45-54_312_events.csv,136.8,139.1,2.3,0.925022,0.838556,17
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-45-54_312__rank018__p0.920__70.10-72.00.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-45-54_312.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-45-54_312_events.csv,70.1,72.0,1.9,0.920202,0.815336,18
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-45-54_312__rank019__p0.917__141.30-142.90.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-45-54_312.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-45-54_312_events.csv,141.3,142.9,1.6,0.91703,0.868418,19
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-45-54_312__rank020__p0.912__61.70-63.50.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-45-54_312.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-45-54_312_events.csv,61.7,63.5,1.8,0.911998,0.760186,20
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-51-54_564__rank001__p0.992__119.20-121.80.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-51-54_564.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-51-54_564_events.csv,119.2,121.8,2.6,0.991595,0.849253,1
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-51-54_564__rank002__p0.990__253.00-255.50.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-51-54_564.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-51-54_564_events.csv,253.0,255.5,2.5,0.990301,0.868762,2
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-51-54_564__rank003__p0.989__36.20-38.50.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-51-54_564.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-51-54_564_events.csv,36.2,38.5,2.3,0.988711,0.922031,3
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-51-54_564__rank004__p0.986__147.80-150.50.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-51-54_564.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-51-54_564_events.csv,147.8,150.5,2.7,0.986082,0.901975,4
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-51-54_564__rank005__p0.966__92.00-94.10.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-51-54_564.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-51-54_564_events.csv,92.0,94.1,2.1,0.965946,0.824567,5
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-51-54_564__rank006__p0.956__322.60-324.90.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-51-54_564.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-51-54_564_events.csv,322.6,324.9,2.3,0.955743,0.834779,6
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-51-54_564__rank007__p0.931__325.50-327.00.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-51-54_564.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-51-54_564_events.csv,325.5,327.0,1.5,0.931329,0.861175,7
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-51-54_564__rank008__p0.929__332.80-334.80.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-51-54_564.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-51-54_564_events.csv,332.8,334.8,2.0,0.928689,0.810931,8
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-51-54_564__rank009__p0.923__151.70-154.20.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-51-54_564.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-51-54_564_events.csv,151.7,154.2,2.5,0.922902,0.849393,9
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-51-54_564__rank010__p0.914__195.20-196.80.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-51-54_564.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-51-54_564_events.csv,195.2,196.8,1.6,0.914162,0.797572,10
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-51-54_564__rank011__p0.904__322.10-323.60.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-51-54_564.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-51-54_564_events.csv,322.1,323.6,1.5,0.904356,0.81672,11
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-51-54_564__rank012__p0.896__252.20-254.10.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-51-54_564.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-51-54_564_events.csv,252.2,254.1,1.9,0.896381,0.769874,12
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-51-54_564__rank013__p0.879__196.60-198.20.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-51-54_564.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-51-54_564_events.csv,196.6,198.2,1.6,0.879035,0.750953,13
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-51-54_564__rank014__p0.869__237.80-239.60.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-51-54_564.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-51-54_564_events.csv,237.8,239.6,1.8,0.868641,0.777973,14
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-51-54_564__rank015__p0.862__360.10-361.54.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-51-54_564.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-51-54_564_events.csv,360.1,361.544,1.444,0.86245,0.855421,15
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-51-54_564__rank016__p0.857__315.80-317.30.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-51-54_564.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-51-54_564_events.csv,315.8,317.3,1.5,0.856869,0.805954,16
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-51-54_564__rank017__p0.854__237.40-239.00.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-51-54_564.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-51-54_564_events.csv,237.4,239.0,1.6,0.854261,0.765873,17
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-51-54_564__rank018__p0.852__144.70-146.70.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-51-54_564.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-51-54_564_events.csv,144.7,146.7,2.0,0.851841,0.771188,18
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-51-54_564__rank019__p0.850__338.10-340.10.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-51-54_564.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-51-54_564_events.csv,338.1,340.1,2.0,0.849675,0.798335,19
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-51-54_564__rank020__p0.838__96.10-98.00.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-51-54_564.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-51-54_564_events.csv,96.1,98.0,1.9,0.838153,0.765002,20
