clip_path,source_wav,event_csv,start_s,end_s,dur_s,max_prob,mean_prob,rank_in_file
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-21-52_571__rank016__p0.894__32.20-33.90.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-21-52_571.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-21-52_571_events.csv,32.2,33.9,1.7,0.893963,0.793322,16
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-21-52_571__rank017__p0.874__280.30-281.90.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-21-52_571.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-21-52_571_events.csv,280.3,281.9,1.6,0.874017,0.794796,17
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-21-52_571__rank018__p0.856__284.50-286.30.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-21-52_571.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-21-52_571_events.csv,284.5,286.3,1.8,0.856334,0.795537,18
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-21-52_571__rank019__p0.852__16.10-17.60.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-21-52_571.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-21-52_571_events.csv,16.1,17.6,1.5,0.851647,0.771155,19
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-21-52_571__rank020__p0.851__34.10-36.00.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-21-52_571.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-21-52_571_events.csv,34.1,36.0,1.9,0.850956,0.742671,20
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-27-52_851__rank001__p0.997__235.80-238.20.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-27-52_851.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-27-52_851_events.csv,235.8,238.2,2.4,0.997281,0.975037,1
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-27-52_851__rank002__p0.997__56.50-58.80.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-27-52_851.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-27-52_851_events.csv,56.5,58.8,2.3,0.996767,0.904572,2
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-27-52_851__rank003__p0.974__267.60-269.00.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-27-52_851.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-27-52_851_events.csv,267.6,269.0,1.4,0.973893,0.973893,3
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-27-52_851__rank004__p0.961__299.40-301.50.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-27-52_851.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-27-52_851_events.csv,299.4,301.5,2.1,0.961043,0.903698,4
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-27-52_851__rank005__p0.960__328.30-330.40.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-27-52_851.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-27-52_851_events.csv,328.3,330.4,2.1,0.960209,0.877153,5
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-27-52_851__rank006__p0.952__250.80-252.80.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-27-52_851.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-27-52_851_events.csv,250.8,252.8,2.0,0.952355,0.909847,6
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-27-52_851__rank007__p0.945__300.70-302.90.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-27-52_851.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-27-52_851_events.csv,300.7,302.9,2.2,0.945253,0.825816,7
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-27-52_851__rank008__p0.942__267.80-270.20.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-27-52_851.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-27-52_851_events.csv,267.8,270.2,2.4,0.942237,0.81737,8
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-27-52_851__rank009__p0.928__350.90-352.60.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-27-52_851.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-27-52_851_events.csv,350.9,352.6,1.7,0.928022,0.800156,9
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-27-52_851__rank010__p0.918__196.60-198.70.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-27-52_851.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-27-52_851_events.csv,196.6,198.7,2.1,0.918144,0.77394,10
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-27-52_851__rank011__p0.893__275.40-277.40.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-27-52_851.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-27-52_851_events.csv,275.4,277.4,2.0,0.89285,0.834131,11
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-27-52_851__rank012__p0.865__296.60-298.30.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-27-52_851.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-27-52_851_events.csv,296.6,298.3,1.7,0.864807,0.780797,12
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-27-52_851__rank013__p0.857__25.90-27.50.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-27-52_851.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-27-52_851_events.csv,25.9,27.5,1.6,0.856796,0.788561,13
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-27-52_851__rank014__p0.849__97.10-98.60.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-27-52_851.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-27-52_851_events.csv,97.1,98.6,1.5,0.848584,0.809979,14
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-27-52_851__rank015__p0.845__297.10-298.50.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-27-52_851.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-27-52_851_events.csv,297.1,298.5,1.4,0.844912,0.844912,15
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-27-52_851__rank016__p0.843__351.40-353.40.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-27-52_851.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-27-52_851_events.csv,351.4,353.4,2.0,0.843101,0.807008,16
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-27-52_851__rank017__p0.842__329.60-331.80.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-27-52_851.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-27-52_851_events.csv,329.6,331.8,2.2,0.841852,0.731528,17
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-27-52_851__rank018__p0.835__293.10-294.80.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-27-52_851.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-27-52_851_events.csv,293.1,294.8,1.7,0.835399,0.737544,18
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-27-52_851__rank019__p0.833__326.10-327.80.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-27-52_851.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-27-52_851_events.csv,326.1,327.8,1.7,0.832797,0.796812,19
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-27-52_851__rank020__p0.825__324.50-325.90.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-27-52_851.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-27-52_851_events.csv,324.5,325.9,1.4,0.824603,0.824603,20
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-33-53_320__rank001__p0.990__7.30-10.00.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-33-53_320.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-33-53_320_events.csv,7.3,10.0,2.7,0.989735,0.871196,1
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-33-53_320__rank002__p0.989__69.60-72.20.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-33-53_320.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-33-53_320_events.csv,69.6,72.2,2.6,0.988592,0.927495,2
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-33-53_320__rank003__p0.985__334.40-336.20.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-33-53_320.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-33-53_320_events.csv,334.4,336.2,1.8,0.985118,0.843562,3
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-33-53_320__rank004__p0.960__61.90-64.50.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-33-53_320.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-33-53_320_events.csv,61.9,64.5,2.6,0.96029,0.879919,4
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-33-53_320__rank005__p0.955__116.20-118.50.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-33-53_320.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-33-53_320_events.csv,116.2,118.5,2.3,0.955151,0.869185,5
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-33-53_320__rank006__p0.950__99.40-102.00.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-33-53_320.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-33-53_320_events.csv,99.4,102.0,2.6,0.950089,0.838049,6
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-33-53_320__rank007__p0.947__254.90-256.70.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-33-53_320.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-33-53_320_events.csv,254.9,256.7,1.8,0.947019,0.812977,7
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-33-53_320__rank008__p0.944__90.80-92.20.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-33-53_320.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-33-53_320_events.csv,90.8,92.2,1.4,0.944486,0.944486,8
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-33-53_320__rank009__p0.943__101.60-104.10.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-33-53_320.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-33-53_320_events.csv,101.6,104.1,2.5,0.942896,0.809135,9
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-33-53_320__rank010__p0.921__91.80-94.00.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-33-53_320.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-33-53_320_events.csv,91.8,94.0,2.2,0.920533,0.794473,10
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-33-53_320__rank011__p0.918__322.00-324.10.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-33-53_320.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-33-53_320_events.csv,322.0,324.1,2.1,0.917548,0.862602,11
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-33-53_320__rank012__p0.914__335.00-336.40.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-33-53_320.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-33-53_320_events.csv,335.0,336.4,1.4,0.914056,0.914056,12
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-33-53_320__rank013__p0.904__229.40-230.80.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-33-53_320.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-33-53_320_events.csv,229.4,230.8,1.4,0.904193,0.904193,13
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-33-53_320__rank014__p0.903__341.10-343.10.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-33-53_320.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-33-53_320_events.csv,341.1,343.1,2.0,0.903488,0.770754,14
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-33-53_320__rank015__p0.892__81.60-83.40.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-33-53_320.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-33-53_320_events.csv,81.6,83.4,1.8,0.892395,0.785579,15
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-33-53_320__rank016__p0.887__181.40-183.60.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-33-53_320.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-33-53_320_events.csv,181.4,183.6,2.2,0.887471,0.814025,16
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-33-53_320__rank017__p0.886__105.50-107.30.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-33-53_320.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-33-53_320_events.csv,105.5,107.3,1.8,0.88553,0.796211,17
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-33-53_320__rank018__p0.874__28.90-30.60.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-33-53_320.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-33-53_320_events.csv,28.9,30.6,1.7,0.873945,0.830985,18
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-33-53_320__rank019__p0.851__108.40-110.20.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-33-53_320.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-33-53_320_events.csv,108.4,110.2,1.8,0.851303,0.797034,19
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-33-53_320__rank020__p0.838__51.00-52.80.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-33-53_320.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-33-53_320_events.csv,51.0,52.8,1.8,0.838061,0.758669,20
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-39-53_821__rank001__p0.951__222.10-224.50.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-39-53_821.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-39-53_821_events.csv,222.1,224.5,2.4,0.950881,0.840838,1
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-39-53_821__rank002__p0.942__194.70-197.00.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-39-53_821.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-39-53_821_events.csv,194.7,197.0,2.3,0.941782,0.886529,2
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-39-53_821__rank003__p0.914__166.00-168.40.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-39-53_821.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-39-53_821_events.csv,166.0,168.4,2.4,0.914118,0.821529,3
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-39-53_821__rank004__p0.895__326.90-328.60.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-39-53_821.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-39-53_821_events.csv,326.9,328.6,1.7,0.894607,0.770287,4
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-39-53_821__rank005__p0.882__263.50-264.90.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-39-53_821.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-39-53_821_events.csv,263.5,264.9,1.4,0.882484,0.882484,5
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-39-53_821__rank006__p0.841__50.50-52.20.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-39-53_821.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-39-53_821_events.csv,50.5,52.2,1.7,0.840886,0.752723,6
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-39-53_821__rank007__p0.840__170.10-172.00.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-39-53_821.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-39-53_821_events.csv,170.1,172.0,1.9,0.839577,0.730698,7
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-39-53_821__rank008__p0.838__255.90-257.30.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-39-53_821.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-39-53_821_events.csv,255.9,257.3,1.4,0.838139,0.838139,8
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-39-53_821__rank009__p0.831__204.80-206.50.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-39-53_821.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-39-53_821_events.csv,204.8,206.5,1.7,0.831096,0.720629,9
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-39-53_821__rank010__p0.823__277.00-278.60.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-39-53_821.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-39-53_821_events.csv,277.0,278.6,1.6,0.822614,0.791705,10
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-39-53_821__rank011__p0.822__349.70-351.10.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-39-53_821.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-39-53_821_events.csv,349.7,351.1,1.4,0.821824,0.821824,11
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-39-53_821__rank012__p0.815__111.30-112.80.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-39-53_821.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-39-53_821_events.csv,111.3,112.8,1.5,0.814763,0.767607,12
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-39-53_821__rank013__p0.804__67.70-69.30.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-39-53_821.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-39-53_821_events.csv,67.7,69.3,1.6,0.803985,0.752431,13
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-39-53_821__rank014__p0.792__76.60-78.10.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-39-53_821.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-39-53_821_events.csv,76.6,78.1,1.5,0.792453,0.744353,14
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-39-53_821__rank015__p0.774__227.60-229.20.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-39-53_821.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-39-53_821_events.csv,227.6,229.2,1.6,0.774341,0.733918,15
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-39-53_821__rank016__p0.771__275.90-277.40.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-39-53_821.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-39-53_821_events.csv,275.9,277.4,1.5,0.770558,0.721972,16
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-39-53_821__rank017__p0.769__169.80-171.20.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-39-53_821.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-39-53_821_events.csv,169.8,171.2,1.4,0.768739,0.768739,17
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-39-53_821__rank018__p0.762__328.30-329.80.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-39-53_821.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-39-53_821_events.csv,328.3,329.8,1.5,0.761626,0.730165,18
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-39-53_821__rank019__p0.761__111.70-113.10.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-39-53_821.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-39-53_821_events.csv,111.7,113.1,1.4,0.761234,0.761234,19
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-39-53_821__rank020__p0.758__173.30-174.70.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-39-53_821.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-39-53_821_events.csv,173.3,174.7,1.4,0.757844,0.757844,20
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-45-54_312__rank001__p0.981__251.20-253.30.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-45-54_312.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-45-54_312_events.csv,251.2,253.3,2.1,0.98098,0.89886,1
C:\py\pigsound\pig-sound-classification\det_round4_clips\candidates\ALA_E_2_2020-09-30_01-45-54_312__rank002__p0.977__130.10-132.40.wav,C:\py\pigsound\pig-sound-classification\data\external\aswine\data\audio\ALA_E_2_2020-09-30_01-45-54_312.wav,C:\py\pigsound\pig-sound-classification\det_round4\ALA_E_2_2020-09-30_01-45-54_312_events.csv,130.1,132.4,2.3,0.976857,0.863787,2
