accept_rule,n_total,n_accepted,coverage,selective_acc,selective_risk
accept_global,168,166,0.9880952380952381,0.9759036144578314,0.02409638554216864
accept_per_class,168,162,0.9642857142857143,0.9691358024691358,0.030864197530864224
