noise_environment,snr_db,target_active_snr_db,snr_reference,condition,method,n,top1_acc,macro_f1,top2_acc,ece,brier,nll,frozen_global_threshold,frozen_threshold_coverage,frozen_threshold_selective_risk,frozen_per_class_threshold_coverage,frozen_per_class_threshold_selective_risk,aurc,augrc,risk_at_coverage_0.80,risk_at_coverage_0.90,risk_at_coverage_0.95,cough_precision,cough_recall,cough_f1,cough_support,calm_grunt_precision,calm_grunt_recall,calm_grunt_f1,calm_grunt_support,feeding_precision,feeding_recall,feeding_f1,feeding_support,stress_vocal_precision,stress_vocal_recall,stress_vocal_f1,stress_vocal_support,feeding_to_stress,stress_to_feeding,cough_to_calm_grunt,cough_to_feeding,cough_to_stress_vocal,global_coverage,selective_risk,feeding_coverage,feeding_selective_risk,stress_vocal_coverage,stress_vocal_selective_risk,macro_f1_degradation_vs_clean,hierarchy_consistency,mean_prototype_distance_margin
clean,clean,clean,clean,clean,raw_softmax,168.0,0.9345238095238095,0.9340659340659341,1.0,0.03934278587500253,0.08948401361703873,0.135040283203125,0.8693453073501587,0.8690476190476191,0.013698630136986356,0.8988095238095238,0.019867549668874163,0.005085668638390902,0.005085668638390904,0.0,0.013157894736842146,0.043749999999999956,1.0,1.0,1.0,42.0,1.0,1.0,1.0,42.0,0.9428571428571428,0.7857142857142857,0.8571428571428571,42.0,0.8163265306122449,0.9523809523809523,0.8791208791208791,42.0,9.0,2.0,0.0,0.0,0.0,0.8690476190476191,0.013698630136986356,0.6190476190476191,0.07692307692307693,0.8571428571428571,0.0,0.0,,
clean,clean,clean,clean,clean,prototype,168.0,0.9345238095238095,0.9342909970132272,1.0,0.0263954209429877,0.0797354131937027,0.12181872129440308,0.8977293372154236,0.8630952380952381,0.006896551724137945,0.9226190476190477,0.02580645161290318,0.00468209578132787,0.004682095781327869,0.007407407407407418,0.019736842105263164,0.03749999999999998,1.0,1.0,1.0,42.0,1.0,1.0,1.0,42.0,0.918918918918919,0.8095238095238095,0.8607594936708861,42.0,0.8297872340425532,0.9285714285714286,0.8764044943820225,42.0,8.0,3.0,0.0,0.0,0.0,0.8630952380952381,0.006896551724137945,0.6666666666666666,0.03571428571428571,0.7857142857142857,0.0,0.0,,
clean,clean,clean,clean,clean,hierarchical,168.0,0.9345238095238095,0.9342909970132272,1.0,0.031702125001521336,0.0818183645606041,0.12435456365346909,0.8779493570327759,0.8809523809523809,0.006756756756756799,0.8869047619047619,0.020134228187919434,0.004775500023723091,0.004775500023723092,0.0,0.019736842105263164,0.03749999999999998,1.0,1.0,1.0,42.0,1.0,1.0,1.0,42.0,0.918918918918919,0.8095238095238095,0.8607594936708861,42.0,0.8297872340425532,0.9285714285714286,0.8764044943820225,42.0,8.0,3.0,0.0,0.0,0.0,0.8809523809523809,0.006756756756756799,0.6666666666666666,0.03571428571428571,0.8571428571428571,0.0,0.0,,
clean,clean,clean,clean,clean,fused,168.0,0.9345238095238095,0.9342909970132272,1.0,0.031702125001521336,0.0818183645606041,0.12435456365346909,0.8779493570327759,0.8809523809523809,0.006756756756756799,0.8869047619047619,0.020134228187919434,0.004775500023723091,0.004775500023723092,0.0,0.019736842105263164,0.03749999999999998,1.0,1.0,1.0,42.0,1.0,1.0,1.0,42.0,0.918918918918919,0.8095238095238095,0.8607594936708861,42.0,0.8297872340425532,0.9285714285714286,0.8764044943820225,42.0,8.0,3.0,0.0,0.0,0.0,0.8809523809523809,0.006756756756756799,0.6666666666666666,0.03571428571428571,0.8571428571428571,0.0,0.0,,
clean,clean,,,clean,hierarchy_audit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9940476190476191,
DWASHING,20.0,20.0,active_valid_region,DWASHING_20dB,raw_softmax,168.0,0.7619047619047619,0.7521929824561403,0.9464285714285714,0.18699176822389876,0.3987375795841217,0.8759565949440002,0.8693453073501587,0.8392857142857143,0.19148936170212771,0.8095238095238095,0.21323529411764708,0.08218483639848354,0.08218483639848354,0.18518518518518523,0.1907894736842105,0.21875,1.0,0.3333333333333333,0.5,42.0,1.0,1.0,1.0,42.0,0.9411764705882353,0.7619047619047619,0.8421052631578947,42.0,0.5128205128205128,0.9523809523809523,0.6666666666666666,42.0,10.0,2.0,0.0,0.0,28.0,0.8392857142857143,0.19148936170212771,0.5952380952380952,0.08,0.8571428571428571,0.0,0.18187295160979378,,
DWASHING,20.0,20.0,active_valid_region,DWASHING_20dB,prototype,168.0,0.7619047619047619,0.7517926988265972,0.9226190476190477,0.1873746280159269,0.39421766996383667,1.1912031173706055,0.8977293372154236,0.8452380952380952,0.18309859154929575,0.8690476190476191,0.21232876712328763,0.11723282339773779,0.1172328233977378,0.18518518518518523,0.19736842105263153,0.20625000000000004,1.0,0.3333333333333333,0.5,42.0,1.0,1.0,1.0,42.0,0.9166666666666666,0.7857142857142857,0.8461538461538461,42.0,0.5131578947368421,0.9285714285714286,0.6610169491525424,42.0,9.0,3.0,0.0,0.0,28.0,0.8452380952380952,0.18309859154929575,0.6666666666666666,0.03571428571428571,0.7857142857142857,0.0,0.18249829818663,,
DWASHING,20.0,20.0,active_valid_region,DWASHING_20dB,hierarchical,168.0,0.7619047619047619,0.7517926988265972,0.9226190476190477,0.18793126727853499,0.39476531744003296,1.155655860900879,0.8779493570327759,0.8630952380952381,0.17931034482758623,0.8392857142857143,0.21276595744680848,0.11453575948687696,0.11453575948687698,0.18518518518518523,0.19736842105263153,0.21250000000000002,1.0,0.3333333333333333,0.5,42.0,1.0,1.0,1.0,42.0,0.9166666666666666,0.7857142857142857,0.8461538461538461,42.0,0.5131578947368421,0.9285714285714286,0.6610169491525424,42.0,9.0,3.0,0.0,0.0,28.0,0.8630952380952381,0.17931034482758623,0.6666666666666666,0.03571428571428571,0.8571428571428571,0.0,0.18249829818663,,
DWASHING,20.0,20.0,active_valid_region,DWASHING_20dB,fused,168.0,0.7619047619047619,0.7517926988265972,0.9226190476190477,0.18793126727853499,0.39476531744003296,1.155655860900879,0.8779493570327759,0.8630952380952381,0.17931034482758623,0.8392857142857143,0.21276595744680848,0.11453575948687696,0.11453575948687698,0.18518518518518523,0.19736842105263153,0.21250000000000002,1.0,0.3333333333333333,0.5,42.0,1.0,1.0,1.0,42.0,0.9166666666666666,0.7857142857142857,0.8461538461538461,42.0,0.5131578947368421,0.9285714285714286,0.6610169491525424,42.0,9.0,3.0,0.0,0.0,28.0,0.8630952380952381,0.17931034482758623,0.6666666666666666,0.03571428571428571,0.8571428571428571,0.0,0.18249829818663,,
DWASHING,20.0,,,DWASHING_20dB,hierarchy_audit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9821428571428571,
