method,prototype_temperature,softmax_temperature,softmax_weight,hier_aux_prob_weight,fusion_kind,n,top1_acc,macro_f1,top2_acc,ece,brier,nll
raw_softmax,,,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.02491565098365144,0.041829656809568405,0.07452492415904999
calibrated_softmax,,0.5,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.02448311249415081,0.03832782432436943,0.0834018886089325
calibrated_softmax,,0.75,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.020426555474599154,0.040167007595300674,0.07270493358373642
calibrated_softmax,,1.0,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.024915651977062185,0.04182965308427811,0.07452491670846939
calibrated_softmax,,1.5,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.04751260528961817,0.04772559180855751,0.09606736153364182
calibrated_softmax,,2.0,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.08599812438090641,0.058500513434410095,0.1350574493408203
prototype,0.03,,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.025725364685058608,0.038705989718437195,0.10671805590391159
hierarchical,0.03,,,0.5,,120,0.975,0.9749930536260072,1.0,0.032335103551546784,0.046635523438453674,0.1117817834019661
prototype,0.05,,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.02727451374133433,0.04126027598977089,0.07886525243520737
hierarchical,0.05,,,0.5,,120,0.975,0.9749930536260072,1.0,0.02551312694946927,0.0474100299179554,0.08402013778686523
prototype,0.07,,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.03154197235902151,0.04237435385584831,0.07375012338161469
hierarchical,0.07,,,0.5,,120,0.975,0.9749930536260072,1.0,0.01671143521865204,0.04740997776389122,0.07822631299495697
prototype,0.1,,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.039726636310418444,0.044690001755952835,0.08078460395336151
hierarchical,0.1,,,0.5,,120,0.975,0.9749930536260072,1.0,0.030460672577222188,0.04888748750090599,0.08453185111284256
prototype,0.2,,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.08985467751820882,0.06660573929548264,0.138310506939888
hierarchical,0.2,,,0.5,,120,0.95,0.9497767857142857,1.0,0.08463670710722604,0.07094578444957733,0.14287921786308289
prototype,0.5,,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.2894158586859703,0.17744587361812592,0.38873037695884705
hierarchical,0.5,,,0.5,,120,0.9333333333333333,0.9326599326599327,1.0,0.24413705368836724,0.18974962830543518,0.40394681692123413
prototype,1.0,,,,,120,0.9833333333333333,0.9833333333333334,1.0,0.49449258794387174,0.3699395954608917,0.7277937531471252
hierarchical,1.0,,,0.5,,120,0.9,0.8958333333333334,1.0,0.4093295738101005,0.3841712772846222,0.7461084127426147
fused,0.07,0.75,0.0,0.5,pure_prototype,120,0.975,0.9749930536260072,1.0,0.01671143521865204,0.04740997776389122,0.07822631299495697
fused,0.07,0.75,0.25,0.5,mixed,120,0.975,0.9749930536260072,1.0,0.025057394305865007,0.04513216018676758,0.07585678994655609
fused,0.07,0.75,0.5,0.5,mixed,120,0.9833333333333333,0.9833333333333334,1.0,0.0315394630034765,0.04316572844982147,0.07405968755483627
fused,0.07,0.75,0.75,0.5,mixed,120,0.9833333333333333,0.9833333333333334,1.0,0.03075920641422275,0.041510678827762604,0.07292725145816803
fused,0.07,0.75,1.0,0.5,pure_softmax,120,0.9833333333333333,0.9833333333333334,1.0,0.020426555474599154,0.040167007595300674,0.07270493358373642
