start_s,prob_cough
0.0,0.8700016140937805
0.1,0.8723932504653931
0.2,0.8725766539573669
0.3,0.8721832633018494
0.4,0.8722401857376099
0.5,0.8722261786460876
0.6,0.8726308941841125
0.7,0.8725777268409729
0.8,0.8726613521575928
0.9,0.8726744651794434
1.0,0.8725782632827759
1.1,0.8726183772087097
1.2,0.8728693723678589
1.3,0.8724940419197083
1.4,0.8726087808609009
1.5,0.8726822137832642
1.6,0.8724711537361145
1.7,0.8728064894676208
1.8,0.8727827072143555
1.9,0.8732183575630188
2.0,0.8732924461364746
2.1,0.8728029727935791
2.2,0.8725127577781677
2.3,0.8725546002388
2.4,0.8724390864372253
2.5,0.8726633191108704
2.6,0.8727696537971497
2.7,0.8724952340126038
2.8,0.8718868494033813
2.9,0.8719403147697449
3.0,0.872148334980011
3.1,0.8722189664840698
3.2,0.8720468282699585
3.3,0.8723882436752319
3.4,0.8720222115516663
3.5,0.8720439672470093
3.6,0.87247234582901
3.7,0.8726971745491028
3.8,0.8725233674049377
3.9,0.8728503584861755
4.0,0.8725919723510742
4.1,0.8723267316818237
4.2,0.872340738773346
4.3,0.8723760843276978
4.4,0.8724458813667297
4.5,0.8721616864204407
4.6,0.8724098205566406
4.7,0.8724343180656433
4.8,0.8724551200866699
4.9,0.8724474310874939
5.0,0.8722923398017883
5.1,0.8725265264511108
5.2,0.8725743889808655
5.3,0.8723890781402588
5.4,0.8725942373275757
5.5,0.8724035620689392
5.6,0.8721994161605835
5.7,0.8725976943969727
5.8,0.8724627494812012
5.9,0.8725119233131409
6.0,0.8727343082427979
6.1,0.8725683093070984
6.2,0.8723878860473633
6.3,0.8724181652069092
6.4,0.8724066019058228
6.5,0.8721737265586853
6.6,0.8721825480461121
6.7,0.8717948794364929
6.8,0.8719151020050049
6.9,0.8719220161437988
7.0,0.8723998665809631
7.1,0.8725515604019165
7.2,0.8725532293319702
7.3,0.8727803826332092
7.4,0.8728286623954773
7.5,0.8729242086410522
7.6,0.8727710843086243
7.7,0.8725031018257141
7.8,0.8725032806396484
7.9,0.8723903298377991
8.0,0.872212290763855
8.1,0.8722999095916748
8.2,0.872768759727478
8.3,0.8727145195007324
8.4,0.8726527690887451
8.5,0.8726853728294373
8.6,0.8726288080215454
8.7,0.8726056218147278
8.8,0.872710108757019
8.9,0.8726792335510254
9.0,0.8724016547203064
9.1,0.8719996809959412
9.2,0.8723105788230896
9.3,0.8722022175788879
9.4,0.872553288936615
9.5,0.8727260828018188
9.6,0.8720775246620178
9.7,0.8723872303962708
9.8,0.872379720211029
9.9,0.8725370764732361
10.0,0.8727477788925171
10.1,0.8727390170097351
10.2,0.8725666403770447
10.3,0.8725075721740723
10.4,0.8726537823677063
10.5,0.8729196786880493
10.6,0.8730223178863525
10.7,0.8727970719337463
10.8,0.8726827502250671
10.9,0.8725468516349792
11.0,0.8726707696914673
11.1,0.8725463151931763
11.2,0.8721482753753662
11.3,0.8721734881401062
11.4,0.8730111718177795
11.5,0.8730879426002502
11.6,0.8728343844413757
11.7,0.8729041218757629
11.8,0.8725764751434326
11.9,0.8727006316184998
12.0,0.8723364472389221
12.1,0.8726463317871094
12.2,0.8724733591079712
12.3,0.8723853230476379
12.4,0.872584342956543
12.5,0.8723664879798889
12.6,0.8726016879081726
12.7,0.8727401494979858
12.8,0.8723908066749573
12.9,0.8725754618644714
13.0,0.8729458451271057
13.1,0.8727006316184998
13.2,0.8729522228240967
13.3,0.8727751970291138
13.4,0.8726657032966614
13.5,0.8722085356712341
13.6,0.8721628785133362
13.7,0.8722086548805237
13.8,0.8719959259033203
13.9,0.8722161650657654
14.0,0.8726584315299988
14.1,0.8730238080024719
14.2,0.8726587891578674
14.3,0.872443437576294
14.4,0.8724856376647949
14.5,0.8723165988922119
14.6,0.8721635937690735
14.7,0.8726091384887695
14.8,0.8719513416290283
14.9,0.8724113702774048
15.0,0.8725400567054749
15.1,0.8726950287818909
15.2,0.872390866279602
15.3,0.8724445700645447
15.4,0.8720632791519165
15.5,0.8720545768737793
15.6,0.8725235462188721
15.7,0.8723451495170593
15.8,0.8723631501197815
15.9,0.8722460269927979
16.0,0.8724406957626343
16.1,0.8724954128265381
16.2,0.8723234534263611
16.3,0.8725438117980957
16.4,0.8724196553230286
16.5,0.8726497888565063
16.6,0.8723082542419434
16.7,0.8726639747619629
16.8,0.8726446032524109
16.9,0.8725538849830627
17.0,0.872878909111023
17.1,0.872835099697113
17.2,0.8729488253593445
17.3,0.8727535009384155
17.4,0.8726276755332947
17.5,0.8726053237915039
17.6,0.8728335499763489
17.7,0.872742772102356
17.8,0.8723741173744202
17.9,0.872843861579895
18.0,0.8725932240486145
18.1,0.872492790222168
18.2,0.8722175359725952
18.3,0.8723675608634949
18.4,0.8725476861000061
18.5,0.8722527027130127
18.6,0.8717597723007202
18.7,0.8722391128540039
18.8,0.8723178505897522
18.9,0.8720276951789856
19.0,0.8723242878913879
19.1,0.8724942207336426
19.2,0.8727126121520996
19.3,0.8726761341094971
19.4,0.8725802898406982
19.5,0.8726910948753357
19.6,0.8722234964370728
19.7,0.8723849654197693
19.8,0.8727207183837891
19.9,0.8726044297218323
20.0,0.8725606799125671
20.1,0.8727195858955383
20.2,0.8729366064071655
20.3,0.8730711936950684
20.4,0.8732328414916992
20.5,0.8730215430259705
20.6,0.8725327849388123
20.7,0.8726755976676941
20.8,0.8728690147399902
20.9,0.8733031153678894
21.0,0.8733438849449158
21.1,0.8732262849807739
21.2,0.873382568359375
21.3,0.8731151223182678
21.4,0.8729144334793091
21.5,0.8729056119918823
21.6,0.8725070357322693
21.7,0.8721756339073181
21.8,0.8724337816238403
21.9,0.8722258806228638
22.0,0.8722999095916748
22.1,0.8721657395362854
22.2,0.8724283576011658
22.3,0.8725371360778809
22.4,0.8727004528045654
22.5,0.8726661205291748
22.6,0.8725014925003052
22.7,0.8724815249443054
22.8,0.8724656701087952
22.9,0.8724221587181091
23.0,0.8726881742477417
23.1,0.8727932572364807
23.2,0.8729375004768372
23.3,0.8725402355194092
23.4,0.8724424839019775
23.5,0.872447669506073
23.6,0.8726792931556702
23.7,0.8726706504821777
23.8,0.8726556897163391
23.9,0.8725595474243164
24.0,0.872474730014801
24.1,0.8722594380378723
24.2,0.8725367188453674
24.3,0.8726686835289001
24.4,0.8724120855331421
24.5,0.8725612759590149
24.6,0.8727198839187622
24.7,0.8726471066474915
24.8,0.8730668425559998
24.9,0.8726829290390015
25.0,0.8725261688232422
25.1,0.872614324092865
25.2,0.8722906112670898
25.3,0.8726120591163635
25.4,0.8724356293678284
25.5,0.8723282814025879
25.6,0.8723938465118408
25.7,0.8724473118782043
25.8,0.8726044297218323
25.9,0.872803807258606
26.0,0.8726577758789062
26.1,0.87269526720047
26.2,0.8726488947868347
26.3,0.8729064464569092
26.4,0.8727545738220215
26.5,0.8724181652069092
26.6,0.8727025389671326
26.7,0.8727713823318481
26.8,0.8729061484336853
26.9,0.8729007840156555
27.0,0.8727743625640869
27.1,0.8723396062850952
27.2,0.8726751208305359
27.3,0.8728477358818054
27.4,0.8726727962493896
27.5,0.8727179765701294
27.6,0.8725709319114685
27.7,0.8726303577423096
27.8,0.8729516863822937
27.9,0.8727638125419617
28.0,0.8727084398269653
28.1,0.8727186918258667
28.2,0.8727531433105469
28.3,0.8726752996444702
28.4,0.8727605938911438
28.5,0.8726752996444702
28.6,0.8727726340293884
28.7,0.8728097677230835
28.8,0.8724217414855957
28.9,0.8722764253616333
29.0,0.872384250164032
29.1,0.8725144863128662
29.2,0.8724839091300964
29.3,0.872334897518158
29.4,0.8724841475486755
29.5,0.8724702596664429
29.6,0.872188150882721
29.7,0.8721609711647034
29.8,0.8723940849304199
