start_s,prob_cough
0.0,0.8701462149620056
0.1,0.8725892305374146
0.2,0.8724912405014038
0.3,0.8729446530342102
0.4,0.8730121850967407
0.5,0.8725290894508362
0.6,0.8727173209190369
0.7,0.8726071119308472
0.8,0.8724732398986816
0.9,0.8722453117370605
1.0,0.872092604637146
1.1,0.8726620674133301
1.2,0.8725520372390747
1.3,0.8726643919944763
1.4,0.8729342818260193
1.5,0.8731241226196289
1.6,0.8725070357322693
1.7,0.8726887702941895
1.8,0.8727979063987732
1.9,0.8726363778114319
2.0,0.8722917437553406
2.1,0.8722841739654541
2.2,0.872772216796875
2.3,0.8721757531166077
2.4,0.8721868991851807
2.5,0.8721387386322021
2.6,0.8722684979438782
2.7,0.8724924325942993
2.8,0.872746467590332
2.9,0.872485876083374
3.0,0.8730106353759766
3.1,0.8729115724563599
3.2,0.8732435703277588
3.3,0.8729707598686218
3.4,0.8727792501449585
3.5,0.8727792501449585
3.6,0.8729619383811951
3.7,0.8725829124450684
3.8,0.8726546764373779
3.9,0.8724594116210938
4.0,0.872752845287323
4.1,0.8726682066917419
4.2,0.8729995489120483
4.3,0.8731028437614441
4.4,0.873043417930603
4.5,0.8726766705513
4.6,0.8726938962936401
4.7,0.8726800084114075
4.8,0.8730791211128235
4.9,0.8729349374771118
5.0,0.8731762766838074
5.1,0.8729363083839417
5.2,0.8727004528045654
5.3,0.8731051087379456
5.4,0.8728969097137451
5.5,0.8728539943695068
5.6,0.8727236390113831
5.7,0.8726198673248291
5.8,0.8724558353424072
5.9,0.8730221390724182
6.0,0.8728369474411011
6.1,0.8726419806480408
6.2,0.8727379441261292
6.3,0.8726891279220581
6.4,0.8725911378860474
6.5,0.8725683093070984
6.6,0.8725278973579407
6.7,0.8724714517593384
6.8,0.8724747896194458
6.9,0.8723152279853821
7.0,0.8728629946708679
7.1,0.8723638653755188
7.2,0.8725988864898682
7.3,0.8724420666694641
7.4,0.8725070953369141
7.5,0.8724485039710999
7.6,0.872355580329895
7.7,0.8724672794342041
7.8,0.8723088502883911
7.9,0.8721331357955933
8.0,0.872593879699707
8.1,0.8726428747177124
8.2,0.8724111318588257
8.3,0.8726831078529358
8.4,0.8722670674324036
8.5,0.8723791837692261
8.6,0.872556209564209
8.7,0.8725525736808777
8.8,0.8725473880767822
8.9,0.8724690079689026
9.0,0.8722733855247498
9.1,0.8722261786460876
9.2,0.8726211190223694
9.3,0.8731475472450256
9.4,0.8730262517929077
9.5,0.8725929856300354
9.6,0.8722684383392334
9.7,0.8722984194755554
9.8,0.8723216652870178
9.9,0.8721747398376465
10.0,0.8723265528678894
10.1,0.8722159266471863
10.2,0.8719234466552734
10.3,0.8726581335067749
10.4,0.8726980090141296
10.5,0.8725075721740723
10.6,0.8724412322044373
10.7,0.8722954392433167
10.8,0.8725858330726624
10.9,0.8724259734153748
11.0,0.8722769618034363
11.1,0.8727688193321228
11.2,0.8728129863739014
11.3,0.8724154829978943
11.4,0.872856080532074
11.5,0.8723899722099304
11.6,0.8727217316627502
11.7,0.8723760843276978
11.8,0.8726909160614014
11.9,0.8726469874382019
12.0,0.8730887770652771
12.1,0.8728711009025574
12.2,0.8723903298377991
12.3,0.8727160096168518
12.4,0.873097836971283
12.5,0.8724047541618347
12.6,0.8726282119750977
12.7,0.8723724484443665
12.8,0.8723074197769165
12.9,0.8725100159645081
13.0,0.8729503750801086
13.1,0.8726803064346313
13.2,0.8724657297134399
13.3,0.8726615309715271
13.4,0.8722347021102905
13.5,0.8723288178443909
13.6,0.8726019859313965
13.7,0.8720237016677856
13.8,0.8722630739212036
13.9,0.8719915747642517
14.0,0.8717565536499023
14.1,0.8721721172332764
14.2,0.8725345134735107
14.3,0.8724715709686279
14.4,0.8727136850357056
14.5,0.8722501993179321
14.6,0.8727082014083862
14.7,0.8727937936782837
14.8,0.8727148175239563
14.9,0.8730370402336121
15.0,0.8725191950798035
15.1,0.8724780082702637
15.2,0.8723069429397583
15.3,0.8721272349357605
15.4,0.8724036812782288
15.5,0.8720943927764893
15.6,0.8723950386047363
15.7,0.8722172379493713
15.8,0.8719404935836792
15.9,0.8723984956741333
16.0,0.8724179267883301
16.1,0.8722473978996277
16.2,0.8726344704627991
16.3,0.8722863793373108
16.4,0.8724533319473267
16.5,0.8726280331611633
16.6,0.8729103207588196
16.7,0.8724662661552429
16.8,0.8723282814025879
16.9,0.8722251653671265
17.0,0.8719063997268677
17.1,0.8723629117012024
17.2,0.8722877502441406
17.3,0.8726244568824768
17.4,0.8722242712974548
17.5,0.8724610805511475
17.6,0.8725744485855103
17.7,0.8724334239959717
17.8,0.8721095323562622
17.9,0.8720129728317261
18.0,0.8720083832740784
18.1,0.8721003532409668
18.2,0.8720864057540894
18.3,0.8723708987236023
18.4,0.8723268508911133
18.5,0.8726205825805664
18.6,0.8728315830230713
18.7,0.8728810548782349
18.8,0.8728959560394287
18.9,0.8727653622627258
19.0,0.8725152015686035
19.1,0.872686505317688
19.2,0.8725412487983704
19.3,0.8727031946182251
19.4,0.8726980090141296
19.5,0.8722954392433167
19.6,0.8721817135810852
19.7,0.8719732761383057
19.8,0.8723921775817871
19.9,0.8722931146621704
20.0,0.8723694086074829
20.1,0.8723963499069214
20.2,0.8724179267883301
20.3,0.8722681403160095
20.4,0.8724539279937744
20.5,0.8728417754173279
20.6,0.8725979924201965
20.7,0.872529149055481
20.8,0.8723142147064209
20.9,0.8726207613945007
21.0,0.8726229071617126
21.1,0.8725480437278748
21.2,0.8723777532577515
21.3,0.8727407455444336
21.4,0.872670590877533
21.5,0.8723610043525696
21.6,0.8724396824836731
21.7,0.8726178407669067
21.8,0.8724327087402344
21.9,0.8721439838409424
22.0,0.8722715973854065
22.1,0.8719913959503174
22.2,0.8721639513969421
22.3,0.8720973134040833
22.4,0.872215747833252
22.5,0.8724113702774048
22.6,0.8724815249443054
22.7,0.8724785447120667
22.8,0.8727004528045654
22.9,0.8726725578308105
23.0,0.8723859786987305
23.1,0.8725624084472656
23.2,0.8719643950462341
23.3,0.8721868991851807
23.4,0.8724495768547058
23.5,0.8723726272583008
23.6,0.8729026913642883
23.7,0.8729222416877747
23.8,0.8726094961166382
23.9,0.8729961514472961
24.0,0.8732798099517822
24.1,0.872608482837677
24.2,0.8726023435592651
24.3,0.8727295994758606
24.4,0.8724085688591003
24.5,0.8724516034126282
24.6,0.8727483749389648
24.7,0.8722686767578125
24.8,0.8722507953643799
24.9,0.8721814751625061
25.0,0.8720300197601318
25.1,0.8721960186958313
25.2,0.872258722782135
25.3,0.8722067475318909
25.4,0.872516393661499
25.5,0.8725957870483398
25.6,0.8726099729537964
25.7,0.8727452158927917
25.8,0.8728604316711426
25.9,0.872812032699585
26.0,0.8730311393737793
26.1,0.872722327709198
26.2,0.8725218176841736
26.3,0.8728060722351074
26.4,0.8731843829154968
26.5,0.8726527094841003
26.6,0.872808039188385
26.7,0.8725624680519104
26.8,0.872599720954895
26.9,0.8723652362823486
27.0,0.8725079298019409
27.1,0.8724396228790283
27.2,0.8723925948143005
27.3,0.872649073600769
27.4,0.8729665279388428
27.5,0.8727236390113831
27.6,0.8723960518836975
27.7,0.872297465801239
27.8,0.8721066117286682
27.9,0.8722946047782898
28.0,0.8722906112670898
28.1,0.8725091814994812
28.2,0.872868537902832
28.3,0.8726990818977356
28.4,0.8727072477340698
