model,n_runs,macro_f1_from_cm,feeding_f1,stress_f1,feeding_recall,stress_recall,feeding_to_stress,stress_to_feeding
logmel_dur2,25,0.9474149717536814,0.8948631781084974,0.8962264150943396,0.8876190476190476,0.9047619047619048,118,100
logmel_dur2_hier_w10,25,0.9516998108770026,0.903938520653218,0.9042904290429042,0.8961904761904762,0.9133333333333333,109,91
