comparison,n,dur2_mean,hier_mean,mean_delta,std_delta,ci95_low,ci95_high,wilcoxon_p
logmel_dur2_hier_w02_minus_logmel_dur2,25,0.9472373583266809,0.9505056189485463,0.0032682606218656617,0.01469651750095012,-0.002472456224416728,0.008716770893985062,0.26513225086229597
