comparison,n,dur1_mean,dur2_mean,mean_delta,std_delta,ci95_low,ci95_high,wilcoxon_p
cap3x_logmel_dur2_minus_dur1,25,0.9226064673362835,0.9472373583266809,0.02463089099039724,0.028534613255749075,0.014112837971563999,0.03564207235269266,0.00016230344772338867
