comparison,n,dur2_mean,hier_mean,mean_delta,std_delta,ci95_low,ci95_high,wilcoxon_p
logmel_dur2_hier_w10_minus_logmel_dur2,25,0.9472373583266809,0.951508156245791,0.004270797919110145,0.013064843916245933,-0.0008855401374126315,0.009131176770357938,0.1531274510196695
