weight_a_transfer,weight_b_round4,thr,val_acc,val_macro_f1,test_acc,test_macro_f1
0.30000000000000004,0.7,0.5300000000000002,0.6640883977900552,0.664068299925761,0.6154696132596685,0.6056230089559416
