accept_rule,n_total,n_accepted,coverage,selective_acc,selective_risk
accept_global,168,164,0.9761904761904762,0.9573170731707317,0.04268292682926833
accept_per_class,168,159,0.9464285714285714,0.9559748427672956,0.04402515723270439
