accept_rule,n_total,n_accepted,coverage,selective_acc,selective_risk
accept_global,168,157,0.9345238095238095,0.9745222929936306,0.02547770700636942
accept_per_class,168,155,0.9226190476190477,0.967741935483871,0.032258064516129004
