method,prototype_temperature,softmax_temperature,softmax_weight,hier_aux_prob_weight,fusion_kind,n,top1_acc,macro_f1,top2_acc,ece,brier,nll
raw_softmax,,,,,,120,0.9916666666666667,0.9916643512086691,1.0,0.016852701703707364,0.02755015343427658,0.06855179369449615
calibrated_softmax,,0.5,,,,120,0.9916666666666667,0.9916643512086691,1.0,0.015369203190008753,0.02104172855615616,0.09051010757684708
calibrated_softmax,,0.75,,,,120,0.9916666666666667,0.9916643512086691,1.0,0.018065094451109594,0.024348367005586624,0.07183337211608887
calibrated_softmax,,1.0,,,,120,0.9916666666666667,0.9916643512086691,1.0,0.01685270120700199,0.02755015343427658,0.06855178624391556
calibrated_softmax,,1.5,,,,120,0.9916666666666667,0.9916643512086691,1.0,0.04517206648985547,0.03483373671770096,0.08672019839286804
calibrated_softmax,,2.0,,,,120,0.9916666666666667,0.9916643512086691,1.0,0.08943983266750971,0.04632944241166115,0.1297694891691208
prototype,0.03,,,,,120,0.9916666666666667,0.9916643512086691,1.0,0.01187891860802966,0.019788090139627457,0.13251782953739166
hierarchical,0.03,,,0.5,,120,0.9916666666666667,0.9916643512086691,1.0,0.009819341699282304,0.01797148399055004,0.13249126076698303
prototype,0.05,,,,,120,0.9916666666666667,0.9916643512086691,1.0,0.01452002227306362,0.021896187216043472,0.08747386187314987
hierarchical,0.05,,,0.5,,120,0.9916666666666667,0.9916643512086691,1.0,0.012443833549817367,0.019549338147044182,0.08649573475122452
prototype,0.07,,,,,120,0.9916666666666667,0.9916643512086691,1.0,0.016919958094755834,0.02425604686141014,0.07243160903453827
hierarchical,0.07,,,0.5,,120,0.9916666666666667,0.9916643512086691,1.0,0.014965931574503606,0.02186150662600994,0.07164566963911057
prototype,0.1,,,,,120,0.9916666666666667,0.9916643512086691,1.0,0.0192999149362246,0.028067078441381454,0.06923457235097885
hierarchical,0.1,,,0.5,,120,0.9916666666666667,0.9916643512086691,1.0,0.019044488668441804,0.026149729266762733,0.06941821426153183
prototype,0.2,,,,,120,0.9916666666666667,0.9916643512086691,1.0,0.07541385193665821,0.0475788339972496,0.11378846317529678
hierarchical,0.2,,,0.5,,120,0.9916666666666667,0.9916643512086691,1.0,0.07723554273446402,0.048560407012701035,0.11729276925325394
prototype,0.5,,,,,120,0.9916666666666667,0.9916643512086691,1.0,0.2942949456473192,0.1642625331878662,0.3817368447780609
hierarchical,0.5,,,0.5,,120,0.9666666666666667,0.9665178571428572,1.0,0.27696010222037637,0.17587286233901978,0.39741241931915283
prototype,1.0,,,,,120,0.9916666666666667,0.9916643512086691,1.0,0.5060384780168534,0.37038499116897583,0.7335852384567261
hierarchical,1.0,,,0.5,,120,0.95,0.9494949494949495,1.0,0.4669909139474234,0.3847343325614929,0.7529112100601196
fused,0.1,1.0,0.0,0.5,pure_prototype,120,0.9916666666666667,0.9916643512086691,1.0,0.019044488668441804,0.026149729266762733,0.06941821426153183
fused,0.1,1.0,0.25,0.5,mixed,120,0.9916666666666667,0.9916643512086691,1.0,0.018496483067671442,0.026383470743894577,0.06914256513118744
fused,0.1,1.0,0.5,0.5,mixed,120,0.9916666666666667,0.9916643512086691,1.0,0.017948585251967096,0.02669478766620159,0.06890492886304855
fused,0.1,1.0,0.75,0.5,mixed,120,0.9916666666666667,0.9916643512086691,1.0,0.017400658627351157,0.027083687484264374,0.06870726495981216
fused,0.1,1.0,1.0,0.5,pure_softmax,120,0.9916666666666667,0.9916643512086691,1.0,0.01685270120700199,0.02755015343427658,0.06855178624391556
